type,name,values,prefix,postfix,usage count,user addable,template name
checkpoint,Cables Neatly Dressed,,,,,,
checkpoint,Lighting Controls,,,,,,
checkpoint,Photos,,,,,,
,,,,,,,
checklist-flat,Underground Services,,,,,,
checkpoint,Correct Size Installed,,,,,,
checkpoint,Start And End Locations Correct,,,,,,
checkpoint,Separation From Other Services,,,,,,
checkpoint,Clean Inside And In Good Condition,,,,,,
,,,,,,,
checklist-flat,EV Chargers,,,,,,
checkpoint,Cage Installed Correct,,,,,,
checkpoint,Ducts To Centre Of Cage,,,,,,
checkpoint,Correct Size Cable Run And Secured,,,,,,
checkpoint,Clean And In Good Condition,,,,,,
,,,,,,,
checklist-flat,SF High Level Lighting,,,,,,
checkpoint,Light Fitting Secure And Level,,,,,,
checkpoint,All Covers In Place,,,,,,
checkpoint,All Clean And Tidy,,,,,,
checkpoint,Labels,,,,,,
checkpoint,Cables Installed Into Their Correct Protection Devices,,,,,,
checkpoint,Photos,,,,,,
,,,,,,,
checklist-flat,SF Switchboard,,,,,,
checkpoint,All Cables Installed Into Their Correct Protection Devices,,,,,,
checkpoint,Earth And Neutral Bars Secure,,,,,,
checkpoint,Phase tabs on chassy covered if not in use,,,,,,
checkpoint,All earths and neutrals labelled to match phase numbers,,,,,,
checkpoint,All Escutcheon Panel Screws Installed,,,,,,
checkpoint,DB Schedule Updated and In Place,,,,,,
checkpoint,Pole Fillers Installed Where Required,,,,,,
checkpoint,Switchboard Cleaned Inside And Out,,,,,,
checkpoint,Certificate Completed If Required,,,,,,
checkpoint,Photos,,,,,,
,,,,,,,
checklist-flat,SF Low Level Lighting,,,,,,
checkpoint,Light Fitting Secure And Level,,,,,,
checkpoint,All Covers In Place,,,,,,
checkpoint,All Clean And Tidy,,,,,,
checkpoint,Labels,,,,,,
checkpoint,Cables Installed Into Their Correct Protection Devices,,,,,,
checkpoint,Photos,,,,,,
,,,,,,,
checklist-flat,SF Submains,,,,,,
checkpoint,Correctly Sized/Type Cables Run,,,,,,
checkpoint,Cables Neatly Dressed,,,,,,
checkpoint,Cables Labelled,,,,,,
checkpoint,Cables Installed Into Their Correct Protection Devices,,,,,,
checkpoint,Photos,,,,,,
,,,,,,,
checklist-flat,SF Local Power,,,,,,
checkpoint,Power Circuits Secured,,,,,,
checkpoint,Cables Neatly Dressed,,,,,,
checkpoint,Correct Outlet Installed,,,,,,
checkpoint,Cables Installed Into Their Correct Protection Devices,,,,,,
checkpoint,Photos,,,,,,
,,,,,,,
checklist-flat,SF Yard Lighting,,,,,,
checkpoint,Lighting Circuits Secured,,,,,,
checkpoint,Correct Light Fitting Installed And Secured,,,,,,
checkpoint,Correctly Sized Cables Run,,,,,,
checkpoint,Installed At Correct Height,,,,,,
checkpoint,Cables Neatly Dressed,,,,,,
checkpoint,Lighting Control,,,,,,
checkpoint,Cables Installed Into Their Correct Protection Devices,,,,,,
checkpoint,Photos,,,,,,
,,,,,,,
checklist-flat,SF Yard Power,,,,,,
checkpoint,Power Circuits Secured,,,,,,
checkpoint,Correctly Sized Cables Run,,,,,,
checkpoint,Cables Neatly Dressed,,,,,,
checkpoint,Correct Outlet Installed,,,,,,
checkpoint,Outlets Correctly Labelled,,,,,,
checkpoint,Cables Installed Into Their Correct Protection Devices,,,,,,
checkpoint,Photos,,,,,,
,,,,,,,
checklist-flat,SF Gates,,,,,,
checkpoint,Power Circuits Run And Secured,,,,,,
checkpoint,Correctly Sized Cables Run,,,,,,
checkpoint,Cables Neatly Dressed,,,,,,
checkpoint,Cables Installed Into Their Correct Protection Devices,,,,,,
checkpoint,Photos,,,,,,
,,,,,,,
checklist-flat,SF Office Lighting,,,,,,
checkpoint,Light Circuits Secured,,,,,,
checkpoint,Correctly Sized Cables Run,,,,,,
checkpoint,Cables Neatly Dressed,,,,,,
checkpoint,Lighting Controls,,,,,,
checkpoint,Correct Light Fittings Installed,,,,,,
checkpoint,Cables Installed Into Their Correct Protection Devices,,,,,,
checkpoint,Photos,,,,,,
,,,,,,,
checklist-flat,SF Underground Services,,,,,,
checkpoint,Correct Size Installed,,,,,,
checkpoint,Start And End Locations Correct,,,,,,
checkpoint,Separation From Other Services,,,,,,
checkpoint,Clean Inside And In Good Condition,,,,,,
,,,,,,,
checklist-flat,SF EV Chargers,,,,,,
checkpoint,Cage Installed Correct,,,,,,
checkpoint,Ducts To Centre Of Cage,,,,,,
checkpoint,Correct Size Cable Run And Secured,,,,,,
checkpoint,Clean And In Good Condition,,,,,,
