type,name,values,prefix,postfix,usage count,user addable,template name
checklist-flat,Catenary Wires,,,,,,
checkpoint,300mm Separation Between Power & Data,,,,,,
checkpoint,Adequately Supported To Avoid Sagging,,,,,,
checkpoint,Secured At Each End,,,,,,
checkpoint,Turn Buckle/Ratchet Installed And Accessible,,,,,,
checkpoint,Photos,,,,,,
,,,,,,,
checklist-flat,High Level Lighting,,,,,,
checkpoint,Light Circuits Run And Secured,,,,,,
checkpoint,Correctly Sized Cables Run,,,,,,
checkpoint,Cables Neatly Dressed,,,,,,
checkpoint,Fire Rated Cable Used For UPS Cirucits,,,,,,
checkpoint,Lighting Control,,,,,,
checkpoint,Photos,,,,,,
,,,,,,,
checklist-flat,Switchboard,,,,,,
checkpoint,Switchboard Securely Mounted,,,,,,
checkpoint,Cables neatly dressed,,,,,,
checkpoint,Phase tabs on chassy covered if not in use,,,,,,
checkpoint,All earths and neutrals labelled to match phase numbers,,,,,,
checkpoint,Photos,,,,,,
,,,,,,,
checklist-flat,Low Level Lighting,,,,,,
checkpoint,Light Circuits Run And Secured,,,,,,
checkpoint,Correctly Sized Cables Run,,,,,,
checkpoint,Cables Neatly Dressed,,,,,,
checkpoint,Lighting Control,,,,,,
checkpoint,Fire Rated Cable Used For UPS Cirucits,,,,,,
checkpoint,Photos,,,,,,
,,,,,,,
checklist-flat,Submains,,,,,,
checkpoint,Correctly Sized/Type Cables Run,,,,,,
checkpoint,Cables Neatly Dressed,,,,,,
checkpoint,Cables Labelled,,,,,,
checkpoint,Cables Installed Into Their Correct Protection Devices,,,,,,
checkpoint,Photos,,,,,,
,,,,,,,
checklist-flat,Local Power,,,,,,
checkpoint,Power Circuits Run And Secured,,,,,,
checkpoint,Correctly Sized Cables Run,,,,,,
checkpoint,Cables Neatly Dressed,,,,,,
checkpoint,Cables Installed Into Their Correct Protection Devices,,,,,,
checkpoint,Photos,,,,,,
,,,,,,,
checklist-flat,Yard Lighting,,,,,,
checkpoint,Lighting Circuits Run And Secured,,,,,,
checkpoint,Correctly Sized Cables Run,,,,,,
checkpoint,Installed At Correct Height,,,,,,
checkpoint,Cables Neatly Dressed,,,,,,
checkpoint,Lighting Control,,,,,,
checkpoint,Photos,,,,,,
,,,,,,,
checklist-flat,Yard Power,,,,,,
checkpoint,Power Circuits Run And Secured,,,,,,
checkpoint,Correctly Sized Cables Run,,,,,,
checkpoint,Cables Neatly Dressed,,,,,,
checkpoint,Photos,,,,,,
,,,,,,,
checklist-flat,Gates,,,,,,
checkpoint,Power Circuits Run And Secured,,,,,,
checkpoint,Correctly Sized Cables Run,,,,,,
checkpoint,Cables Neatly Dressed,,,,,,
checkpoint,Photos,,,,,,
,,,,,,,
checklist-flat,Office Lighting,,,,,,
checkpoint,Light Circuits Run And Secured,,,,,,
checkpoint,Correctly Sized Cables Run,,,,,,
