"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"8e655c2a-3cc4-4743-bf83-f57f30e937db","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"3379f193-dcd9-4afa-be91-7ba595083d55","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","First Fix"
"2bde4ac5-f4ca-4ab9-bf1f-c114a91047e9","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","First Fix","Warehouse A"
"0ecc5b96-eca1-4c78-885a-2d88be41c15b","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","First Fix","Warehouse A","Area-1"
"1e01ecdf-da2e-438c-aa36-60bed5afb3f7","","checklist-flat","not-started","First Fix Checklist","checklist-flat","FALSE","FALSE","Site QA","First Fix","Warehouse A","Area-1","High level lighting"
"ba63c456-7ef3-457d-b6d7-bdfa55342939","","checklist-flat","not-started","First Fix Checklist","checklist-flat","FALSE","FALSE","Site QA","First Fix","Warehouse A","Area-1","Low level lighting"
"4d31e94a-8448-49e5-8595-9ef677680b12","","checklist-flat","not-started","First Fix Checklist","checklist-flat","FALSE","FALSE","Site QA","First Fix","Warehouse A","Area-1","Switchboards"
"c53ef404-1fa2-4d1c-b685-754a996bcd9f","","checklist-flat","not-started","First Fix Checklist","checklist-flat","FALSE","FALSE","Site QA","First Fix","Warehouse A","Area-1","Submains"
"0b235c69-a49e-450d-92dd-49be9ffaf165","","checklist-flat","not-started","First Fix Checklist","checklist-flat","FALSE","FALSE","Site QA","First Fix","Warehouse A","Area-1","Local power"
"e5864592-a801-496a-a07f-7c20ec9498ac","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","First Fix","Warehouse A","Area-2"
"f2edeca9-751c-4905-bd71-d20b6bcb085b","","checklist-flat","not-started","First Fix Checklist","checklist-flat","FALSE","FALSE","Site QA","First Fix","Warehouse A","Area-2","High level lighting"
"04304f2f-71cb-4592-b100-4f9094edbe75","","checklist-flat","not-started","First Fix Checklist","checklist-flat","FALSE","FALSE","Site QA","First Fix","Warehouse A","Area-2","Low level lighting"
"dfee43e4-b715-43a7-822c-f3804060b9a7","","checklist-flat","not-started","First Fix Checklist","checklist-flat","FALSE","FALSE","Site QA","First Fix","Warehouse A","Area-2","Switchboards"
"0cc71d0a-a81f-4d4a-a6bd-6c96dcd61171","","checklist-flat","not-started","First Fix Checklist","checklist-flat","FALSE","FALSE","Site QA","First Fix","Warehouse A","Area-2","Submains"
