"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"c2ecaf34-60a8-4475-bbc4-e8c64c6cddf9","","","","folder","TRUE","FALSE","Site QA"
"2cd5fa97-3638-4955-946b-a41873fb51a4","","","Toolbox Meeting","checklist","FALSE","FALSE","Site QA","Toolbox Meeting"
"90501d03-3c01-49f1-97b5-19cb1966fd35","","","Pre-Start Meeting","checklist","FALSE","FALSE","Site QA","Pre-Start Meeting"
"bc7d57be-cb12-4891-9983-e2b2657f7a1f","","","","folder","TRUE","FALSE","Site QA","In Slabs"
"1049e37e-02d0-45b1-97a7-ac8f0b95d3cb","","","ITR No.06 In Slab Conduits","checklist","FALSE","FALSE","Site QA","In Slabs","Ground"
"f1dc4af6-a09a-4af6-8c39-d3e8c865252c","","","ITR No.06 In Slab Conduits","checklist","FALSE","FALSE","Site QA","In Slabs","L1"
"d7798562-e320-4bc5-92a2-f15375e7756e","","","ITR No.06 In Slab Conduits","checklist","FALSE","FALSE","Site QA","In Slabs","L2"
"48e169d8-4b60-49d9-86ee-1de13c6e5a9d","","","ITR No.06 In Slab Conduits","checklist","FALSE","FALSE","Site QA","In Slabs","L3"
"982a7f97-bb81-4454-91c1-f8ad8f4deb5f","","","ITR No.06 In Slab Conduits","checklist","FALSE","FALSE","Site QA","In Slabs","L4"
"429359c0-6553-4c35-bb16-d40644b2095e","","","ITR No.06 In Slab Conduits","checklist","FALSE","FALSE","Site QA","In Slabs","L5"
"99c80fc0-c27c-46bc-91f2-59cf28ef4a7c","","","ITR No.06 In Slab Conduits","checklist","FALSE","FALSE","Site QA","In Slabs","L6"
"59ecd42c-68a7-4ae9-985f-0f8b26a7a022","","","ITR No.06 In Slab Conduits","checklist","FALSE","FALSE","Site QA","In Slabs","L7"
"01701a16-c65f-46f4-b456-5f10c86213f1","","","ITR No.06 In Slab Conduits","checklist","FALSE","FALSE","Site QA","In Slabs","L8"
"deab6131-8ae3-4fe5-bb9f-75c1d52541f9","","","ITR No.06 In Slab Conduits","checklist","FALSE","FALSE","Site QA","In Slabs","L9"
"14d00339-047b-4c29-ad44-3aeb1db6da51","","","ITR No.06 In Slab Conduits","checklist","FALSE","FALSE","Site QA","In Slabs","L10"
"fceb259d-3d45-461b-852a-e9f2f4b2a844","","","ITR No.06 In Slab Conduits","checklist","FALSE","FALSE","Site QA","In Slabs","L11"
"2f3bfabf-c81e-4eb8-a294-4a642c427325","","","ITR No.06 In Slab Conduits","checklist","FALSE","FALSE","Site QA","In Slabs","L12"
"10f0ba3b-36b5-470a-8595-aa8fb35db9b2","","","ITR No.06 In Slab Conduits","checklist","FALSE","FALSE","Site QA","In Slabs","L13"
"fcd651da-bd7c-4346-b944-6be789d4fd04","","","ITR No.06 In Slab Conduits","checklist","FALSE","FALSE","Site QA","In Slabs","L14"
"0761699c-1df8-4235-a1b0-35ffa1123299","","","ITR No.06 In Slab Conduits","checklist","FALSE","FALSE","Site QA","In Slabs","L15"
"c4186bb2-4d98-4556-929d-d7c6d43508f2","","","ITR No.06 In Slab Conduits","checklist","FALSE","FALSE","Site QA","In Slabs","L16"
"2e76cde3-a9b3-44e4-b4c7-f37e03e80b02","","","ITR No.06 In Slab Conduits","checklist","FALSE","FALSE","Site QA","In Slabs","L17"
"e079caed-d6f8-4f86-9f26-5ec9aabf23d9","","","ITR No.06 In Slab Conduits","checklist","FALSE","FALSE","Site QA","In Slabs","L18"
"1553f93c-ff3c-4fe7-90be-de47ab53c12f","","","ITR No.06 In Slab Conduits","checklist","FALSE","FALSE","Site QA","In Slabs","L19"
"0b934405-4e1e-4e48-83da-22c977b51136","","","ITR No.06 In Slab Conduits","checklist","FALSE","FALSE","Site QA","In Slabs","L20"
"c8c0af7b-093e-482e-93b0-aa301d107e1b","","","ITR No.06 In Slab Conduits","checklist","FALSE","FALSE","Site QA","In Slabs","L21"
"87e3c115-faa0-471b-8225-dd978cda725c","","","ITR No.06 In Slab Conduits","checklist","FALSE","FALSE","Site QA","In Slabs","L22"
"0dedf84a-0824-4cd5-8e46-5d89340f2e10","","","ITR No.06 In Slab Conduits","checklist","FALSE","FALSE","Site QA","In Slabs","L23"
"05b16a72-06e5-49ba-af78-deed189c40ce","","","ITR No.06 In Slab Conduits","checklist","FALSE","FALSE","Site QA","In Slabs","L24"
"7de36758-4757-460e-8bb5-16a9615f5b16","","","","folder","TRUE","FALSE","Site QA","Temp boards"
"19657597-ca5e-4d3a-b761-11038297398a","","","","folder","TRUE","FALSE","Site QA","Temp boards","Basement"
"3254d660-4dd0-4ded-9431-83f2f29e4043","","","ITR No.01 Installation of Temporary Power Board","checklist","FALSE","FALSE","Site QA","Temp boards","Basement","ITR No.01 Installation of Temporary Power Board"
"fb16b0bf-37c7-4896-8d7c-b0e185078c36","","","ITR No.29 Decommission Temporary Power Board","checklist","FALSE","FALSE","Site QA","Temp boards","Basement","ITR No.29 Decommission Temporary Power Board"
"2fc40052-2ee1-4ff7-ab56-980ac4838984","","","","folder","TRUE","FALSE","Site QA","Temp boards","Ground"
"e369e00c-9f9f-4a2e-9546-fabb51a1c7f3","","","ITR No.01 Installation of Temporary Power Board","checklist","FALSE","FALSE","Site QA","Temp boards","Ground","ITR No.01 Installation of Temporary Power Board"
"a142389b-9caf-40d5-9df5-576e3a8743a3","","","ITR No.29 Decommission Temporary Power Board","checklist","FALSE","FALSE","Site QA","Temp boards","Ground","ITR No.29 Decommission Temporary Power Board"
"95b8d4fa-1885-4db5-8168-ad698ba9fc7a","","","","folder","TRUE","FALSE","Site QA","Temp boards","L1"
"6c1f0dee-8e10-454e-9b17-2c386ab9c58b","","","ITR No.01 Installation of Temporary Power Board","checklist","FALSE","FALSE","Site QA","Temp boards","L1","ITR No.01 Installation of Temporary Power Board"
