resource,resource,resource,resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,,,,step,,,Site QA,,,,,,,,
Toolbox Meeting,,,,checklist,,,,Toolbox Meeting,,,,,,,
Pre-Start Meeting,,,,checklist,,,,Pre-Start Meeting,,,,,,,
,,,,step,,,,In Slabs,,,,,,,
ITR No.06 In Slab Conduits,,,,checklist,,,,,Ground,,,,,,
ITR No.06 In Slab Conduits,,,,checklist,,,,,L1,,,,,,
ITR No.06 In Slab Conduits,,,,checklist,,,,,L2,,,,,,
ITR No.06 In Slab Conduits,,,,checklist,,,,,L3,,,,,,
ITR No.06 In Slab Conduits,,,,checklist,,,,,L4,,,,,,
ITR No.06 In Slab Conduits,,,,checklist,,,,,L5,,,,,,
ITR No.06 In Slab Conduits,,,,checklist,,,,,L6,,,,,,
ITR No.06 In Slab Conduits,,,,checklist,,,,,L7,,,,,,
ITR No.06 In Slab Conduits,,,,checklist,,,,,L8,,,,,,
ITR No.06 In Slab Conduits,,,,checklist,,,,,L9,,,,,,
ITR No.06 In Slab Conduits,,,,checklist,,,,,L10,,,,,,
ITR No.06 In Slab Conduits,,,,checklist,,,,,L11,,,,,,
ITR No.06 In Slab Conduits,,,,checklist,,,,,L12,,,,,,
ITR No.06 In Slab Conduits,,,,checklist,,,,,L13,,,,,,
ITR No.06 In Slab Conduits,,,,checklist,,,,,L14,,,,,,
ITR No.06 In Slab Conduits,,,,checklist,,,,,L15,,,,,,
ITR No.06 In Slab Conduits,,,,checklist,,,,,L16,,,,,,
ITR No.06 In Slab Conduits,,,,checklist,,,,,L17,,,,,,
ITR No.06 In Slab Conduits,,,,checklist,,,,,L18,,,,,,
ITR No.06 In Slab Conduits,,,,checklist,,,,,L19,,,,,,
ITR No.06 In Slab Conduits,,,,checklist,,,,,L20,,,,,,
ITR No.06 In Slab Conduits,,,,checklist,,,,,L21,,,,,,
ITR No.06 In Slab Conduits,,,,checklist,,,,,L22,,,,,,
ITR No.06 In Slab Conduits,,,,checklist,,,,,L23,,,,,,
ITR No.06 In Slab Conduits,,,,checklist,,,,,L24,,,,,,
,,,,step,,,,Temp boards,,,,,,,
ITR No.01 Installation of Temporary Power Board,ITR No.29 Decommission Temporary Power Board,,,folder-with-checklists,,,,,Basement,,,,,,
ITR No.01 Installation of Temporary Power Board,ITR No.29 Decommission Temporary Power Board,,,folder-with-checklists,,,,,Ground,,,,,,
ITR No.01 Installation of Temporary Power Board,ITR No.29 Decommission Temporary Power Board,,,folder-with-checklists,,,,,L1,,,,,,
ITR No.01 Installation of Temporary Power Board,ITR No.29 Decommission Temporary Power Board,,,folder-with-checklists,,,,,L2,,,,,,
ITR No.01 Installation of Temporary Power Board,ITR No.29 Decommission Temporary Power Board,,,folder-with-checklists,,,,,L3,,,,,,
ITR No.01 Installation of Temporary Power Board,ITR No.29 Decommission Temporary Power Board,,,folder-with-checklists,,,,,L4,,,,,,
ITR No.01 Installation of Temporary Power Board,ITR No.29 Decommission Temporary Power Board,,,folder-with-checklists,,,,,L5,,,,,,
ITR No.01 Installation of Temporary Power Board,ITR No.29 Decommission Temporary Power Board,,,folder-with-checklists,,,,,L6,,,,,,
ITR No.01 Installation of Temporary Power Board,ITR No.29 Decommission Temporary Power Board,,,folder-with-checklists,,,,,L7,,,,,,
ITR No.01 Installation of Temporary Power Board,ITR No.29 Decommission Temporary Power Board,,,folder-with-checklists,,,,,L8,,,,,,
ITR No.01 Installation of Temporary Power Board,ITR No.29 Decommission Temporary Power Board,,,folder-with-checklists,,,,,L9,,,,,,
ITR No.01 Installation of Temporary Power Board,ITR No.29 Decommission Temporary Power Board,,,folder-with-checklists,,,,,L10,,,,,,
ITR No.01 Installation of Temporary Power Board,ITR No.29 Decommission Temporary Power Board,,,folder-with-checklists,,,,,L11,,,,,,
ITR No.01 Installation of Temporary Power Board,ITR No.29 Decommission Temporary Power Board,,,folder-with-checklists,,,,,L12,,,,,,
ITR No.01 Installation of Temporary Power Board,ITR No.29 Decommission Temporary Power Board,,,folder-with-checklists,,,,,L13,,,,,,
ITR No.01 Installation of Temporary Power Board,ITR No.29 Decommission Temporary Power Board,,,folder-with-checklists,,,,,L14,,,,,,
ITR No.01 Installation of Temporary Power Board,ITR No.29 Decommission Temporary Power Board,,,folder-with-checklists,,,,,L15,,,,,,
ITR No.01 Installation of Temporary Power Board,ITR No.29 Decommission Temporary Power Board,,,folder-with-checklists,,,,,L16,,,,,,
ITR No.01 Installation of Temporary Power Board,ITR No.29 Decommission Temporary Power Board,,,folder-with-checklists,,,,,L17,,,,,,
ITR No.01 Installation of Temporary Power Board,ITR No.29 Decommission Temporary Power Board,,,folder-with-checklists,,,,,L18,,,,,,
ITR No.01 Installation of Temporary Power Board,ITR No.29 Decommission Temporary Power Board,,,folder-with-checklists,,,,,L19,,,,,,
ITR No.01 Installation of Temporary Power Board,ITR No.29 Decommission Temporary Power Board,,,folder-with-checklists,,,,,L20,,,,,,
ITR No.01 Installation of Temporary Power Board,ITR No.29 Decommission Temporary Power Board,,,folder-with-checklists,,,,,L21,,,,,,
ITR No.01 Installation of Temporary Power Board,ITR No.29 Decommission Temporary Power Board,,,folder-with-checklists,,,,,L22,,,,,,
ITR No.01 Installation of Temporary Power Board,ITR No.29 Decommission Temporary Power Board,,,folder-with-checklists,,,,,L23,,,,,,
ITR No.01 Installation of Temporary Power Board,ITR No.29 Decommission Temporary Power Board,,,folder-with-checklists,,,,,L24,,,,,,
,,,,step,,,,Temp lighting,,,,,,,
"ITP No.02 Construction Wiring, Installation, Test and Tag & Removal",,,,checklist,,,,,Basement,,,,,,
"ITP No.02 Construction Wiring, Installation, Test and Tag & Removal",,,,checklist,,,,,Ground,,,,,,
"ITP No.02 Construction Wiring, Installation, Test and Tag & Removal",,,,checklist,,,,,L1,,,,,,
"ITP No.02 Construction Wiring, Installation, Test and Tag & Removal",,,,checklist,,,,,L2,,,,,,
"ITP No.02 Construction Wiring, Installation, Test and Tag & Removal",,,,checklist,,,,,L3,,,,,,
"ITP No.02 Construction Wiring, Installation, Test and Tag & Removal",,,,checklist,,,,,L4,,,,,,
"ITP No.02 Construction Wiring, Installation, Test and Tag & Removal",,,,checklist,,,,,L5,,,,,,
"ITP No.02 Construction Wiring, Installation, Test and Tag & Removal",,,,checklist,,,,,L6,,,,,,
"ITP No.02 Construction Wiring, Installation, Test and Tag & Removal",,,,checklist,,,,,L7,,,,,,
"ITP No.02 Construction Wiring, Installation, Test and Tag & Removal",,,,checklist,,,,,L8,,,,,,
"ITP No.02 Construction Wiring, Installation, Test and Tag & Removal",,,,checklist,,,,,L9,,,,,,
"ITP No.02 Construction Wiring, Installation, Test and Tag & Removal",,,,checklist,,,,,L10,,,,,,
"ITP No.02 Construction Wiring, Installation, Test and Tag & Removal",,,,checklist,,,,,L11,,,,,,
"ITP No.02 Construction Wiring, Installation, Test and Tag & Removal",,,,checklist,,,,,L12,,,,,,
"ITP No.02 Construction Wiring, Installation, Test and Tag & Removal",,,,checklist,,,,,L13,,,,,,
"ITP No.02 Construction Wiring, Installation, Test and Tag & Removal",,,,checklist,,,,,L14,,,,,,
"ITP No.02 Construction Wiring, Installation, Test and Tag & Removal",,,,checklist,,,,,L15,,,,,,
"ITP No.02 Construction Wiring, Installation, Test and Tag & Removal",,,,checklist,,,,,L16,,,,,,
"ITP No.02 Construction Wiring, Installation, Test and Tag & Removal",,,,checklist,,,,,L17,,,,,,
"ITP No.02 Construction Wiring, Installation, Test and Tag & Removal",,,,checklist,,,,,L18,,,,,,
"ITP No.02 Construction Wiring, Installation, Test and Tag & Removal",,,,checklist,,,,,L19,,,,,,
