resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,step,,,Site QA,,,,,,,,
Pre-Inspection Checklist,checklist,,,,Initial Inspection,,,,,,,
,step,,,,Tower A,,,,,,,
Enviro 700X + 250NS,checklist,,,,,1-1. 1st Floor - Facade Subsill,,,,,,
Enviro 700X + 250NS,checklist,,,,,1-2. 2nd Floor - Facade Subsill,,,,,,
Enviro 700X + 250NS,checklist,,,,,1-3. 3rd Floor - Facade Subsill,,,,,,
Enviro 700X + 250NS,checklist,,,,,1-4. 4th Floor - Facade Subsill,,,,,,
Enviro 700X + 250NS,checklist,,,,,2. 5th Floor - External Ledge [94 lm x 1.5 m coverage per lm],,,,,,
Enviro HP1200+800TC,checklist,,,,,3. Roof Plant,,,,,,
Enviro HP1200+800TC,checklist,,,,,4. LMR Roof,,,,,,
Enviro 700X,checklist,,,,,5. Basement 1 - Fire Pump Room,,,,,,
Enviro 700X,checklist,,,,,6. 4th Upper Floor - Plant Room,,,,,,
Enviro 700X,checklist,,,,,7. 4th Upper Floor - 4th Upper Floor - To Underneath of Pool and Deck,,,,,,
Enviro 700X,checklist,,,,,8. 34th Floor - AHU Room,,,,,,
Enviro 700X,checklist,,,,,9. 53rd Floor - Plant Room & Relief Air Fan Room,,,,,,
Enviro HP1200,checklist,,,,,10. 53rd Floor - Domestic Water Tank Floor & Wall,,,,,,
Enviro HP1200,checklist,,,,,11. 53rd Floor - Damper Tank Floor & Wall,,,,,,
,step,,,,Tower B,,,,,,,
Enviro 700X + 250NS,checklist,,,,,12. 4th Floor - Facade Subsill,,,,,,
Enviro 700X + 250NS,checklist,,,,,13. 4th Floor - External Ledge [168 lm x 1.1 m coverage per lm],,,,,,
Enviro HP1200+800TC,checklist,,,,,14. Roof Plant,,,,,,
Enviro HP1200+800TC,checklist,,,,,15. LMR Roof,,,,,,
Enviro 700X,checklist,,,,,16. Basement 1 - Fire Pump Room,,,,,,
Enviro 700X,checklist,,,,,17. 3rd Floor - Plant Room  & Cooling Tower,,,,,,
Enviro 700X,checklist,,,,,18. 3rd Mezzanine Floor - Pool Plant ,,,,,,
Enviro 700X,checklist,,,,,19. 4th Floor - To Underneath of Pool,,,,,,
Enviro 700X,checklist,,,,,20. 25th Floor - Plant Room,,,,,,
Enviro HP1200,checklist,,,,,21. 25th Floor - Domestic Water Tank Floor & Wall,,,,,,
Enviro HP1200,checklist,,,,,22. 25th Floor - Planter Base + 800mm H walls,,,,,,
Enviro 700X,checklist,,,,,23. 25th Floor - structural slab below Domestic Water Tank,,,,,,
