resource,resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,,step,,,Block A,,,,,,,,
Bathroom Checklist,Kitchen Splashback,folder-with-checklists,,,,Unit A01,,,,,,,
Bathroom Checklist,Kitchen Splashback,folder-with-checklists,,,,Unit A02,,,,,,,
Bathroom Checklist,Kitchen Splashback,folder-with-checklists,,,,Unit A03,,,,,,,
Bathroom Checklist,Kitchen Splashback,folder-with-checklists,,,,Unit A04,,,,,,,
,,step,,,Block B,,,,,,,,
Bathroom Checklist,Kitchen Splashback,folder-with-checklists,,,,Unit B01,,,,,,,
Bathroom Checklist,Kitchen Splashback,folder-with-checklists,,,,Unit B02,,,,,,,
Bathroom Checklist,Kitchen Splashback,folder-with-checklists,,,,Unit B03,,,,,,,
Bathroom Checklist,Kitchen Splashback,folder-with-checklists,,,,Unit B04,,,,,,,
Bathroom Checklist,Kitchen Splashback,folder-with-checklists,,,,Unit B05,,,,,,,
Bathroom Checklist,Kitchen Splashback,folder-with-checklists,,,,Unit B06,,,,,,,
Bathroom Checklist,Kitchen Splashback,folder-with-checklists,,,,Unit B07,,,,,,,
Bathroom Checklist,Kitchen Splashback,folder-with-checklists,,,,Unit B08,,,,,,,
Bathroom Checklist,Kitchen Splashback,folder-with-checklists,,,,Unit B09,,,,,,,
Bathroom Checklist,Kitchen Splashback,folder-with-checklists,,,,Unit B10,,,,,,,
Bathroom Checklist,Kitchen Splashback,folder-with-checklists,,,,Unit B11,,,,,,,
Bathroom Checklist,Kitchen Splashback,folder-with-checklists,,,,Unit B12,,,,,,,
