Step Id,Warnings,Rich Type,State,resource,type,addStep,addPost,Tier 1,Tier 2,Tier 3,Tier 4,Tier 5,,,
fb2ca4c6-972e-5331-9cf5-9e242cd096d6,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Structure,Basement 1,Pour 1,Columns,After Column Pour,"Confirm final stress has occurred after concrete has reached 20MPa, and attach Stressing Records",
812f6504-fa52-5068-b6a9-4f097cac73df,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Structure,Basement 1,Pour 2,Columns,After Column Pour,"Confirm final stress has occurred after concrete has reached 20MPa, and attach Stressing Records",
61589416-d0a7-50c4-b4e7-8dd08378de00,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Structure,Basement 1,Pour 3,Columns,After Column Pour,"Confirm final stress has occurred after concrete has reached 20MPa, and attach Stressing Records",
d571997a-dffd-5270-a1c4-b9b59835d15f,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Structure,Basement 1,Pour 4,Columns,After Column Pour,"Confirm final stress has occurred after concrete has reached 20MPa, and attach Stressing Records",
183dccd4-024c-5589-9cb6-67007bd3a5bb,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Structure,Basement 1,Pour 5,Columns,After Column Pour,"Confirm final stress has occurred after concrete has reached 20MPa, and attach Stressing Records",
c6e22279-9371-50c5-a16c-dc2037d19a2a,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Structure,Basement 1,Pour 6,Columns,After Column Pour,"Confirm final stress has occurred after concrete has reached 20MPa, and attach Stressing Records",
9f22d5d7-03fa-5eac-98b9-00d3590f9cd0,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Structure,Ground,Pour 1,Columns,After Column Pour,"Confirm final stress has occurred after concrete has reached 20MPa, and attach Stressing Records",
1008d9f0-ad45-5fe0-b13f-6a24aa84e1b4,,checkpoint-status,not-applicable,,,TRUE,TRUE,Site QA,Structure,Ground,Pour 2,Columns,After Column Pour,"Confirm final stress has occurred after concrete has reached 20MPa, and attach Stressing Records",
47e98c82-bc89-5873-8952-6e77ebf622fe,,checkpoint-status,not-applicable,,,TRUE,TRUE,Site QA,Structure,Ground,Pour 3,Columns,After Column Pour,"Confirm final stress has occurred after concrete has reached 20MPa, and attach Stressing Records",
a8dee658-0538-593d-984b-c7d4447798a2,,checkpoint-status,not-applicable,,,TRUE,TRUE,Site QA,Structure,Ground,Pour 4,Columns,After Column Pour,"Confirm final stress has occurred after concrete has reached 20MPa, and attach Stressing Records",
bd3b78cd-cc65-536d-86ee-8a63422797b2,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Structure,Ground,Pour 5,Columns,After Column Pour,"Confirm final stress has occurred after concrete has reached 20MPa, and attach Stressing Records",
a54316f3-a376-5f8b-97ba-18fe569b764c,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Structure,Ground,Pour 6,Columns,After Column Pour,"Confirm final stress has occurred after concrete has reached 20MPa, and attach Stressing Records",
044f84ee-e9d9-5713-a2dc-a03442d9e120,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Structure,Level 1,Pour 1,Columns,After Column Pour,"Confirm final stress has occurred after concrete has reached 20MPa, and attach Stressing Records",
42f75ae8-b522-592a-bbb6-1ac3791f5798,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Structure,Level 1,Pour 2,Columns,After Column Pour,"Confirm final stress has occurred after concrete has reached 20MPa, and attach Stressing Records",
9bf0d9d5-a3bc-58f5-902d-77936b50ab6f,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Structure,Level 1,Pour 3,Columns,After Column Pour,"Confirm final stress has occurred after concrete has reached 20MPa, and attach Stressing Records",
468731ce-2785-54cf-bcb5-db6f776d8ca5,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Structure,Level 1,Pour 4,Columns,After Column Pour,"Confirm final stress has occurred after concrete has reached 20MPa, and attach Stressing Records",
b6becf57-d24b-5a81-be78-35f04a4f1c20,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Structure,Level 1,Pour 5,Columns,After Column Pour,"Confirm final stress has occurred after concrete has reached 20MPa, and attach Stressing Records",
38dd5e2b-d598-596b-89f8-503518dd629c,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Structure,Level 1,Pour 6,Columns,After Column Pour,"Confirm final stress has occurred after concrete has reached 20MPa, and attach Stressing Records",
