Step Id,Warnings,Rich Type,State,resource,type,addStep,addPost,Tier 1,Tier 2,Tier 3,Tier 4,Tier 5,,
5f16679c-e50a-58a1-bf57-41cece222206,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Building A,Basement,CPEF-BZ1-01,Rough-In,Install BC Boxed,
f7cbafe1-79c2-50e5-94e7-2a5a6e8d1b04,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Building A,Basement,CPSF-BZ1-01,Rough-In,Install BC Boxed,
a9cd63d4-3082-5305-b718-e36a53fe0221,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Building A,Basement,OAF-B-Z1-01,Rough-In,Install BC Boxed,
1fe3be3d-6e51-507a-8210-43fed4dccdd4,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Building A,Basement,PRE/SF-B-Z1-01,Rough-In,Install BC Boxed,
02ec3604-6a94-5ce2-8555-6a23ee5319e6,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Building A,Basement,CPSF-LG-Z1-01,Rough-In,Install BC Boxed,
8a7b7a72-d7a5-5718-a130-614a4abd18fd,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Building A,Basement,OAF-B-Z1-01,Rough-In,Install BC Boxed,
25906715-49ea-56ca-ab3c-243f9c900297,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Building A,Basement,OAF-B-Z1-02,Rough-In,Install BC Boxed,
9b6cbee3-6650-5ffd-9afe-4af0122eae37,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Building A,Basement,GEF-B-Z2-01,Rough-In,Install BC Boxed,
b70ee9e4-3a1b-56ad-b24b-ff7746e31fbd,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Building A,Basement,OAF-B-Z2-01,Rough-In,Install BC Boxed,
553a4a2f-81e0-550e-9479-51e6b2372d26,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Building A,Basement,CPSF-B-Z2-01,Rough-In,Install BC Boxed,
b5dcbbca-a73a-5349-8318-0a666905d1d4,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Building A,Basement,LDF-LG-Z2-01,Rough-In,Install BC Boxed,
ff2bc2c2-5c5b-5aa5-9fb4-cb7ee1156fdd,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Building A,Basement,OAF-LG-Z2-01,Rough-In,Install BC Boxed,
0fab3f6c-dec3-561c-949c-880c70c7fa1a,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Building A,Basement,OAF-LG-Z2-01,Rough-In,Install BC Boxed,
