Step Id,Warnings,Rich Type,State,resource,type,addStep,addPost,Tier 1,Tier 2,Tier 3,Tier 4,,,
a35fe103-6005-4a80-9fb1-bd77a0cab2b7,,checklist-flat,pass,Add Daily Fencing Checks,checklist-flat,FALSE,FALSE,Project QA,Site Establishment,Site Establishment ,Daily Fencing Checks,2021 Daily Fencing Checks,August,Daily Fencing Checks 10.08.2021
56170e7e-6aad-420e-9917-17492a37bd5c,,checklist-flat,pass,Add Daily Fencing Checks,checklist-flat,FALSE,FALSE,Project QA,Site Establishment,Site Establishment ,Daily Fencing Checks,2021 Daily Fencing Checks,August,Daily Fencing Checks 12.08.2021
1710b677-a9e7-47ac-9ec5-5919cb0d2ede,,checklist-flat,pass,Add Daily Fencing Checks,checklist-flat,FALSE,FALSE,Project QA,Site Establishment,Site Establishment ,Daily Fencing Checks,2021 Daily Fencing Checks,August,Daily Fencing Checks 13.08.2021
649362e2-a770-47d6-b059-72f6bf36b23a,,checklist-flat,pass,Add Daily Fencing Checks,checklist-flat,FALSE,FALSE,Project QA,Site Establishment,Site Establishment ,Daily Fencing Checks,2021 Daily Fencing Checks,August,Daily Fencing Checks 14.08.2021
6149860b-2d79-4efa-88a4-62c721e1efb2,,checklist-flat,pass,Add Daily Fencing Checks,checklist-flat,FALSE,FALSE,Project QA,Site Establishment,Site Establishment ,Daily Fencing Checks,2021 Daily Fencing Checks,August,Daily Fencing Checks 11.08.2021
7033df01-dba0-4fa5-bb3d-f7c9afebc1a5,,folder-normal,pass,,step,TRUE,FALSE,Project QA,Site Establishment,Site Establishment ,Daily Fencing Checks,2021 Daily Fencing Checks,September,
41ba9d47-2cd7-49ce-8263-0bf9cab8bb42,,checklist-flat,pass,Add Daily Fencing Checks,checklist-flat,FALSE,FALSE,Project QA,Site Establishment,Site Establishment ,Daily Fencing Checks,2021 Daily Fencing Checks,September,Daily Fencing Checks
6bf2caaa-142a-498e-a48d-8a0261c1a4b7,,folder-normal,pass,,step,TRUE,FALSE,Project QA,Site Establishment,Site Establishment ,Daily Fencing Checks,2021 Daily Fencing Checks,October,
8521115f-dde5-49c5-b0da-166d06cb77b6,,checklist-flat,pass,Add Daily Fencing Checks,checklist-flat,FALSE,FALSE,Project QA,Site Establishment,Site Establishment ,Daily Fencing Checks,2021 Daily Fencing Checks,October,Daily Fencing Checks 04.10.2021
76b4ce04-0f59-4676-9214-7400e83292a2,,checklist-flat,pass,Add Daily Fencing Checks,checklist-flat,FALSE,FALSE,Project QA,Site Establishment,Site Establishment ,Daily Fencing Checks,2021 Daily Fencing Checks,October,Daily Fencing Checks 05.10.2021
5d9b99d8-95ed-4677-9e0c-ad854c2e5513,,checklist-flat,pass,Add Daily Fencing Checks,checklist-flat,FALSE,FALSE,Project QA,Site Establishment,Site Establishment ,Daily Fencing Checks,2021 Daily Fencing Checks,October,Daily Fencing Checks 06.10.2021
8ba60e57-d0f1-44bf-8af1-f3c9a47039ac,,checklist-flat,pass,Add Daily Fencing Checks,checklist-flat,FALSE,FALSE,Project QA,Site Establishment,Site Establishment ,Daily Fencing Checks,2021 Daily Fencing Checks,October,Daily Fencing Checks 07.10.2021
d0a4d07c-62d9-4f5f-a18d-2817ef059b8f,,checklist-flat,pass,Add Daily Fencing Checks,checklist-flat,FALSE,FALSE,Project QA,Site Establishment,Site Establishment ,Daily Fencing Checks,2021 Daily Fencing Checks,October,Daily Fencing Checks 08.10.2021
03f1c3ad-1e78-4d5c-aa23-6b3bcd48c51d,,checklist-flat,pass,Add Daily Fencing Checks,checklist-flat,FALSE,FALSE,Project QA,Site Establishment,Site Establishment ,Daily Fencing Checks,2021 Daily Fencing Checks,October,Daily Fencing Checks 09.10.2021
09700813-b376-4ef6-b0e4-e832797757f4,,folder-normal,work-in-progress,,step,TRUE,FALSE,Project QA,Site Establishment,Site Establishment ,Daily Fencing Checks,2021 Daily Fencing Checks,November,
cbf7f5c1-2d30-4e40-8f97-e73fd7693649,,checklist-flat,pass,Add Daily Fencing Checks,checklist-flat,FALSE,FALSE,Project QA,Site Establishment,Site Establishment ,Daily Fencing Checks,2021 Daily Fencing Checks,November,Daily Fencing Checks  01.11.2021
1d6f3bfa-5204-4131-8c9a-c15a74871a7c,,checklist-flat,pass,Add Daily Fencing Checks,checklist-flat,FALSE,FALSE,Project QA,Site Establishment,Site Establishment ,Daily Fencing Checks,2021 Daily Fencing Checks,November,Daily Fencing Checks 02.11.2021
47cef49c-d79c-402b-9d9b-dcd0e84890ee,,checklist-flat,pass,Add Daily Fencing Checks,checklist-flat,FALSE,FALSE,Project QA,Site Establishment,Site Establishment ,Daily Fencing Checks,2021 Daily Fencing Checks,November,Daily Fencing Checks 03.11.2021
d90db379-a98e-43b0-b717-85adfb34181d,,checklist-flat,pass,Add Daily Fencing Checks,checklist-flat,FALSE,FALSE,Project QA,Site Establishment,Site Establishment ,Daily Fencing Checks,2021 Daily Fencing Checks,November,Daily Fencing Checks 04.11.2021
be0f2080-2bb6-4069-bbe8-42c0240c8fc2,,checklist-flat,pass,Add Daily Fencing Checks,checklist-flat,FALSE,FALSE,Project QA,Site Establishment,Site Establishment ,Daily Fencing Checks,2021 Daily Fencing Checks,November,Daily Fencing Checks 05.11.2021
25711082-86dc-4b13-8174-e1f8b07dfba1,,checklist-flat,pass,Add Daily Fencing Checks,checklist-flat,FALSE,FALSE,Project QA,Site Establishment,Site Establishment ,Daily Fencing Checks,2021 Daily Fencing Checks,November,Daily Fencing Checks 06.11.2021
c88051e2-ec83-4282-b01d-540d2296fe81,,checklist-flat,pass,Add Daily Fencing Checks,checklist-flat,FALSE,FALSE,Project QA,Site Establishment,Site Establishment ,Daily Fencing Checks,2021 Daily Fencing Checks,November,Daily Fencing Checks 08.11.2021
68db2935-929e-4490-815d-4c55bd4a0acc,,checklist-flat,pass,Add Daily Fencing Checks,checklist-flat,FALSE,FALSE,Project QA,Site Establishment,Site Establishment ,Daily Fencing Checks,2021 Daily Fencing Checks,November,Daily Fencing Checks 09.11.2021
41b30b97-8ce5-4f0d-a762-9a0c42561d15,,checklist-flat,pass,Add Daily Fencing Checks,checklist-flat,FALSE,FALSE,Project QA,Site Establishment,Site Establishment ,Daily Fencing Checks,2021 Daily Fencing Checks,November,Daily Fencing Checks 10.11.2021
f224dda6-ae02-44c7-b6e2-e95cb7de8d24,,checklist-flat,pass,Add Daily Fencing Checks,checklist-flat,FALSE,FALSE,Project QA,Site Establishment,Site Establishment ,Daily Fencing Checks,2021 Daily Fencing Checks,November,Daily Fencing Checks 12.11.2021
891b3954-d4bf-43b2-ae64-4f91634cdaa6,,checklist-flat,pass,Add Daily Fencing Checks,checklist-flat,FALSE,FALSE,Project QA,Site Establishment,Site Establishment ,Daily Fencing Checks,2021 Daily Fencing Checks,November,Daily Fencing Checks 13.11.2021
6175698a-a2fa-4792-b4da-a5062a3d6884,,checklist-flat,pass,Add Daily Fencing Checks,checklist-flat,FALSE,FALSE,Project QA,Site Establishment,Site Establishment ,Daily Fencing Checks,2021 Daily Fencing Checks,November,Daily Fencing Checks 11.11.2021
e5a4df5b-d508-4b8f-b319-d95e07f52c69,,checklist-flat,pass,Add Daily Fencing Checks,checklist-flat,FALSE,FALSE,Project QA,Site Establishment,Site Establishment ,Daily Fencing Checks,2021 Daily Fencing Checks,November,Daily Fencing Checks 15.11.2021
227bc292-7185-403f-b341-64b4920aa848,,checklist-flat,pass,Add Daily Fencing Checks,checklist-flat,FALSE,FALSE,Project QA,Site Establishment,Site Establishment ,Daily Fencing Checks,2021 Daily Fencing Checks,November,Daily Fencing Checks 16.11.2021
011d3822-2c66-45b7-9fb1-6852d4fc6859,,checklist-flat,pass,Add Daily Fencing Checks,checklist-flat,FALSE,FALSE,Project QA,Site Establishment,Site Establishment ,Daily Fencing Checks,2021 Daily Fencing Checks,November,Daily Fencing Checks 17.11.2021
b6f650df-c39c-4f5b-9bd5-004db8de1987,,checklist-flat,pass,Add Daily Fencing Checks,checklist-flat,FALSE,FALSE,Project QA,Site Establishment,Site Establishment ,Daily Fencing Checks,2021 Daily Fencing Checks,November,Daily Fencing Checks 18.11.2021
af343067-319f-45c4-bb82-4d6fe4d1af4a,,checklist-flat,pass,Add Daily Fencing Checks,checklist-flat,FALSE,FALSE,Project QA,Site Establishment,Site Establishment ,Daily Fencing Checks,2021 Daily Fencing Checks,November,Daily Fencing Checks 19.11.2021
3d7d5d74-8c7b-4285-91e5-0627b7ed46de,,checklist-flat,pass,Add Daily Fencing Checks,checklist-flat,FALSE,FALSE,Project QA,Site Establishment,Site Establishment ,Daily Fencing Checks,2021 Daily Fencing Checks,November,Daily Fencing Checks 20.11.2021
84b64ba4-a552-4129-9311-33e6fac3a8c0,,checklist-flat,pass,Add Daily Fencing Checks,checklist-flat,FALSE,FALSE,Project QA,Site Establishment,Site Establishment ,Daily Fencing Checks,2021 Daily Fencing Checks,November,Daily Fencing Checks 22.11.2021
43ebad87-efe7-4466-ade8-df58b969ea9a,,checklist-flat,pass,Add Daily Fencing Checks,checklist-flat,FALSE,FALSE,Project QA,Site Establishment,Site Establishment ,Daily Fencing Checks,2021 Daily Fencing Checks,November,Daily Fencing Checks 23.11.2021
978c6a95-90a8-4405-88bc-d46a78b39f5c,,checklist-flat,pass,Add Daily Fencing Checks,checklist-flat,FALSE,FALSE,Project QA,Site Establishment,Site Establishment ,Daily Fencing Checks,2021 Daily Fencing Checks,November,Daily Fencing Checks 24.11.2021
38351f46-d569-46ab-8d2c-58915d71df68,,checklist-flat,pass,Add Daily Fencing Checks,checklist-flat,FALSE,FALSE,Project QA,Site Establishment,Site Establishment ,Daily Fencing Checks,2021 Daily Fencing Checks,November,Daily Fencing Checks 25.11.2021
2b0da197-f818-42e9-b890-b2b76b3e894d,,checklist-flat,pass,Add Daily Fencing Checks,checklist-flat,FALSE,FALSE,Project QA,Site Establishment,Site Establishment ,Daily Fencing Checks,2021 Daily Fencing Checks,November,Daily Fencing Checks 26.11.2021
746d5964-51c0-4d57-873d-859121317856,,checklist-flat,work-in-progress,Add Daily Fencing Checks,checklist-flat,FALSE,FALSE,Project QA,Site Establishment,Site Establishment ,Daily Fencing Checks,2021 Daily Fencing Checks,November,Daily Fencing Checks 27.11.2021
be9eb7c1-64ff-4ade-92bf-78400689f988,,folder-normal,no-status-not-started,,step,TRUE,FALSE,Project QA,Site Establishment,Site Establishment ,Daily Fencing Checks,2021 Daily Fencing Checks,December,
a716e4ca-4384-4bec-b799-1a66575a2f51,,folder-normal,no-status-not-started,,step,TRUE,FALSE,Project QA,Site Establishment,Site Establishment ,Daily Fencing Checks,2022 Daily Fencing Checks,,
c1965c30-adf6-4608-b6e1-a2bbf48fe38c,,folder-normal,no-status-not-started,,step,TRUE,FALSE,Project QA,Site Establishment,Site Establishment ,Daily Fencing Checks,2022 Daily Fencing Checks,January,
d50c60e2-079e-45e4-854a-bebd3e22ce1a,,folder-normal,no-status-not-started,,step,TRUE,FALSE,Project QA,Site Establishment,Site Establishment ,Daily Fencing Checks,2022 Daily Fencing Checks,February,
0e4f68d6-a6a5-4911-906c-6987b982fdbb,,folder-normal,no-status-not-started,,step,TRUE,FALSE,Project QA,Site Establishment,Site Establishment ,Daily Fencing Checks,2022 Daily Fencing Checks,March,
352d74b2-a538-4e2a-abf3-6e0daa340540,,folder-normal,no-status-not-started,,step,TRUE,FALSE,Project QA,Site Establishment,Site Establishment ,Daily Fencing Checks,2022 Daily Fencing Checks,April,
ef2228ae-755e-491d-8966-39a4d0fb16a1,,folder-normal,no-status-not-started,,step,TRUE,FALSE,Project QA,Site Establishment,Site Establishment ,Daily Fencing Checks,2022 Daily Fencing Checks,May,
5237c908-b31e-4667-9b9f-e67ef0f15ea9,,folder-normal,no-status-not-started,,step,TRUE,FALSE,Project QA,Site Establishment,Site Establishment ,Daily Fencing Checks,2022 Daily Fencing Checks,June,
978c8a5a-652d-44b8-907e-0dcf0096c36a,,folder-normal,no-status-not-started,,step,TRUE,FALSE,Project QA,Site Establishment,Site Establishment ,Daily Fencing Checks,2022 Daily Fencing Checks,July,
6f7fdc08-9ad9-4390-b2b2-bec38e9fee04,,folder-normal,no-status-not-started,,step,TRUE,FALSE,Project QA,Site Establishment,Site Establishment ,Daily Fencing Checks,2022 Daily Fencing Checks,August,
c9581239-3df4-4633-a4de-5ced2708666a,,folder-normal,no-status-not-started,,step,TRUE,FALSE,Project QA,Site Establishment,Site Establishment ,Daily Fencing Checks,2022 Daily Fencing Checks,September,
48902b0f-cca2-4a5b-be1f-14bf6ddbbf4a,,folder-normal,no-status-not-started,,step,TRUE,FALSE,Project QA,Site Establishment,Site Establishment ,Daily Fencing Checks,2022 Daily Fencing Checks,October,
d9238c7e-b806-4aad-b6d5-cb779f3aee7f,,folder-normal,no-status-not-started,,step,TRUE,FALSE,Project QA,Site Establishment,Site Establishment ,Daily Fencing Checks,2022 Daily Fencing Checks,November,
7a2b3e54-dedd-47f6-a9a4-db91abf25ad1,,folder-normal,no-status-not-started,,step,TRUE,FALSE,Project QA,Site Establishment,Site Establishment ,Daily Fencing Checks,2022 Daily Fencing Checks,December,
fc7cc948-a4b0-4689-9f74-4a3826e7019c,,folder-progress,not-started,,checklist,TRUE,FALSE,Project QA,Site Establishment,Civil / Siteworks (TBC - Send Excel to Conqa),,,,
cb3abb59-5be5-4aba-a557-b862d6f64763,,checklist-flat,not-started,QA - Setout / Surveying Checklist (V1),checklist-flat,FALSE,FALSE,Project QA,Site Establishment,Civil / Siteworks (TBC - Send Excel to Conqa),Setout / Surveying - DEMO,,,
7a37c278-ce9b-4f1e-ac28-7bace706c7f5,,folder-normal,work-in-progress,,step,TRUE,FALSE,Project QA,Structure,,,,,
1f5e9aec-eaaa-4400-be23-4591a7704c65,,folder-normal,work-in-progress,,step,FALSE,FALSE,Project QA,Structure,Bolt QA,,,,
048ddff3-d554-431b-8f52-a805fa73218d,,folder-normal,not-started,,step,TRUE,FALSE,Project QA,Structure,Bolt QA,Zone 1,,,
55ddef37-3506-465a-97ec-64d02967c46c,,folder-normal,not-started,,step,TRUE,FALSE,Project QA,Structure,Bolt QA,Zone 1,Floor Level,,
3edb3794-aa3e-478e-8445-c590bf7b66a4,,checklist-flat,not-started,QA - Steel Bolt,checklist-flat,FALSE,FALSE,Project QA,Structure,Bolt QA,Zone 1,Floor Level,F/8A,
7138dcff-3c65-464f-93e1-a7de69784bea,,checklist-flat,not-started,QA - Steel Bolt,checklist-flat,FALSE,FALSE,Project QA,Structure,Bolt QA,Zone 1,Floor Level,F/8,
8fb99712-7203-458c-9fb0-1ae2c39fecc4,,checklist-flat,not-started,QA - Steel Bolt,checklist-flat,FALSE,FALSE,Project QA,Structure,Bolt QA,Zone 1,Floor Level,F/7,
03104bf4-042e-40c6-9c73-8937eaaa4c5c,,checklist-flat,not-started,QA - Steel Bolt,checklist-flat,FALSE,FALSE,Project QA,Structure,Bolt QA,Zone 1,Floor Level,F/6,
01168427-f9ed-4038-999f-a3e30b31cbd2,,checklist-flat,not-started,QA - Steel Bolt,checklist-flat,FALSE,FALSE,Project QA,Structure,Bolt QA,Zone 1,Floor Level,F/5,
8b8bce76-efc3-4755-99d1-cb8c6adde1ef,,checklist-flat,not-started,QA - Steel Bolt,checklist-flat,FALSE,FALSE,Project QA,Structure,Bolt QA,Zone 1,Floor Level,F/4B,
566f6951-3453-4569-b9d5-4c3c6d87992a,,checklist-flat,not-started,QA - Steel Bolt,checklist-flat,FALSE,FALSE,Project QA,Structure,Bolt QA,Zone 1,Floor Level,F/4A,
d72b3ca8-20f6-412a-9caf-472b555d6b84,,checklist-flat,not-started,QA - Steel Bolt,checklist-flat,FALSE,FALSE,Project QA,Structure,Bolt QA,Zone 1,Floor Level,E/8A,
4e97f8e2-07d1-47d9-8ea8-f1d482f8b2bb,,checklist-flat,not-started,QA - Steel Bolt,checklist-flat,FALSE,FALSE,Project QA,Structure,Bolt QA,Zone 1,Floor Level,E/8,
55f4749f-fbc7-40a5-8a2a-4bcd2a8aced7,,checklist-flat,not-started,QA - Steel Bolt,checklist-flat,FALSE,FALSE,Project QA,Structure,Bolt QA,Zone 1,Floor Level,E/7,
3e445fbc-21cd-4a1e-a024-f4051e203740,,checklist-flat,not-started,QA - Steel Bolt,checklist-flat,FALSE,FALSE,Project QA,Structure,Bolt QA,Zone 1,Floor Level,E/6,
3aeffbda-b56e-4dc6-909f-847aa34669b1,,checklist-flat,not-started,QA - Steel Bolt,checklist-flat,FALSE,FALSE,Project QA,Structure,Bolt QA,Zone 1,Floor Level,E/5,
2d8c0c3f-1199-4804-ac05-407d064616d1,,checklist-flat,not-started,QA - Steel Bolt,checklist-flat,FALSE,FALSE,Project QA,Structure,Bolt QA,Zone 1,Floor Level,E/4B,
ce2ae3c5-3ed5-49be-a6c5-4c8bb096c664,,checklist-flat,not-started,QA - Steel Bolt,checklist-flat,FALSE,FALSE,Project QA,Structure,Bolt QA,Zone 1,Floor Level,E/4A,
d1cda888-4df7-4520-966d-8c1f1099e5c5,,checklist-flat,not-started,QA - Steel Bolt,checklist-flat,FALSE,FALSE,Project QA,Structure,Bolt QA,Zone 1,Floor Level,D4/8A,
143cc0a4-18e0-4c3d-a20e-7e77a1fa922b,,checklist-flat,not-started,QA - Steel Bolt,checklist-flat,FALSE,FALSE,Project QA,Structure,Bolt QA,Zone 1,Floor Level,D4/4B,
7294c243-63a2-49a3-a660-80288f65322b,,checklist-flat,not-started,QA - Steel Bolt,checklist-flat,FALSE,FALSE,Project QA,Structure,Bolt QA,Zone 1,Floor Level,D4/4A,
e0ba6c70-d60e-4afd-82b4-47a53d44896e,,checklist-flat,not-started,QA - Steel Bolt,checklist-flat,FALSE,FALSE,Project QA,Structure,Bolt QA,Zone 1,Floor Level,D3/8A,
1b03268b-6ee7-42e3-a382-5490b1e2e342,,checklist-flat,not-started,QA - Steel Bolt,checklist-flat,FALSE,FALSE,Project QA,Structure,Bolt QA,Zone 1,Floor Level,D3/8,
8843d025-26d8-4060-af64-1d1b32aa84fb,,checklist-flat,not-started,QA - Steel Bolt,checklist-flat,FALSE,FALSE,Project QA,Structure,Bolt QA,Zone 1,Floor Level,D2/8A,
b7b5bb7d-c022-4d90-8df2-91389d6d672f,,checklist-flat,not-started,QA - Steel Bolt,checklist-flat,FALSE,FALSE,Project QA,Structure,Bolt QA,Zone 1,Floor Level,D2/4B,
9c2ba1f4-6878-43c8-92be-d3445a709619,,checklist-flat,not-started,QA - Steel Bolt,checklist-flat,FALSE,FALSE,Project QA,Structure,Bolt QA,Zone 1,Floor Level,D2/4A,
61cde4be-5372-4bc5-82f2-25385ad365b7,,checklist-flat,not-started,QA - Steel Bolt,checklist-flat,FALSE,FALSE,Project QA,Structure,Bolt QA,Zone 1,Floor Level,D1/8A,
da5de30e-16a0-4a48-bde7-1272d42303b8,,checklist-flat,not-started,QA - Steel Bolt,checklist-flat,FALSE,FALSE,Project QA,Structure,Bolt QA,Zone 1,Floor Level,D1/4B,
9c19a6c3-8d97-47b0-9551-0291c2cde687,,checklist-flat,not-started,QA - Steel Bolt,checklist-flat,FALSE,FALSE,Project QA,Structure,Bolt QA,Zone 1,Floor Level,D1/4A,
e3bc4994-7539-41ff-8554-4b208f501cf7,,checklist-flat,not-started,QA - Steel Bolt,checklist-flat,FALSE,FALSE,Project QA,Structure,Bolt QA,Zone 1,Floor Level,D/8A,
779ef860-e0d4-4de1-871f-d824fe4e3179,,checklist-flat,not-started,QA - Steel Bolt,checklist-flat,FALSE,FALSE,Project QA,Structure,Bolt QA,Zone 1,Floor Level,D/8,
d2b81a27-dec2-4d83-aa26-fe13565f61ab,,checklist-flat,not-started,QA - Steel Bolt,checklist-flat,FALSE,FALSE,Project QA,Structure,Bolt QA,Zone 1,Floor Level,D/7,
bfc4db81-5d3d-4f11-b1dd-d3fe1519a679,,checklist-flat,not-started,QA - Steel Bolt,checklist-flat,FALSE,FALSE,Project QA,Structure,Bolt QA,Zone 1,Floor Level,D/6,
bbe02ca1-635d-419d-bc62-341ec6980864,,checklist-flat,not-started,QA - Steel Bolt,checklist-flat,FALSE,FALSE,Project QA,Structure,Bolt QA,Zone 1,Floor Level,D/5,
5ddb857b-acfd-45dd-9e06-8e27cb6ecdb0,,checklist-flat,not-started,QA - Steel Bolt,checklist-flat,FALSE,FALSE,Project QA,Structure,Bolt QA,Zone 1,Floor Level,D/4B,
d634420e-5a9d-46a7-bed6-e905578f04eb,,checklist-flat,not-started,QA - Steel Bolt,checklist-flat,FALSE,FALSE,Project QA,Structure,Bolt QA,Zone 1,Floor Level,D/4A,
daf640fa-abfc-4ab3-bffd-6e3e9001731d,,folder-normal,not-started,,step,TRUE,FALSE,Project QA,Structure,Bolt QA,Zone 1,Ceiling Level,,
9ffd5cd0-1013-46ce-8084-3a043047e7be,,checklist-flat,not-started,QA - Steel Bolt,checklist-flat,FALSE,FALSE,Project QA,Structure,Bolt QA,Zone 1,Ceiling Level,F/8A,
b01ee429-9907-492d-9572-b41c2ebb3990,,checklist-flat,not-started,QA - Steel Bolt,checklist-flat,FALSE,FALSE,Project QA,Structure,Bolt QA,Zone 1,Ceiling Level,F/8,
a694be33-6672-42ef-a2e4-1b6a10db01a4,,checklist-flat,not-started,QA - Steel Bolt,checklist-flat,FALSE,FALSE,Project QA,Structure,Bolt QA,Zone 1,Ceiling Level,F/7,
9cd4f2ff-1939-43a2-a3f9-dfdf043d1a57,,checklist-flat,not-started,QA - Steel Bolt,checklist-flat,FALSE,FALSE,Project QA,Structure,Bolt QA,Zone 1,Ceiling Level,F/6,
29fda152-7d50-4e06-bcc8-db803f0bc092,,checklist-flat,not-started,QA - Steel Bolt,checklist-flat,FALSE,FALSE,Project QA,Structure,Bolt QA,Zone 1,Ceiling Level,F/5,
3e920d39-08f0-4dab-a680-75194deb285d,,checklist-flat,not-started,QA - Steel Bolt,checklist-flat,FALSE,FALSE,Project QA,Structure,Bolt QA,Zone 1,Ceiling Level,F/4B,
e1894bf5-2c7b-4221-a2a0-7d62b021fd9c,,checklist-flat,not-started,QA - Steel Bolt,checklist-flat,FALSE,FALSE,Project QA,Structure,Bolt QA,Zone 1,Ceiling Level,F/4A,
54a5cce1-0356-4bd0-a0e7-ce343935ebfc,,checklist-flat,not-started,QA - Steel Bolt,checklist-flat,FALSE,FALSE,Project QA,Structure,Bolt QA,Zone 1,Ceiling Level,E/8A,
f0d71420-8eff-4cc0-8d6f-fbe8a5eb9f7a,,checklist-flat,not-started,QA - Steel Bolt,checklist-flat,FALSE,FALSE,Project QA,Structure,Bolt QA,Zone 1,Ceiling Level,E/8,
65295dfc-8dad-4e8d-ba4d-a24947f1ef07,,checklist-flat,not-started,QA - Steel Bolt,checklist-flat,FALSE,FALSE,Project QA,Structure,Bolt QA,Zone 1,Ceiling Level,E/7,
9ebdf1f4-7e45-4dc3-8903-163293e06c05,,checklist-flat,not-started,QA - Steel Bolt,checklist-flat,FALSE,FALSE,Project QA,Structure,Bolt QA,Zone 1,Ceiling Level,E/6,
157d58ca-c07e-4e6d-8e2f-647a9c11dc27,,checklist-flat,not-started,QA - Steel Bolt,checklist-flat,FALSE,FALSE,Project QA,Structure,Bolt QA,Zone 1,Ceiling Level,E/5,
b064e58d-9767-41f3-87db-c8a65a7340fc,,checklist-flat,not-started,QA - Steel Bolt,checklist-flat,FALSE,FALSE,Project QA,Structure,Bolt QA,Zone 1,Ceiling Level,E/4B,
16746dc0-6da9-42ca-95b2-37b2bf1bde72,,checklist-flat,not-started,QA - Steel Bolt,checklist-flat,FALSE,FALSE,Project QA,Structure,Bolt QA,Zone 1,Ceiling Level,E/4A,
ec50d613-afaf-43c2-94e7-e4436a1d38c3,,checklist-flat,not-started,QA - Steel Bolt,checklist-flat,FALSE,FALSE,Project QA,Structure,Bolt QA,Zone 1,Ceiling Level,D4/8A,
91f0887a-bd8b-4102-bd1f-23eb66bb137c,,checklist-flat,not-started,QA - Steel Bolt,checklist-flat,FALSE,FALSE,Project QA,Structure,Bolt QA,Zone 1,Ceiling Level,D4/8,
d85246c1-19ce-4633-9d94-ccad5e6ebe46,,checklist-flat,not-started,QA - Steel Bolt,checklist-flat,FALSE,FALSE,Project QA,Structure,Bolt QA,Zone 1,Ceiling Level,D4/7,
3a5c4cfc-21c6-4203-8313-f38d409c2473,,checklist-flat,not-started,QA - Steel Bolt,checklist-flat,FALSE,FALSE,Project QA,Structure,Bolt QA,Zone 1,Ceiling Level,D4/6,
5c3dab76-1a5f-4e60-8398-9812a26e9e41,,checklist-flat,not-started,QA - Steel Bolt,checklist-flat,FALSE,FALSE,Project QA,Structure,Bolt QA,Zone 1,Ceiling Level,D4/5,
f565a623-9b3f-4b42-95dd-a7614ad5f38e,,checklist-flat,not-started,QA - Steel Bolt,checklist-flat,FALSE,FALSE,Project QA,Structure,Bolt QA,Zone 1,Ceiling Level,D4/4B,
13806ff2-8a9f-4571-8cef-f97c1d955d20,,checklist-flat,not-started,QA - Steel Bolt,checklist-flat,FALSE,FALSE,Project QA,Structure,Bolt QA,Zone 1,Ceiling Level,D4/4A,
9d4654a2-f8b8-4dd4-be61-875999f6f417,,checklist-flat,not-started,QA - Steel Bolt,checklist-flat,FALSE,FALSE,Project QA,Structure,Bolt QA,Zone 1,Ceiling Level,D3/8A,
baaa75f2-a9cd-417e-9b87-54c7b53150ee,,checklist-flat,not-started,QA - Steel Bolt,checklist-flat,FALSE,FALSE,Project QA,Structure,Bolt QA,Zone 1,Ceiling Level,D3/8,
73025a6a-1776-415c-a055-6330c6f7170e,,checklist-flat,not-started,QA - Steel Bolt,checklist-flat,FALSE,FALSE,Project QA,Structure,Bolt QA,Zone 1,Ceiling Level,D3/7,
84d80dc6-145e-4041-ae4a-494b4ebec1c8,,checklist-flat,not-started,QA - Steel Bolt,checklist-flat,FALSE,FALSE,Project QA,Structure,Bolt QA,Zone 1,Ceiling Level,D3/6,
709f6bd5-215d-46f0-8637-e0e58ec56926,,checklist-flat,not-started,QA - Steel Bolt,checklist-flat,FALSE,FALSE,Project QA,Structure,Bolt QA,Zone 1,Ceiling Level,D3/5,
896d9f7b-45ab-4ac3-b4e9-fb94a122e498,,checklist-flat,not-started,QA - Steel Bolt,checklist-flat,FALSE,FALSE,Project QA,Structure,Bolt QA,Zone 1,Ceiling Level,D3/4B,
edfff5ab-85dd-40c4-8830-6493de070e19,,checklist-flat,not-started,QA - Steel Bolt,checklist-flat,FALSE,FALSE,Project QA,Structure,Bolt QA,Zone 1,Ceiling Level,D3/4A,
917a5550-d603-4a6a-b0a6-72fc484408dc,,checklist-flat,not-started,QA - Steel Bolt,checklist-flat,FALSE,FALSE,Project QA,Structure,Bolt QA,Zone 1,Ceiling Level,D2/8A,
052c3f3d-9be8-45c5-9e0d-60be373b6203,,checklist-flat,not-started,QA - Steel Bolt,checklist-flat,FALSE,FALSE,Project QA,Structure,Bolt QA,Zone 1,Ceiling Level,D2/8,
e2d0fd93-570d-4c3e-b154-e03d64819387,,checklist-flat,not-started,QA - Steel Bolt,checklist-flat,FALSE,FALSE,Project QA,Structure,Bolt QA,Zone 1,Ceiling Level,D2/7,
5a87e2af-549c-4cd4-abf0-00e4c38f0356,,checklist-flat,not-started,QA - Steel Bolt,checklist-flat,FALSE,FALSE,Project QA,Structure,Bolt QA,Zone 1,Ceiling Level,D2/6,
19f3db44-8550-41d2-b3ce-d50882ef9687,,checklist-flat,not-started,QA - Steel Bolt,checklist-flat,FALSE,FALSE,Project QA,Structure,Bolt QA,Zone 1,Ceiling Level,D2/5,
27c4f1bc-856b-44bf-9cd0-887f69809721,,checklist-flat,not-started,QA - Steel Bolt,checklist-flat,FALSE,FALSE,Project QA,Structure,Bolt QA,Zone 1,Ceiling Level,D2/4B,
