type,name,values,prefix,postfix,usage count,user addable,template name,Resource Id
checklist,Linear Grilles,,,,,,Linear Grilles,
section,Details,,,,,,,
checkpoint,"All linear grilles  installed as per drawings, including flexible connections ",,,,,,,
