Step Id,Warnings,State,Checklist Template,Type,addStep,addPost,Tier 1,Tier 2,Tier 3,Tier 4,Tier 5,Tier 6
1b1ef78d-cb19-4031-8d13-b88a9975ee43,,,LAUNDRY Fit Off,checklist,FALSE,FALSE,Site QA,Fitoff,Level 6,603,LAUNDRY Fit Off,
89f09b71-cfc1-4f63-991f-36fbe377d26e,,,LAUNDRY Fit Off,checklist,FALSE,FALSE,Site QA,Fitoff,Level 6,604,LAUNDRY Fit Off,
2cfdd108-fc8b-41c6-8175-c57b38755232,,,LAUNDRY Fit Off,checklist,FALSE,FALSE,Site QA,Fitoff,Level 6,605,LAUNDRY Fit Off,
386cd9c3-6a25-4550-b648-73b0f0146dd6,,,LAUNDRY Fit Off,checklist,FALSE,FALSE,Site QA,Fitoff,Level 6,606,LAUNDRY Fit Off,
709aa3f0-f55c-489e-8455-eb1f19f484b6,,,LAUNDRY Fit Off,checklist,FALSE,FALSE,Site QA,Fitoff,Level 6,607,LAUNDRY Fit Off,
875f7a42-3458-4592-b6e8-46b95c36ea8a,,,LAUNDRY Fit Off,checklist,FALSE,FALSE,Site QA,Fitoff,Level 6,608,LAUNDRY Fit Off,
b3f386be-eedf-4c13-9a74-c478e11280bb,,,LAUNDRY Fit Off,checklist,FALSE,FALSE,Site QA,Fitoff,Level 6,609,LAUNDRY Fit Off,
44ab1903-e027-480d-a9af-a7462fe3c4cd,,,LAUNDRY Fit Off,checklist,FALSE,FALSE,Site QA,Fitoff,Level 6,610,LAUNDRY Fit Off,
923b754f-cb18-407d-b5fd-5b3a94966e75,,,LAUNDRY Fit Off,checklist,FALSE,FALSE,Site QA,Fitoff,Level 6,611,LAUNDRY Fit Off,
cf7fa1ed-e967-4a7a-9ea7-0d43165bc275,,,LAUNDRY Fit Off,checklist,FALSE,FALSE,Site QA,Fitoff,Level 6,612,LAUNDRY Fit Off,
be33adc1-2e2c-4014-878e-c627e414de61,,,LAUNDRY Fit Off,checklist,FALSE,FALSE,Site QA,Fitoff,Level 6,613,LAUNDRY Fit Off,
7eeb88b0-d784-4fb8-9aa8-77a11915ff6e,,,LAUNDRY Fit Off,checklist,FALSE,FALSE,Site QA,Fitoff,Level 6,614,LAUNDRY Fit Off,
fc93cad1-8e63-4315-b994-785a8eeebcb1,,,LAUNDRY Fit Off,checklist,FALSE,FALSE,Site QA,Fitoff,Level 6,615,LAUNDRY Fit Off,
69c7f89a-deef-447d-b0ac-90a2731737e8,,,LAUNDRY Fit Off,checklist,FALSE,FALSE,Site QA,Fitoff,Level 7,701,LAUNDRY Fit Off,
80d88add-202e-4c98-bf7b-d259443bfc04,,,LAUNDRY Fit Off,checklist,FALSE,FALSE,Site QA,Fitoff,Level 7,702,LAUNDRY Fit Off,
8363a6db-58e3-4c14-8165-7db81663fb12,,,LAUNDRY Fit Off,checklist,FALSE,FALSE,Site QA,Fitoff,Level 7,703,LAUNDRY Fit Off,
80d22aa0-9356-4735-9f4b-4bfeeef70d30,,,LAUNDRY Fit Off,checklist,FALSE,FALSE,Site QA,Fitoff,Level 7,704,LAUNDRY Fit Off,
b01e5610-0b48-4336-ab97-395902296bb6,,,LAUNDRY Fit Off,checklist,FALSE,FALSE,Site QA,Fitoff,Level 7,705,LAUNDRY Fit Off,
86b67c18-6bc3-4bfd-af11-0ec5fa5b51a7,,,LAUNDRY Fit Off,checklist,FALSE,FALSE,Site QA,Fitoff,Level 7,706,LAUNDRY Fit Off,
8972e4df-9025-4f0e-90c1-c92b3679d2fa,,,LAUNDRY Fit Off,checklist,FALSE,FALSE,Site QA,Fitoff,Level 7,707,LAUNDRY Fit Off,
bea76034-9bd4-4df8-a28b-47b0560880a7,,,LAUNDRY Fit Off,checklist,FALSE,FALSE,Site QA,Fitoff,Level 7,708,LAUNDRY Fit Off,
5de3e51a-d205-4111-801b-fb2bffc226a3,,,LAUNDRY Fit Off,checklist,FALSE,FALSE,Site QA,Fitoff,Level 7,709,LAUNDRY Fit Off,
96169737-091b-4824-aaaf-c3d522952fd0,,,LAUNDRY Fit Off,checklist,FALSE,FALSE,Site QA,Fitoff,Level 7,710,LAUNDRY Fit Off,
4fa4cb7d-963e-4bb4-8ca4-5aa0cc3ec921,,,LAUNDRY Fit Off,checklist,FALSE,FALSE,Site QA,Fitoff,Level 7,711,LAUNDRY Fit Off,
