resource,resource,resource,resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
Rough In,,,,checklist,,,,,2104,,,,,,
Rough In,,,,checklist,,,,,2105,,,,,,
Rough In,,,,checklist,,,,,2106,,,,,,
Rough In,,,,checklist,,,,,2107,,,,,,
Rough In,,,,checklist,,,,,2108,,,,,,
Rough In,,,,checklist,,,,,2109,,,,,,
Rough In,,,,checklist,,,,,2110,,,,,,
,,,,step,,,,Level 22,,,,,,,
Rough In,,,,checklist,,,,,2201,,,,,,
Rough In,,,,checklist,,,,,2202,,,,,,
Rough In,,,,checklist,,,,,2203,,,,,,
Rough In,,,,checklist,,,,,2204,,,,,,
Rough In,,,,checklist,,,,,2205,,,,,,
Rough In,,,,checklist,,,,,2206,,,,,,
Rough In,,,,checklist,,,,,2207,,,,,,
Rough In,,,,checklist,,,,,2208,,,,,,
Rough In,,,,checklist,,,,,2209,,,,,,
Rough In,,,,checklist,,,,,2210,,,,,,
,,,,step,,,,Level 23,,,,,,,
Rough In,,,,checklist,,,,,2301,,,,,,
Rough In,,,,checklist,,,,,2302,,,,,,
Rough In,,,,checklist,,,,,2303,,,,,,
Rough In,,,,checklist,,,,,2304,,,,,,
Rough In,,,,checklist,,,,,2305,,,,,,
Rough In,,,,checklist,,,,,2306,,,,,,
Rough In,,,,checklist,,,,,2307,,,,,,
Rough In,,,,checklist,,,,,2308,,,,,,
Rough In,,,,checklist,,,,,2309,,,,,,
Rough In,,,,checklist,,,,,2310,,,,,,
,,,,step,,,,Level 24,,,,,,,
Rough In,,,,checklist,,,,,2401,,,,,,
Rough In,,,,checklist,,,,,2402,,,,,,
Rough In,,,,checklist,,,,,2403,,,,,,
Rough In,,,,checklist,,,,,2404,,,,,,
Rough In,,,,checklist,,,,,2405,,,,,,
Rough In,,,,checklist,,,,,2406,,,,,,
Rough In,,,,checklist,,,,,2407,,,,,,
Rough In,,,,checklist,,,,,2408,,,,,,
Rough In,,,,checklist,,,,,2409,,,,,,
Rough In,,,,checklist,,,,,2410,,,,,,
,,,,step,,,,Level 25,,,,,,,
Rough In,,,,checklist,,,,,2501,,,,,,
Rough In,,,,checklist,,,,,2502,,,,,,
Rough In,,,,checklist,,,,,2503,,,,,,
Rough In,,,,checklist,,,,,2504,,,,,,
Rough In,,,,checklist,,,,,2505,,,,,,
Rough In,,,,checklist,,,,,2506,,,,,,
Rough In,,,,checklist,,,,,2507,,,,,,
Rough In,,,,checklist,,,,,2508,,,,,,
Rough In,,,,checklist,,,,,2509,,,,,,
Rough In,,,,checklist,,,,,2510,,,,,,
,,,,step,,,,Level 26,,,,,,,
Rough In,,,,checklist,,,,,2601,,,,,,
Rough In,,,,checklist,,,,,2602,,,,,,
Rough In,,,,checklist,,,,,2603,,,,,,
Rough In,,,,checklist,,,,,2604,,,,,,
Rough In,,,,checklist,,,,,2605,,,,,,
Rough In,,,,checklist,,,,,2606,,,,,,
Rough In,,,,checklist,,,,,2607,,,,,,
Rough In,,,,checklist,,,,,2608,,,,,,
Rough In,,,,checklist,,,,,2609,,,,,,
Rough In,,,,checklist,,,,,2610,,,,,,
,,,,step,,,,Level 27,,,,,,,
Rough In,,,,checklist,,,,,2701,,,,,,
Rough In,,,,checklist,,,,,2702,,,,,,
Rough In,,,,checklist,,,,,2703,,,,,,
Rough In,,,,checklist,,,,,2704,,,,,,
Rough In,,,,checklist,,,,,2705,,,,,,
Rough In,,,,checklist,,,,,2706,,,,,,
Rough In,,,,checklist,,,,,2707,,,,,,
Rough In,,,,checklist,,,,,2708,,,,,,
Rough In,,,,checklist,,,,,2709,,,,,,
Rough In,,,,checklist,,,,,2710,,,,,,
,,,,step,,,,Level 28,,,,,,,
Rough In,,,,checklist,,,,,2801,,,,,,
Rough In,,,,checklist,,,,,2802,,,,,,
Rough In,,,,checklist,,,,,2803,,,,,,
Rough In,,,,checklist,,,,,2804,,,,,,
Rough In,,,,checklist,,,,,2805,,,,,,
Rough In,,,,checklist,,,,,2806,,,,,,
Rough In,,,,checklist,,,,,2807,,,,,,
Rough In,,,,checklist,,,,,2808,,,,,,
Rough In,,,,checklist,,,,,2809,,,,,,
Rough In,,,,checklist,,,,,2810,,,,,,
,,,,step,,,,Level 29 ,,,,,,,
Rough In,,,,checklist,,,,,2901,,,,,,
Rough In,,,,checklist,,,,,2902,,,,,,
Rough In,,,,checklist,,,,,2903,,,,,,
Rough In,,,,checklist,,,,,2904,,,,,,
Rough In,,,,checklist,,,,,2905,,,,,,
Rough In,,,,checklist,,,,,2906,,,,,,
,,,,step,,,,Level 30,,,,,,,
Rough In,,,,checklist,,,,,3001,,,,,,
Rough In,,,,checklist,,,,,3002,,,,,,
Rough In,,,,checklist,,,,,3003,,,,,,
Rough In,,,,checklist,,,,,3004,,,,,,
Rough In,,,,checklist,,,,,3005,,,,,,
Rough In,,,,checklist,,,,,3006,,,,,,
,,,,step,,,,Level 31,,,,,,,
Rough In,,,,checklist,,,,,3101,,,,,,
Rough In,,,,checklist,,,,,3102,,,,,,
Rough In,,,,checklist,,,,,3103,,,,,,
Rough In,,,,checklist,,,,,3104,,,,,,
Rough In,,,,checklist,,,,,3105,,,,,,
Rough In,,,,checklist,,,,,3106,,,,,,
,,,,step,,,,Level 32,,,,,,,
Rough In,,,,checklist,,,,,3201,,,,,,
Rough In,,,,checklist,,,,,3202,,,,,,
Rough In,,,,checklist,,,,,3203,,,,,,
Rough In,,,,checklist,,,,,3204,,,,,,
Rough In,,,,checklist,,,,,3205,,,,,,
Rough In,,,,checklist,,,,,3206,,,,,,
,,,,step,,,Drains ,,,,,,,,
,,,,step,,,,Level 6 ,,,,,,,
Drains,,,,checklist,,,,,601,,,,,,
Drains,,,,checklist,,,,,602,,,,,,
Drains,,,,checklist,,,,,603,,,,,,
Drains,,,,checklist,,,,,604,,,,,,
Drains,,,,checklist,,,,,605,,,,,,
Drains,,,,checklist,,,,,606,,,,,,
Drains,,,,checklist,,,,,607,,,,,,
Drains,,,,checklist,,,,,608,,,,,,
Drains,,,,checklist,,,,,609,,,,,,
Drains,,,,checklist,,,,,610,,,,,,
Drains,,,,checklist,,,,,611,,,,,,
Drains,,,,checklist,,,,,612,,,,,,
Drains,,,,checklist,,,,,613,,,,,,
Drains,,,,checklist,,,,,614,,,,,,
Drains,,,,checklist,,,,,615,,,,,,
,,,,step,,,,Level 7,,,,,,,
Drains,,,,checklist,,,,,701,,,,,,
Drains,,,,checklist,,,,,702,,,,,,
Drains,,,,checklist,,,,,703,,,,,,
Drains,,,,checklist,,,,,704,,,,,,
Drains,,,,checklist,,,,,705,,,,,,
Drains,,,,checklist,,,,,706,,,,,,
Drains,,,,checklist,,,,,707,,,,,,
Drains,,,,checklist,,,,,708,,,,,,
Drains,,,,checklist,,,,,709,,,,,,
Drains,,,,checklist,,,,,710,,,,,,
Drains,,,,checklist,,,,,711,,,,,,
Drains,,,,checklist,,,,,712,,,,,,
Drains,,,,checklist,,,,,713,,,,,,
Drains,,,,checklist,,,,,714,,,,,,
Drains,,,,checklist,,,,,715,,,,,,
,,,,step,,,,Level 8,,,,,,,
Drains,,,,checklist,,,,,801,,,,,,
Drains,,,,checklist,,,,,802,,,,,,
Drains,,,,checklist,,,,,803,,,,,,
Drains,,,,checklist,,,,,804,,,,,,
Drains,,,,checklist,,,,,805,,,,,,
Drains,,,,checklist,,,,,806,,,,,,
Drains,,,,checklist,,,,,807,,,,,,
Drains,,,,checklist,,,,,808,,,,,,
Drains,,,,checklist,,,,,809,,,,,,
Drains,,,,checklist,,,,,810,,,,,,
Drains,,,,checklist,,,,,811,,,,,,
Drains,,,,checklist,,,,,812,,,,,,
Drains,,,,checklist,,,,,813,,,,,,
Drains,,,,checklist,,,,,814,,,,,,
Drains,,,,checklist,,,,,815,,,,,,
,,,,step,,,,Level 9,,,,,,,
Drains,,,,checklist,,,,,901,,,,,,
Drains,,,,checklist,,,,,902,,,,,,
Drains,,,,checklist,,,,,903,,,,,,
Drains,,,,checklist,,,,,904,,,,,,
Drains,,,,checklist,,,,,905,,,,,,
Drains,,,,checklist,,,,,906,,,,,,
Drains,,,,checklist,,,,,907,,,,,,
Drains,,,,checklist,,,,,908,,,,,,
Drains,,,,checklist,,,,,909,,,,,,
Drains,,,,checklist,,,,,910,,,,,,
Drains,,,,checklist,,,,,911,,,,,,
Drains,,,,checklist,,,,,912,,,,,,
Drains,,,,checklist,,,,,913,,,,,,
Drains,,,,checklist,,,,,914,,,,,,
Drains,,,,checklist,,,,,915,,,,,,
,,,,step,,,,Level 10,,,,,,,
Drains,,,,checklist,,,,,1001,,,,,,
Drains,,,,checklist,,,,,1002,,,,,,
Drains,,,,checklist,,,,,1003,,,,,,
Drains,,,,checklist,,,,,1004,,,,,,
Drains,,,,checklist,,,,,1005,,,,,,
Drains,,,,checklist,,,,,1006,,,,,,
Drains,,,,checklist,,,,,1007,,,,,,
Drains,,,,checklist,,,,,1008,,,,,,
Drains,,,,checklist,,,,,1009,,,,,,
Drains,,,,checklist,,,,,1010,,,,,,
Drains,,,,checklist,,,,,1011,,,,,,
Drains,,,,checklist,,,,,1012,,,,,,
Drains,,,,checklist,,,,,1013,,,,,,
Drains,,,,checklist,,,,,1014,,,,,,
Drains,,,,checklist,,,,,1015,,,,,,
,,,,step,,,,Level 11,,,,,,,
Drains,,,,checklist,,,,,1101,,,,,,
Drains,,,,checklist,,,,,1102,,,,,,
Drains,,,,checklist,,,,,1103,,,,,,
Drains,,,,checklist,,,,,1104,,,,,,
Drains,,,,checklist,,,,,1105,,,,,,
Drains,,,,checklist,,,,,1106,,,,,,
Drains,,,,checklist,,,,,1107,,,,,,
Drains,,,,checklist,,,,,1108,,,,,,
Drains,,,,checklist,,,,,1109,,,,,,
Drains,,,,checklist,,,,,1110,,,,,,
Drains,,,,checklist,,,,,1111,,,,,,
Drains,,,,checklist,,,,,1112,,,,,,
Drains,,,,checklist,,,,,1113,,,,,,
Drains,,,,checklist,,,,,1114,,,,,,
Drains,,,,checklist,,,,,1115,,,,,,
,,,,step,,,,Level 12,,,,,,,
Drains,,,,checklist,,,,,1201,,,,,,
Drains,,,,checklist,,,,,1202,,,,,,
Drains,,,,checklist,,,,,1203,,,,,,
Drains,,,,checklist,,,,,1204,,,,,,
Drains,,,,checklist,,,,,1205,,,,,,
Drains,,,,checklist,,,,,1206,,,,,,
Drains,,,,checklist,,,,,1207,,,,,,
Drains,,,,checklist,,,,,1208,,,,,,
Drains,,,,checklist,,,,,1209,,,,,,
Drains,,,,checklist,,,,,1210,,,,,,
,,,,step,,,,Level 13,,,,,,,
Drains,,,,checklist,,,,,1301,,,,,,
Drains,,,,checklist,,,,,1302,,,,,,
Drains,,,,checklist,,,,,1303,,,,,,
Drains,,,,checklist,,,,,1304,,,,,,
Drains,,,,checklist,,,,,1305,,,,,,
Drains,,,,checklist,,,,,1306,,,,,,
Drains,,,,checklist,,,,,1307,,,,,,
Drains,,,,checklist,,,,,1308,,,,,,
Drains,,,,checklist,,,,,1309,,,,,,
Drains,,,,checklist,,,,,1310,,,,,,
,,,,step,,,,Level 14,,,,,,,
Drains,,,,checklist,,,,,1401,,,,,,
Drains,,,,checklist,,,,,1402,,,,,,
Drains,,,,checklist,,,,,1403,,,,,,
Drains,,,,checklist,,,,,1404,,,,,,
Drains,,,,checklist,,,,,1405,,,,,,
Drains,,,,checklist,,,,,1406,,,,,,
Drains,,,,checklist,,,,,1407,,,,,,
Drains,,,,checklist,,,,,1408,,,,,,
Drains,,,,checklist,,,,,1409,,,,,,
Drains,,,,checklist,,,,,1410,,,,,,
,,,,step,,,,Level 15,,,,,,,
Drains,,,,checklist,,,,,1501,,,,,,
Drains,,,,checklist,,,,,1502,,,,,,
Drains,,,,checklist,,,,,1503,,,,,,
Drains,,,,checklist,,,,,1504,,,,,,
Drains,,,,checklist,,,,,1505,,,,,,
Drains,,,,checklist,,,,,1506,,,,,,
Drains,,,,checklist,,,,,1507,,,,,,
Drains,,,,checklist,,,,,1508,,,,,,
Drains,,,,checklist,,,,,1509,,,,,,
Drains,,,,checklist,,,,,1510,,,,,,
,,,,step,,,,Level 16,,,,,,,
Drains,,,,checklist,,,,,1601,,,,,,
Drains,,,,checklist,,,,,1602,,,,,,
Drains,,,,checklist,,,,,1603,,,,,,
Drains,,,,checklist,,,,,1604,,,,,,
Drains,,,,checklist,,,,,1605,,,,,,
Drains,,,,checklist,,,,,1606,,,,,,
Drains,,,,checklist,,,,,1607,,,,,,
Drains,,,,checklist,,,,,1608,,,,,,
Drains,,,,checklist,,,,,1609,,,,,,
Drains,,,,checklist,,,,,1610,,,,,,
,,,,step,,,,Level 17,,,,,,,
Drains,,,,checklist,,,,,1701,,,,,,
Drains,,,,checklist,,,,,1702,,,,,,
Drains,,,,checklist,,,,,1703,,,,,,
Drains,,,,checklist,,,,,1704,,,,,,
Drains,,,,checklist,,,,,1705,,,,,,
Drains,,,,checklist,,,,,1706,,,,,,
Drains,,,,checklist,,,,,1707,,,,,,
Drains,,,,checklist,,,,,1708,,,,,,
Drains,,,,checklist,,,,,1709,,,,,,
Drains,,,,checklist,,,,,1710,,,,,,
,,,,step,,,,Level 18,,,,,,,
Drains,,,,checklist,,,,,1801,,,,,,
Drains,,,,checklist,,,,,1802,,,,,,
Drains,,,,checklist,,,,,1803,,,,,,
Drains,,,,checklist,,,,,1804,,,,,,
Drains,,,,checklist,,,,,1805,,,,,,
Drains,,,,checklist,,,,,1806,,,,,,
Drains,,,,checklist,,,,,1807,,,,,,
Drains,,,,checklist,,,,,1808,,,,,,
Drains,,,,checklist,,,,,1809,,,,,,
Drains,,,,checklist,,,,,1810,,,,,,
,,,,step,,,,Level 19,,,,,,,
Drains,,,,checklist,,,,,1901,,,,,,
Drains,,,,checklist,,,,,1902,,,,,,
Drains,,,,checklist,,,,,1903,,,,,,
Drains,,,,checklist,,,,,1904,,,,,,
Drains,,,,checklist,,,,,1905,,,,,,
Drains,,,,checklist,,,,,1906,,,,,,
Drains,,,,checklist,,,,,1907,,,,,,
Drains,,,,checklist,,,,,1908,,,,,,
Drains,,,,checklist,,,,,1909,,,,,,
Drains,,,,checklist,,,,,1910,,,,,,
,,,,step,,,,Level 20,,,,,,,
Drains,,,,checklist,,,,,2001,,,,,,
Drains,,,,checklist,,,,,2002,,,,,,
Drains,,,,checklist,,,,,2003,,,,,,
Drains,,,,checklist,,,,,2004,,,,,,
Drains,,,,checklist,,,,,2005,,,,,,
Drains,,,,checklist,,,,,2006,,,,,,
Drains,,,,checklist,,,,,2007,,,,,,
Drains,,,,checklist,,,,,2008,,,,,,
Drains,,,,checklist,,,,,2009,,,,,,
Drains,,,,checklist,,,,,2010,,,,,,
,,,,step,,,,Level 21,,,,,,,
Drains,,,,checklist,,,,,2101,,,,,,
Drains,,,,checklist,,,,,2102,,,,,,
Drains,,,,checklist,,,,,2103,,,,,,
Drains,,,,checklist,,,,,2104,,,,,,
Drains,,,,checklist,,,,,2105,,,,,,
Drains,,,,checklist,,,,,2106,,,,,,
Drains,,,,checklist,,,,,2107,,,,,,
Drains,,,,checklist,,,,,2108,,,,,,
Drains,,,,checklist,,,,,2109,,,,,,
Drains,,,,checklist,,,,,2110,,,,,,
,,,,step,,,,Level 22,,,,,,,
Drains,,,,checklist,,,,,2201,,,,,,
Drains,,,,checklist,,,,,2202,,,,,,
Drains,,,,checklist,,,,,2203,,,,,,
Drains,,,,checklist,,,,,2204,,,,,,
Drains,,,,checklist,,,,,2205,,,,,,
Drains,,,,checklist,,,,,2206,,,,,,
Drains,,,,checklist,,,,,2207,,,,,,
Drains,,,,checklist,,,,,2208,,,,,,
Drains,,,,checklist,,,,,2209,,,,,,
Drains,,,,checklist,,,,,2210,,,,,,
,,,,step,,,,Level 23,,,,,,,
Drains,,,,checklist,,,,,2301,,,,,,
Drains,,,,checklist,,,,,2302,,,,,,
Drains,,,,checklist,,,,,2303,,,,,,
Drains,,,,checklist,,,,,2304,,,,,,
Drains,,,,checklist,,,,,2305,,,,,,
Drains,,,,checklist,,,,,2306,,,,,,
Drains,,,,checklist,,,,,2307,,,,,,
Drains,,,,checklist,,,,,2308,,,,,,
Drains,,,,checklist,,,,,2309,,,,,,
Drains,,,,checklist,,,,,2310,,,,,,
,,,,step,,,,Level 24,,,,,,,
Drains,,,,checklist,,,,,2401,,,,,,
