"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"a37346d8-189f-487e-ba36-ff9c9cf0dd14","","not-started","","folder","TRUE","FALSE","Site QA"
"d265c1c3-3c8a-4cb2-a43c-cdc843cb8b9f","","not-started","","folder","TRUE","FALSE","Site QA","Ingrounds"
"2b7704e6-848f-4cfb-bedd-062980310162","","not-started","","folder","TRUE","FALSE","Site QA","Ingrounds","Basement 2"
"391b6df6-ecfe-414e-bac3-6033dfd1c0d2","","not-started","Ingrounds","checklist","FALSE","FALSE","Site QA","Ingrounds","Basement 2","Pour Zone 1"
"c693594e-7936-4b4a-92ce-fad737a5af53","","not-started","Ingrounds","checklist","FALSE","FALSE","Site QA","Ingrounds","Basement 2","Pour Zone 2"
"3205a5fc-cdea-427b-b57f-eb970165fdba","","not-started","Ingrounds","checklist","FALSE","FALSE","Site QA","Ingrounds","Basement 2","Pour Zone 3"
"ed4c9034-9b98-4bda-b950-dec4d4e9eccd","","not-started","Ingrounds","checklist","FALSE","FALSE","Site QA","Ingrounds","Basement 2","Pour Zone 4"
"ff1e91d5-3ed1-4a1c-9388-6829d97a6fdf","","not-started","Ingrounds","checklist","FALSE","FALSE","Site QA","Ingrounds","Basement 2","Pour Zone 5"
"6c0a3a84-4215-42c9-b869-5da77f19ca7d","","not-started","Ingrounds","checklist","FALSE","FALSE","Site QA","Ingrounds","Basement 2","Pour Zone 6"
"70cc0036-638d-48d6-aa76-88d8a9f87ca4","","not-started","","folder","TRUE","FALSE","Site QA","Plant and Equipment"
"31738908-7498-401c-bb63-c332a3b4f37b","","not-started","Rainwater Tanks","checklist","FALSE","FALSE","Site QA","Plant and Equipment","Rainwater Tanks"
"9a7d3f81-eccd-4dff-aa4a-ceb8863a4708","","not-started","Stormwater Diversion","checklist","FALSE","FALSE","Site QA","Plant and Equipment","Stormwater Diversion"
"418e028b-39f3-4adf-8c3c-ebfecd8cbf16","","not-started","Additional Sewer Pump","checklist","FALSE","FALSE","Site QA","Plant and Equipment","Additional Sewer Pump"
"b11b6ab0-ddac-4966-9039-ce84585f5217","","not-started","Hot Water Plant","checklist","FALSE","FALSE","Site QA","Plant and Equipment","Hot Water Plant"
"b7be1593-a8e5-4878-b644-dccb30604bc4","","not-started","5000L GIT","checklist","FALSE","FALSE","Site QA","Plant and Equipment","5000L GIT"
"ae1a81c9-92d2-45df-a866-3a12487378d8","","not-started","600L GIT","checklist","FALSE","FALSE","Site QA","Plant and Equipment","600L GIT"
"ad582652-6bdf-4778-ac90-35505090d76e","","not-started","Sewer Wet Well 1","checklist","FALSE","FALSE","Site QA","Plant and Equipment","Sewer Wet Well 1"
"ca702864-3f77-4231-a8fc-831b51857761","","not-started","Sewer Wet Well 2","checklist","FALSE","FALSE","Site QA","Plant and Equipment","Sewer Wet Well 2"
