"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"4d8da1dc-6da0-48f5-bd36-5944b07dbb75","","folder-normal","work-in-progress","","step","TRUE","FALSE","Stage XX (Apartment Bxx)"
"1c7438a2-4bd9-466c-b760-d1e14efa3afb","","folder-normal","work-in-progress","","step","TRUE","FALSE","Stage XX (Apartment Bxx)","Ryman"
"f0267a79-ffca-4c1a-8be5-bdf49f9e25cf","","folder-normal","not-started","","step","TRUE","FALSE","Stage XX (Apartment Bxx)","Ryman","Contractors Allocated"
"3cd3a0df-5a41-401e-839d-f5218937afe8","","folder-normal","not-started","","step","TRUE","FALSE","Stage XX (Apartment Bxx)","Ryman","Contractors Allocated","Subbie Name 1"
"b9beccb7-9c62-405a-a04b-583ad7bed333","","checklist-sectioned","not-started","dd64dfd67fec0a6b8a635809f18e0c86c85a50bbe4617b778f1a52127a9a077d","checklist","FALSE","FALSE","Stage XX (Apartment Bxx)","Ryman","BXX (XX Apartments, X Levels)","Structure","Ground Level","Walls (Grid XX-YY)","Structure"
"d50a9a9e-c9cc-4d64-b83a-c008c3497d66","","checklist-sectioned","not-started","ITP - R - Apartment Structural Steel (per area/level)","checklist","FALSE","FALSE","Stage XX (Apartment Bxx)","Ryman","BXX (XX Apartments, X Levels)","Structure","Ground Level","Walls (Grid XX-YY)","Structural Steel Elements"
"b7122dbd-9301-422d-bcb0-e8a8d2866a62","","folder-normal","work-in-progress","","step","TRUE","FALSE","Stage XX (Apartment Bxx)","Ryman","BXX (XX Apartments, X Levels)","Structure","Level 1"
"05b76a4f-61ea-41da-a4bc-118d34815008","","folder-normal","work-in-progress","","step","TRUE","FALSE","Stage XX (Apartment Bxx)","Ryman","BXX (XX Apartments, X Levels)","Structure","Level 1","Floor (Area X or Grid XX-YY)"
"ce1640fc-649f-49df-984c-fe3100ffba95","","checklist-sectioned","work-in-progress","867cc6c0a7f8c0887eee1d3c48a6d7c66a1cd7fee4039eccf5e76d927b3b8af5","checklist","FALSE","FALSE","Stage XX (Apartment Bxx)","Ryman","BXX (XX Apartments, X Levels)","Structure","Level 1","Floor (Area X or Grid XX-YY)","ITP - R - Apartment Pre Cast Floor Structure and Concrete Pour (per level/area)"
"c40580e8-e34c-47ce-a993-cf659c2c2346","","folder-normal","work-in-progress","","step","TRUE","FALSE","Stage XX (Apartment Bxx)","Ryman","BXX (XX Apartments, X Levels)","Structure","Level 1","Floor (Area X or Grid XX-YY)"
"f5a1d0b7-25f0-468f-8f3c-0775630e7b56","","checklist-sectioned","work-in-progress","867cc6c0a7f8c0887eee1d3c48a6d7c66a1cd7fee4039eccf5e76d927b3b8af5","checklist","FALSE","FALSE","Stage XX (Apartment Bxx)","Ryman","BXX (XX Apartments, X Levels)","Structure","Level 1","Floor (Area X or Grid XX-YY)","ITP - R - Apartment Pre Cast Floor Structure and Concrete Pour (per level/area)"
"38dc9105-e9a2-4d3c-9162-8987965efbcd","","folder-normal","not-started","","step","TRUE","FALSE","Stage XX (Apartment Bxx)","Ryman","BXX (XX Apartments, X Levels)","Structure","Level 1","Floor (Area X or Grid XX-YY)"
"b9153f3a-c658-4ad1-9ac3-a81cd7877197","","checklist-sectioned","not-started","867cc6c0a7f8c0887eee1d3c48a6d7c66a1cd7fee4039eccf5e76d927b3b8af5","checklist","FALSE","FALSE","Stage XX (Apartment Bxx)","Ryman","BXX (XX Apartments, X Levels)","Structure","Level 1","Floor (Area X or Grid XX-YY)","ITP - R - Apartment Pre Cast Floor Structure and Concrete Pour (per level/area)"
"d04843f6-e1ed-4249-89c9-e7f634756563","","folder-normal","not-started","","step","TRUE","FALSE","Stage XX (Apartment Bxx)","Ryman","BXX (XX Apartments, X Levels)","Structure","Level 1","Walls (Grid XX-YY)"
"d6dca144-be47-4ada-b148-a3bcb5aef0d9","","checklist-sectioned","not-started","dd64dfd67fec0a6b8a635809f18e0c86c85a50bbe4617b778f1a52127a9a077d","checklist","FALSE","FALSE","Stage XX (Apartment Bxx)","Ryman","BXX (XX Apartments, X Levels)","Structure","Level 1","Walls (Grid XX-YY)","Pre Cast Element"
"4d607f3e-4636-46ca-86d6-ff7682f875b4","","checklist-sectioned","not-started","ITP - R - Apartment Structural Steel (per area/level)","checklist","FALSE","FALSE","Stage XX (Apartment Bxx)","Ryman","BXX (XX Apartments, X Levels)","Structure","Level 1","Walls (Grid XX-YY)","Structural Steel Elements"
"962f4d45-6961-4ce5-95a2-92d0d4683f5a","","folder-normal","not-started","","step","TRUE","FALSE","Stage XX (Apartment Bxx)","Ryman","BXX (XX Apartments, X Levels)","Structure","Level 1","Walls (Grid XX-YY)"
"e384df78-0cf8-47a4-a676-e200b203b349","","checklist-sectioned","not-started","dd64dfd67fec0a6b8a635809f18e0c86c85a50bbe4617b778f1a52127a9a077d","checklist","FALSE","FALSE","Stage XX (Apartment Bxx)","Ryman","BXX (XX Apartments, X Levels)","Structure","Level 1","Walls (Grid XX-YY)","Pre Cast Element"
"f2118fab-2311-4683-8034-3b8bc5f8da1f","","checklist-sectioned","not-started","ITP - R - Apartment Structural Steel (per area/level)","checklist","FALSE","FALSE","Stage XX (Apartment Bxx)","Ryman","BXX (XX Apartments, X Levels)","Structure","Level 1","Walls (Grid XX-YY)","Structural Steel Elements"
"bfb2be39-2328-408c-829d-fe3e3d9f6001","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Stage XX (Apartment Bxx)","Ryman","BXX (XX Apartments, X Levels)","Structure","Roof"
"595e3070-c3e9-4424-81f7-ee2b1b8ab24a","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Stage XX (Apartment Bxx)","Ryman","BXX (XX Apartments, X Levels)","Structure","Roof","Area A"
"8e1c0677-d786-4fa3-a025-f487f9a810c0","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Stage XX (Apartment Bxx)","Ryman","BXX (XX Apartments, X Levels)","Structure","Roof","Area A","ITP - R - Apartment Roofing (per area)"
"e27845bb-11ea-469b-adac-f072b0b98fee","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Stage XX (Apartment Bxx)","Ryman","BXX (XX Apartments, X Levels)","Structure","Roof","Area B"
"0d5338f7-5a9f-4da3-8628-9e4ebbe47a52","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Stage XX (Apartment Bxx)","Ryman","BXX (XX Apartments, X Levels)","Structure","Roof","Area B","ITP - R - Apartment Roofing (per area)"
"f8dbe634-d921-42cc-998d-ce2f88f27875","","folder-normal","not-started","","step","TRUE","FALSE","Stage XX (Apartment Bxx)","Ryman","BXX (XX Apartments, X Levels)","Structure","Level 3"
"d506fdc8-7757-4dda-94fe-a7aa02c8d322","","checklist-sectioned","not-started","867cc6c0a7f8c0887eee1d3c48a6d7c66a1cd7fee4039eccf5e76d927b3b8af5","checklist","FALSE","FALSE","Stage XX (Apartment Bxx)","Ryman","BXX (XX Apartments, X Levels)","Structure","Level 3","Floor A-G"
"1ecc36ed-f3ca-40a9-a224-0d64f9548a30","","checklist-sectioned","not-started","dd64dfd67fec0a6b8a635809f18e0c86c85a50bbe4617b778f1a52127a9a077d","checklist","FALSE","FALSE","Stage XX (Apartment Bxx)","Ryman","BXX (XX Apartments, X Levels)","Structure","Level 3","Pre Cast Elements A-C"
"7e0f43ac-0ed8-462e-9ad9-ccc00637433f","","checklist-sectioned","not-started","ec46b1ee0de106b6baf812668e78fbbffa592fe41702ff0cd2ecfdb6aa3147da","checklist","FALSE","FALSE","Stage XX (Apartment Bxx)","Ryman","BXX (XX Apartments, X Levels)","Structure","Level 3","Insitu Stiches A-C"
"884c041c-33d0-496e-9fb7-89f7ec9108e5","","folder-normal","not-started","","step","TRUE","FALSE","Stage XX (Apartment Bxx)","Ryman","BXX (XX Apartments, X Levels)","Level Pre Line, Post Line"
"a92e3a49-bbbe-44e3-b117-4948e81a1348","","folder-normal","not-started","","step","TRUE","FALSE","Stage XX (Apartment Bxx)","Ryman","BXX (XX Apartments, X Levels)","Level Pre Line, Post Line","Ground Level (Grid XX-YY)"
"e907399d-f137-45e9-9d03-e05b5ce5e6de","","checklist-sectioned","not-started","25f5d86eff77bb63a39138e5d3866882593b6137c474f9a6e8fdcc62323cb86f","checklist","FALSE","FALSE","Stage XX (Apartment Bxx)","Ryman","BXX (XX Apartments, X Levels)","Level Pre Line, Post Line","Ground Level (Grid XX-YY)","ITP - R - Apartment Pre & Post Line (per area/grid)"
"aaf83232-65a5-4d1d-819b-dca5e87b09de","","folder-normal","not-started","","step","TRUE","FALSE","Stage XX (Apartment Bxx)","Ryman","BXX (XX Apartments, X Levels)","Level Pre Line, Post Line","Level 1 (Grid XX-YY)"
"31a01302-7c10-42a1-b33c-0037e91d0b05","","checklist-sectioned","not-started","25f5d86eff77bb63a39138e5d3866882593b6137c474f9a6e8fdcc62323cb86f","checklist","FALSE","FALSE","Stage XX (Apartment Bxx)","Ryman","BXX (XX Apartments, X Levels)","Level Pre Line, Post Line","Level 1 (Grid XX-YY)","ITP - R - Apartment Pre & Post Line (per area/grid)"
"381c8d29-b024-45f3-8896-0aa7aea498ed","","folder-normal","not-started","","step","TRUE","FALSE","Stage XX (Apartment Bxx)","Ryman","BXX (XX Apartments, X Levels)","Façade"
"69a01d5a-e37a-44dd-8d36-3d93460b7142","","checklist-sectioned","not-started","6c1156978af4174749e611839f7cc389017688408fe2a32927d4e29cc22be116","checklist","FALSE","FALSE","Stage XX (Apartment Bxx)","Ryman","BXX (XX Apartments, X Levels)","Façade","North Elevation - GL Grid XX-YY or something suitable"
"e87c5222-7b84-4429-9508-56cd75dfb742","","checklist-sectioned","not-started","6c1156978af4174749e611839f7cc389017688408fe2a32927d4e29cc22be116","checklist","FALSE","FALSE","Stage XX (Apartment Bxx)","Ryman","BXX (XX Apartments, X Levels)","Façade","North Elevation - GL Grid XX-YY or something suitable"
"103b5f16-fcbc-455d-ac69-4557b863e91a","","checklist-sectioned","not-started","6c1156978af4174749e611839f7cc389017688408fe2a32927d4e29cc22be116","checklist","FALSE","FALSE","Stage XX (Apartment Bxx)","Ryman","BXX (XX Apartments, X Levels)","Façade","North Elevation - GL Grid XX-YY or something suitable"
"c615a56a-d2e4-4fac-afe1-d4545fb218b4","","checklist-sectioned","not-started","6c1156978af4174749e611839f7cc389017688408fe2a32927d4e29cc22be116","checklist","FALSE","FALSE","Stage XX (Apartment Bxx)","Ryman","BXX (XX Apartments, X Levels)","Façade","North Elevation - GL Grid XX-YY or something suitable"
"65ba387a-e392-43cd-ada3-52fd9742f526","","checklist-sectioned","not-started","6c1156978af4174749e611839f7cc389017688408fe2a32927d4e29cc22be116","checklist","FALSE","FALSE","Stage XX (Apartment Bxx)","Ryman","BXX (XX Apartments, X Levels)","Façade","North Elevation - GL Grid XX-YY or something suitable"
"8c26d720-3fdc-4d66-a4d7-fa48aa399386","","checklist-sectioned","not-started","6c1156978af4174749e611839f7cc389017688408fe2a32927d4e29cc22be116","checklist","FALSE","FALSE","Stage XX (Apartment Bxx)","Ryman","BXX (XX Apartments, X Levels)","Façade","North Elevation - GL Grid XX-YY or something suitable"
"6b202a80-cbf1-4277-aed2-5a2a20eb7e86","","checklist-sectioned","not-started","6c1156978af4174749e611839f7cc389017688408fe2a32927d4e29cc22be116","checklist","FALSE","FALSE","Stage XX (Apartment Bxx)","Ryman","BXX (XX Apartments, X Levels)","Façade","North Elevation - GL Grid XX-YY or something suitable"
"03c95d8e-bcd4-4572-bc67-eeded80513e8","","checklist-sectioned","not-started","6c1156978af4174749e611839f7cc389017688408fe2a32927d4e29cc22be116","checklist","FALSE","FALSE","Stage XX (Apartment Bxx)","Ryman","BXX (XX Apartments, X Levels)","Façade","North Elevation - GL Grid XX-YY or something suitable"
"7f4823e3-4b6d-4550-b884-96e6ee1aea87","","folder-normal","not-started","","step","TRUE","FALSE","Stage XX (Apartment Bxx)","Ryman","BXX (XX Apartments, X Levels)","Apartment Fitout & Services"
"6328e34c-a791-4239-882d-6ea90095a5b0","","folder-normal","not-started","","step","TRUE","FALSE","Stage XX (Apartment Bxx)","Ryman","BXX (XX Apartments, X Levels)","Apartment Fitout & Services","Ground Level"
"283830bf-d142-433e-aba5-ef9c6185c641","","folder-normal","not-started","","step","TRUE","FALSE","Stage XX (Apartment Bxx)","Ryman","BXX (XX Apartments, X Levels)","Apartment Fitout & Services","Ground Level","Apartment G01"
"4339bdc4-f83a-419c-b761-fe2508186b86","","checklist-flat","not-started","ITP - R - Fitout (per unit)","checklist-flat","FALSE","FALSE","Stage XX (Apartment Bxx)","Ryman","BXX (XX Apartments, X Levels)","Apartment Fitout & Services","Ground Level","Apartment G01","Fitout"
"33f8d861-7a67-49e1-8db2-ec330a0b1eac","","checklist-sectioned","not-started","0919ff86d66edeaf6f76e2ba727741e3605c20d4781c89f18cfc123ba15bdf37","checklist","FALSE","FALSE","Stage XX (Apartment Bxx)","Ryman","BXX (XX Apartments, X Levels)","Apartment Fitout & Services","Ground Level","Apartment G01","Services"
"a1373eca-9195-4076-abb6-04cb730c832e","","folder-normal","not-started","","step","TRUE","FALSE","Stage XX (Apartment Bxx)","Ryman","BXX (XX Apartments, X Levels)","Apartment Fitout & Services","Ground Level","Apartment G02"
"63ea75f0-8e67-4f5a-a3b8-ce2b6363871b","","checklist-flat","not-started","ITP - R - Fitout (per unit)","checklist-flat","FALSE","FALSE","Stage XX (Apartment Bxx)","Ryman","BXX (XX Apartments, X Levels)","Apartment Fitout & Services","Ground Level","Apartment G02","Fitout"
"2b8e0acb-7b5c-4e19-a3f7-c94afb9c92f1","","checklist-sectioned","not-started","0919ff86d66edeaf6f76e2ba727741e3605c20d4781c89f18cfc123ba15bdf37","checklist","FALSE","FALSE","Stage XX (Apartment Bxx)","Ryman","BXX (XX Apartments, X Levels)","Apartment Fitout & Services","Ground Level","Apartment G02","Services"
"53e570e0-e67c-4d0e-aff0-a67ca80fe6eb","","folder-normal","not-started","","step","TRUE","FALSE","Stage XX (Apartment Bxx)","Ryman","BXX (XX Apartments, X Levels)","Apartment Fitout & Services","Ground Level","Main Entrance Common Area"
"b2e175f1-5cd7-4318-addb-9596dfc263d4","","checklist-sectioned","not-started","0919ff86d66edeaf6f76e2ba727741e3605c20d4781c89f18cfc123ba15bdf37","checklist","FALSE","FALSE","Stage XX (Apartment Bxx)","Ryman","BXX (XX Apartments, X Levels)","Apartment Fitout & Services","Ground Level","Main Entrance Common Area","Fitout"
"14666749-b7c3-4660-9487-1cd3ef700dd0","","folder-normal","not-started","","step","TRUE","FALSE","Stage XX (Apartment Bxx)","Ryman","BXX (XX Apartments, X Levels)","Apartment Fitout & Services","Level 1"
"09d13c40-83b9-4fd9-9b9e-ea9726bf3255","","folder-normal","not-started","","step","TRUE","FALSE","Stage XX (Apartment Bxx)","Ryman","BXX (XX Apartments, X Levels)","Apartment Fitout & Services","Level 1","Apartment 101"
"a995b0bf-7db2-452c-92c1-6f9c81c6199b","","checklist-flat","not-started","ITP - R - Fitout (per unit)","checklist-flat","FALSE","FALSE","Stage XX (Apartment Bxx)","Ryman","BXX (XX Apartments, X Levels)","Apartment Fitout & Services","Level 1","Apartment 101","Fitout"
"a1eca01f-5887-4900-9f38-c424b8c67dcd","","checklist-sectioned","not-started","0919ff86d66edeaf6f76e2ba727741e3605c20d4781c89f18cfc123ba15bdf37","checklist","FALSE","FALSE","Stage XX (Apartment Bxx)","Ryman","BXX (XX Apartments, X Levels)","Apartment Fitout & Services","Level 1","Apartment 101","Services"
"c9d3204b-ca63-4efe-b563-b17a8d217127","","folder-normal","not-started","","step","TRUE","FALSE","Stage XX (Apartment Bxx)","Ryman","BXX (XX Apartments, X Levels)","Apartment Fitout & Services","Level 1","Apartment 102"
"395b96fb-85a6-4eef-8b7c-73c3333f94c6","","checklist-flat","not-started","ITP - R - Fitout (per unit)","checklist-flat","FALSE","FALSE","Stage XX (Apartment Bxx)","Ryman","BXX (XX Apartments, X Levels)","Apartment Fitout & Services","Level 1","Apartment 102","Fitout"
"55994256-618a-42b9-a644-9577c314297f","","checklist-sectioned","not-started","0919ff86d66edeaf6f76e2ba727741e3605c20d4781c89f18cfc123ba15bdf37","checklist","FALSE","FALSE","Stage XX (Apartment Bxx)","Ryman","BXX (XX Apartments, X Levels)","Apartment Fitout & Services","Level 1","Apartment 102","Services"
"de36eb08-384f-4bcf-8190-208557b22bad","","folder-normal","not-started","","step","TRUE","FALSE","Stage XX (Apartment Bxx)","Ryman","BXX (XX Apartments, X Levels)","Apartment Fitout & Services","Level 1","Lift Common Area"
"73f6035b-95c7-4a97-bd18-91fdf2c85ac9","","checklist-sectioned","not-started","0919ff86d66edeaf6f76e2ba727741e3605c20d4781c89f18cfc123ba15bdf37","checklist","FALSE","FALSE","Stage XX (Apartment Bxx)","Ryman","BXX (XX Apartments, X Levels)","Apartment Fitout & Services","Level 1","Lift Common Area","Fitout"
"b7ad0041-8bbc-4492-8e91-9f3038fc73c6","","folder-normal","not-started","","step","TRUE","FALSE","Stage XX (Apartment Bxx)","Consultant Name 1"
"9dc2994a-27a6-4ee0-b688-b7b1ebbfd82b","","checklist-sectioned","not-started","I - C - Site Visit Report","checklist","FALSE","FALSE","Stage XX (Apartment Bxx)","Consultant Name 1","I - C - Site Visit Report"
"545ddefb-72b9-4916-aa7b-013e87bf14e6","","folder-normal","not-started","","step","TRUE","FALSE","Stage XX (Apartment Bxx)","Consultant Name 2"
"35ca2e23-f9bb-4c0e-8ad5-ed1230be6a84","","checklist-sectioned","not-started","I - C - Site Visit Report","checklist","FALSE","FALSE","Stage XX (Apartment Bxx)","Consultant Name 2","I - C - Site Visit Report"
"a3eec9af-5c39-4c61-8c11-1a53eb192458","","folder-normal","not-started","","step","TRUE","FALSE","Stage XX (Apartment Bxx)","Consultant Name 3"
"0882a5bb-f339-470c-9f9e-e8f4eabb4262","","checklist-sectioned","not-started","I - C - Site Visit Report","checklist","FALSE","FALSE","Stage XX (Apartment Bxx)","Consultant Name 3","I - C - Site Visit Report"
"28e58a51-760b-41ef-97a9-d2dd70c86bb6","","folder-normal","not-started","","step","TRUE","FALSE","Stage XX (Apartment Bxx)","Consultant Name 4"
"7a53661d-26a2-41eb-b5ab-871a7ec148a2","","checklist-sectioned","not-started","I - C - Site Visit Report","checklist","FALSE","FALSE","Stage XX (Apartment Bxx)","Consultant Name 4","I - C - Site Visit Report"
"3ee2ac05-37dc-44bd-83ee-f86fc587e1fc","","folder-normal","not-started","","step","TRUE","FALSE","Stage X (THB xx to xx)"
"7cde93f0-40a7-48c9-a5d3-70533a4a51c5","","folder-normal","not-started","","step","TRUE","FALSE","Stage X (THB xx to xx)","Ryman"
"afb6a308-e86e-4586-a9a2-fc791bb71b7a","","folder-normal","not-started","","step","TRUE","FALSE","Stage X (THB xx to xx)","Ryman","Contractors Allocated"
"d4811024-d3a5-41ab-9d49-5bdf025343fb","","folder-normal","not-started","","step","TRUE","FALSE","Stage X (THB xx to xx)","Ryman","Contractors Allocated","Subbie Name 1"
"0e52bc39-4dbf-41bd-94ed-b25826fdc57b","","checklist-flat","not-started","ITP - R - Contractor Allocation (Use at stage level for each subcontractor on the stage)","checklist-flat","FALSE","FALSE","Stage X (THB xx to xx)","Ryman","Contractors Allocated","Subbie Name 1","Pre-Start Review"
"cfe7b4ba-9445-409a-a22d-61c9c352ed13","","folder-normal","not-started","","step","TRUE","FALSE","Stage X (THB xx to xx)","Ryman","Contractors Allocated","Subbie Name 2"
"3dcb586b-df92-4c03-9a0c-0a05dbaad99c","","checklist-flat","not-started","ITP - R - Contractor Allocation (Use at stage level for each subcontractor on the stage)","checklist-flat","FALSE","FALSE","Stage X (THB xx to xx)","Ryman","Contractors Allocated","Subbie Name 2","Pre-Start Review"
"e000b256-6f84-445c-b867-f7c925c12652","","folder-normal","not-started","","step","TRUE","FALSE","Stage X (THB xx to xx)","Ryman","Contractors Allocated","Subbie Name 3"
