"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"4d8da1dc-6da0-48f5-bd36-5944b07dbb75","","folder-normal","work-in-progress","","step","TRUE","FALSE","Stage XX (Apartment Bxx)"
"1c7438a2-4bd9-466c-b760-d1e14efa3afb","","folder-normal","work-in-progress","","step","TRUE","FALSE","Stage XX (Apartment Bxx)","Ryman"
"f0267a79-ffca-4c1a-8be5-bdf49f9e25cf","","folder-normal","not-started","","step","TRUE","FALSE","Stage XX (Apartment Bxx)","Ryman","Contractors Allocated"
"3cd3a0df-5a41-401e-839d-f5218937afe8","","folder-normal","not-started","","step","TRUE","FALSE","Stage XX (Apartment Bxx)","Ryman","Contractors Allocated","Subbie Name 1"
"e125a3da-1136-45c9-aa3f-56b043476c8e","","checklist-flat","not-started","ITP - R - Contractor Allocation (Use at stage level for each subcontractor on the stage)","checklist-flat","FALSE","FALSE","Stage XX (Apartment Bxx)","Ryman","Contractors Allocated","Subbie Name 1","Pre-start Review"
"2c28fb72-e0ee-4c0e-a80a-ff31c2c8e140","","folder-normal","not-started","","step","TRUE","FALSE","Stage XX (Apartment Bxx)","Ryman","Contractors Allocated","Subbie Name 2"
"01f97b81-a021-4248-8ea7-4cc33157c27b","","checklist-flat","not-started","ITP - R - Contractor Allocation (Use at stage level for each subcontractor on the stage)","checklist-flat","FALSE","FALSE","Stage XX (Apartment Bxx)","Ryman","Contractors Allocated","Subbie Name 2","Pre-start Review"
"a8109ee6-c52b-4920-a783-c7570882a543","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Stage XX (Apartment Bxx)","Ryman","Contractors Allocated","Subbie Name 3"
"83c1e2a6-7e15-466f-873b-5f9de21939a1","","folder-normal","work-in-progress","","step","TRUE","FALSE","Stage XX (Apartment Bxx)","Ryman","BXX (XX Apartments, X Levels)"
"77d33e41-8199-4a03-be29-195241934f0e","","folder-normal","not-started","","step","TRUE","FALSE","Stage XX (Apartment Bxx)","Ryman","BXX (XX Apartments, X Levels)","Civil"
"4c8174e7-5b44-49ff-97ac-e46a227f3741","","checklist-sectioned","not-started","ITP - R - Excavation (Bulk and Detailed)","checklist","FALSE","FALSE","Stage XX (Apartment Bxx)","Ryman","BXX (XX Apartments, X Levels)","Civil","Excavation"
"036d60ec-045e-4995-a014-d2066534c15f","","checklist-sectioned","not-started","488d23da15b49dc608c87d27e1166a9c512324d0a9522cc86a47fd9f787149e2","checklist","FALSE","FALSE","Stage XX (Apartment Bxx)","Ryman","BXX (XX Apartments, X Levels)","Civil","Pipe Laying"
"7163fea0-d1b3-4859-a865-faab90edbbe7","","checklist-sectioned","not-started","ITP - R - Service Trenches (Common and Pulling Pits)","checklist","FALSE","FALSE","Stage XX (Apartment Bxx)","Ryman","BXX (XX Apartments, X Levels)","Civil","Service Trenches"
"1ba453d5-25cd-4c93-8d89-2591e047139a","","checklist-flat","not-started","ITP - R - Tanking/Waterproofing","checklist-flat","FALSE","FALSE","Stage XX (Apartment Bxx)","Ryman","BXX (XX Apartments, X Levels)","Civil","Tanking"
"1d45183b-ee29-46a5-99a6-a96cbc16182e","","folder-normal","not-started","","step","TRUE","FALSE","Stage XX (Apartment Bxx)","Ryman","BXX (XX Apartments, X Levels)","Foundation"
"2dc8bc56-8261-46b6-8ef2-cff85722ff0a","","folder-normal","not-started","","step","TRUE","FALSE","Stage XX (Apartment Bxx)","Ryman","BXX (XX Apartments, X Levels)","Foundation","Area A or Grid XX-YY"
"4597e0d7-0bce-4e7e-ab66-47274df2ad1c","","checklist-flat","not-started","ITP - R - On Grade Slab Pre-Pour (per area)","checklist-flat","FALSE","FALSE","Stage XX (Apartment Bxx)","Ryman","BXX (XX Apartments, X Levels)","Foundation","Area A or Grid XX-YY","Pre-Pour"
"3dc06d2e-399c-4cc4-9dff-afec2aa57809","","checklist-sectioned","not-started","ec46b1ee0de106b6baf812668e78fbbffa592fe41702ff0cd2ecfdb6aa3147da","checklist","FALSE","FALSE","Stage XX (Apartment Bxx)","Ryman","BXX (XX Apartments, X Levels)","Foundation","Area A or Grid XX-YY","Pour"
"523724e9-01e1-414a-983d-4a09a86eac1e","","checklist-flat","not-started","ITP - R - Foundation Piling","checklist-flat","FALSE","FALSE","Stage XX (Apartment Bxx)","Ryman","BXX (XX Apartments, X Levels)","Foundation","Area A or Grid XX-YY","Piling"
"4612ba53-f513-4650-81a3-c57d1d3edbde","","folder-normal","not-started","","step","TRUE","FALSE","Stage XX (Apartment Bxx)","Ryman","BXX (XX Apartments, X Levels)","Foundation","Area B or Grid XX-YY"
"d7b9b11a-c214-4c2a-8816-136e90288c0e","","checklist-flat","not-started","ITP - R - On Grade Slab Pre-Pour (per area)","checklist-flat","FALSE","FALSE","Stage XX (Apartment Bxx)","Ryman","BXX (XX Apartments, X Levels)","Foundation","Area B or Grid XX-YY","Pre-Pour"
"b957e81a-b99c-4393-8e9c-1dc017159ffd","","checklist-sectioned","not-started","ec46b1ee0de106b6baf812668e78fbbffa592fe41702ff0cd2ecfdb6aa3147da","checklist","FALSE","FALSE","Stage XX (Apartment Bxx)","Ryman","BXX (XX Apartments, X Levels)","Foundation","Area B or Grid XX-YY","Pour"
"4c944c32-00e8-4f27-8bcf-d437214df4c1","","checklist-flat","not-started","ITP - R - Foundation Piling","checklist-flat","FALSE","FALSE","Stage XX (Apartment Bxx)","Ryman","BXX (XX Apartments, X Levels)","Foundation","Area B or Grid XX-YY","Piling"
"cc6f4307-a110-4ffe-9eba-c498827a9388","","folder-normal","work-in-progress","","step","TRUE","FALSE","Stage XX (Apartment Bxx)","Ryman","BXX (XX Apartments, X Levels)","Structure"
"e73dd9eb-e9f4-4bb6-bb09-2b5f07bd9252","","folder-normal","work-in-progress","","step","TRUE","FALSE","Stage XX (Apartment Bxx)","Ryman","BXX (XX Apartments, X Levels)","Structure","Ground Level"
"e1bd32d9-4a4a-4ba2-ad67-7e801b256681","","folder-normal","work-in-progress","","step","TRUE","FALSE","Stage XX (Apartment Bxx)","Ryman","BXX (XX Apartments, X Levels)","Structure","Ground Level","Walls (Grid XX-YY)"
"12e6c140-a804-408e-93b7-44620f1f9ab7","","checklist-sectioned","work-in-progress","dd64dfd67fec0a6b8a635809f18e0c86c85a50bbe4617b778f1a52127a9a077d","checklist","FALSE","FALSE","Stage XX (Apartment Bxx)","Ryman","BXX (XX Apartments, X Levels)","Structure","Ground Level","Walls (Grid XX-YY)","Structure"
"ce44f32d-1c65-485f-b384-a5ad2cbad998","","checklist-sectioned","not-started","ITP - R - Apartment Structural Steel (per area/level)","checklist","FALSE","FALSE","Stage XX (Apartment Bxx)","Ryman","BXX (XX Apartments, X Levels)","Structure","Ground Level","Walls (Grid XX-YY)","Structural Steel Elements"
"6a1710a9-4225-4743-9b27-fab1d987eda9","","folder-normal","not-started","","step","TRUE","FALSE","Stage XX (Apartment Bxx)","Ryman","BXX (XX Apartments, X Levels)","Structure","Ground Level","Walls (Grid XX-YY)"
"180dc84a-c84b-4343-9b7b-e09af30e7795","","checklist-sectioned","not-started","dd64dfd67fec0a6b8a635809f18e0c86c85a50bbe4617b778f1a52127a9a077d","checklist","FALSE","FALSE","Stage XX (Apartment Bxx)","Ryman","BXX (XX Apartments, X Levels)","Structure","Ground Level","Walls (Grid XX-YY)","Structure"
"a423d4a4-5122-439d-8e7f-509a47c245ee","","checklist-sectioned","not-started","ITP - R - Apartment Structural Steel (per area/level)","checklist","FALSE","FALSE","Stage XX (Apartment Bxx)","Ryman","BXX (XX Apartments, X Levels)","Structure","Ground Level","Walls (Grid XX-YY)","Structural Steel Elements"
"de4c20df-f81d-4088-a6c1-eb04c1f4de4b","","folder-normal","not-started","","step","TRUE","FALSE","Stage XX (Apartment Bxx)","Ryman","BXX (XX Apartments, X Levels)","Structure","Ground Level","Walls (Grid XX-YY)"
