Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2
Overall Progress,,,,,
,Scope,,,,
,Rows,,,,
,,Building D - Ground Floor ,dynamic,Ground Floor ,Building D
,,Building D - Level 1,dynamic,Level 1,Building D
,,Building D - Level 2,dynamic,Level 2,Building D
,,Building D - Level 3 ,dynamic,Level 3 ,Building D
,,Building D - Level 4,dynamic,Level 4,Building D
,,Building D - Level 5,dynamic,Level 5,Building D
,,Building D - Level 6,dynamic,Level 6,Building D
,,Building D - Level 7,dynamic,Level 7,Building D
,,Building D - Level 8,dynamic,Level 8,Building D
,,Building D - Level 9,dynamic,Level 9,Building D
,,Building D - Level 10,dynamic,Level 10,Building D
,,Building D - Level 11,dynamic,Level 11,Building D
,,Building D - Level 12,dynamic,Level 12,Building D
,,Building D - Level 13,dynamic,Level 13,Building D
,,Building D - Level 14,dynamic,Level 14,Building D
,,Building D - Level 15,dynamic,Level 15,Building D
,,Building D - Level 16,dynamic,Level 16,Building D
,,Building D - Level 17,dynamic,Level 17,Building D
,,Building D - Level 18,dynamic,Level 18,Building D
,,Building D - Level 19,dynamic,Level 19,Building D
,,Building D - Level 20,dynamic,Level 20,Building D
,,Building E - Ground Floor ,dynamic,Ground Floor ,Building E
,,Building E - Level 1,dynamic,Level 1,Building E
,,Building E - Level 2,dynamic,Level 2,Building E
,,Building E - Level 3 ,dynamic,Level 3 ,Building E
,,Building E - Level 4,dynamic,Level 4,Building E
,,Building E - Level 5,dynamic,Level 5,Building E
,,Building E - Level 6,dynamic,Level 6,Building E
,,Building E - Level 7,dynamic,Level 7,Building E
,,Building E - Level 8,dynamic,Level 8,Building E
,,Building E - Level 9,dynamic,Level 9,Building E
,,Building E - Level 10,dynamic,Level 10,Building E
,,Building E - Level 11,dynamic,Level 11,Building E
,,Building E - Level 12,dynamic,Level 12,Building E
,,Building E - Level 13,dynamic,Level 13,Building E
,,Building E - Level 14,dynamic,Level 14,Building E
,,Building E - Level 15,dynamic,Level 15,Building E
,,Building E - Level 16,dynamic,Level 16,Building E
,,Building E - Level 17,dynamic,Level 17,Building E
,Columns,,,,
,,Bathroom & Laundry,,Bathroom & Laundry,
,,Balcony,,Balcony,
,,Hobs,,Hobs,
