Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,
Overall Progress,,,,,,,
,Scope,,,Site QA,,,
,Rows,,,,,,
,,LEVEL 01- GROUND FLOOR,grouping,LEVEL 01- GROUND FLOOR,,,
,,APT 101 - TERRACE,,Site QA,LEVEL 01- GROUND FLOOR,APT 101,TERRACE
,,APT 101 - PLANTER,,Site QA,LEVEL 01- GROUND FLOOR,APT 101,PLANTER
,,APT 101 - WC,,Site QA,LEVEL 01- GROUND FLOOR,APT 101,WC
,,APT 102 - TERRACE,,Site QA,LEVEL 01- GROUND FLOOR,APT 102,TERRACE
,,APT 102 - PLANTER,,Site QA,LEVEL 01- GROUND FLOOR,APT 102,PLANTER
,,APT 102 - WC,,Site QA,LEVEL 01- GROUND FLOOR,APT 102,WC
,,ARTIFICIAL TURF,,Site QA,LEVEL 01- GROUND FLOOR,ARTIFICIAL TURF,
,,TERRACE,,Site QA,LEVEL 01- GROUND FLOOR,TERRACE,
,,LOBBY,,Site QA,LEVEL 01- GROUND FLOOR,LOBBY,
,,PUMP ROOM,,Site QA,LEVEL 01- GROUND FLOOR,PUMP ROOM,
,,BIN STORAGE 1,,Site QA,LEVEL 01- GROUND FLOOR,BIN STORAGE 1,
,,BIN STORAGE 2,,Site QA,LEVEL 01- GROUND FLOOR,BIN STORAGE 2,
,,ENCLOSED WATER METERS - ,,Site QA,LEVEL 01- GROUND FLOOR,ENCLOSED WATER METERS,
,,LEVEL 02-MEZZANINE LEVEL,grouping,LEVEL 02-MEZZANINE LEVEL,,,
,,APT 101 - ENS-04,,Site QA,LEVEL 02-MEZZANINE LEVEL,APT 101,ENS-04
,,APT 101 - BATH-04,,Site QA,LEVEL 02-MEZZANINE LEVEL,APT 101,BATH-04
,,APT 101 - BALCONY,,Site QA,LEVEL 02-MEZZANINE LEVEL,APT 101,BALCONY
,,APT 102 - ENS-05,,Site QA,LEVEL 02-MEZZANINE LEVEL,APT 102,ENS-05
,,APT 102 - BATH-05,,Site QA,LEVEL 02-MEZZANINE LEVEL,APT 102,BATH-05
,,APT 102 - BALCONY,,Site QA,LEVEL 02-MEZZANINE LEVEL,APT 102,BALCONY
,,COMMUNAL SURFBOARD STORAGE,,Site QA,LEVEL 02-MEZZANINE LEVEL,COMMUNAL SURFBOARD STORAGE,
,,MANAGERS STORE,,Site QA,LEVEL 02-MEZZANINE LEVEL,MANAGERS STORE,
,,POT WATER,,Site QA,LEVEL 02-MEZZANINE LEVEL,POT WATER,
,,ELEC,,Site QA,LEVEL 02-MEZZANINE LEVEL,ELEC,
,,COMMS,,Site QA,LEVEL 02-MEZZANINE LEVEL,COMMS,
,,CW RISER,,Site QA,LEVEL 02-MEZZANINE LEVEL,CW RISER,
,,LEVEL 03- RESIDENTIAL,grouping,LEVEL 03- RESIDENTIAL,,,
,,APT 301 - ENS-02A,,Site QA,LEVEL 03- RESIDENTIAL,APT 301,ENS-02A
,,APT 301 - BATH-02A,,Site QA,LEVEL 03- RESIDENTIAL,APT 301,BATH-02A
,,APT 301 - LND-02A,,Site QA,LEVEL 03- RESIDENTIAL,APT 301,LND-02A
,,APT 301 - BALCONY,,Site QA,LEVEL 03- RESIDENTIAL,APT 301,BALCONY
,,APT 302 - ENS-02B,,Site QA,LEVEL 03- RESIDENTIAL,APT 302,ENS-02B
,,APT 302 - BATH-03,,Site QA,LEVEL 03- RESIDENTIAL,APT 302,BATH-03
,,APT 302 - BALCONY,,Site QA,LEVEL 03- RESIDENTIAL,APT 302,BALCONY
,,APT 302 - CW RISER,,Site QA,LEVEL 03- RESIDENTIAL,APT 302,CW RISER
,,APT 302 - COMMS,,Site QA,LEVEL 03- RESIDENTIAL,APT 302,COMMS
,,APT 302 - ELEC,,Site QA,LEVEL 03- RESIDENTIAL,APT 302,ELEC
,,APT 302 - PLANTER,,Site QA,LEVEL 03- RESIDENTIAL,APT 302,PLANTER
,,APT 303 - ENS-01A,,Site QA,LEVEL 03- RESIDENTIAL,APT 303,ENS-01A
,,APT 303 - LND-01A,,Site QA,LEVEL 03- RESIDENTIAL,APT 303,LND-01A
,,APT 303 - BATH-01A,,Site QA,LEVEL 03- RESIDENTIAL,APT 303,BATH-01A
,,APT 303 - BALCONY,,Site QA,LEVEL 03- RESIDENTIAL,APT 303,BALCONY
,,APT 303 - PLANTER,,Site QA,LEVEL 03- RESIDENTIAL,APT 303,PLANTER
,,APT 304 - ENS-01B,,Site QA,LEVEL 03- RESIDENTIAL,APT 304,ENS-01B
,,APT 304 - BATH-01B,,Site QA,LEVEL 03- RESIDENTIAL,APT 304,BATH-01B
,,APT 304 - LND-01B,,Site QA,LEVEL 03- RESIDENTIAL,APT 304,LND-01B
,,APT 304 - BALCONY,,Site QA,LEVEL 03- RESIDENTIAL,APT 304,BALCONY
,,APT 304 - PLANTER,,Site QA,LEVEL 03- RESIDENTIAL,APT 304,PLANTER
,,APT 305 - BATH-02B,,Site QA,LEVEL 03- RESIDENTIAL,APT 305,BATH-02B
,,APT 305 - ENS-02B,,Site QA,LEVEL 03- RESIDENTIAL,APT 305,ENS-02B
,,APT 305 - BALCONY,,Site QA,LEVEL 03- RESIDENTIAL,APT 305,BALCONY
,,APT 306 - BATH-01,,Site QA,LEVEL 03- RESIDENTIAL,APT 306,BATH-01
,,APT 306 - ENS-03,,Site QA,LEVEL 03- RESIDENTIAL,APT 306,ENS-03
,,APT 306 - LND-02A,,Site QA,LEVEL 03- RESIDENTIAL,APT 306,LND-02A
,,APT 306 - BALCONY,,Site QA,LEVEL 03- RESIDENTIAL,APT 306,BALCONY
,,APT 306 - PLANTER,,Site QA,LEVEL 03- RESIDENTIAL,APT 306,PLANTER
,,LEVEL 04,grouping,LEVEL 04,,,
,,APT 01 - BATH-02,,Site QA,LEVEL 04,APT 01,BATH-02
,,APT 01 - ENS-02,,Site QA,LEVEL 04,APT 01,ENS-02
,,APT 01 - LND-02A,,Site QA,LEVEL 04,APT 01,LND-02A
,,APT 01 - BALCONY,,Site QA,LEVEL 04,APT 01,BALCONY
,,APT-02 - ENS-02B,,Site QA,LEVEL 04,APT-02,ENS-02B
,,APT-02 - BATH,,Site QA,LEVEL 04,APT-02,BATH
,,APT-02 - LND-02A,,Site QA,LEVEL 04,APT-02,LND-02A
,,APT-02 - ELEC,,Site QA,LEVEL 04,APT-02,ELEC
,,APT-02 - COMMS,,Site QA,LEVEL 04,APT-02,COMMS
,,APT-02 - CW RISER,,Site QA,LEVEL 04,APT-02,CW RISER
,,APT-02 - BALCONY,,Site QA,LEVEL 04,APT-02,BALCONY
,,APT-03 - LND-01,,Site QA,LEVEL 04,APT-03,LND-01
,,APT-03 - BATH-01,,Site QA,LEVEL 04,APT-03,BATH-01
,,APT-03 - ENS-01A,,Site QA,LEVEL 04,APT-03,ENS-01A
,,APT-03 - BALCONY,,Site QA,LEVEL 04,APT-03,BALCONY
,,APT-04 - ENS-01B,,Site QA,LEVEL 04,APT-04,ENS-01B
,,APT-04 - BATH-01B,,Site QA,LEVEL 04,APT-04,BATH-01B
,,APT-04 - LND-01B,,Site QA,LEVEL 04,APT-04,LND-01B
,,APT-04 - BALCONY,,Site QA,LEVEL 04,APT-04,BALCONY
,,APT-05 - ENS-02C,,Site QA,LEVEL 04,APT-05,ENS-02C
