"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"4f97a56a-b131-4bc1-9d50-163de98b22ad","","work-in-progress","","folder","TRUE","FALSE","Site QA"
"742eea5f-7bc4-423c-8d6c-acfe6c0d1de5","","work-in-progress","Preliminary Activities and Materials Approval","checklist","FALSE","FALSE","Site QA","Prelim Activities"
"8746590b-a6bd-40d9-9ad8-bbdaac60d157","","pass","","folder","TRUE","FALSE","Site QA","ROY HILL IRON ORE BRIDGE - TEEROFF BEAMS"
"3be63bcc-c328-4f4d-9d12-4477115c31a5","","pass","Precast Beams","checklist","FALSE","FALSE","Site QA","ROY HILL IRON ORE BRIDGE - TEEROFF BEAMS","Cast 1 - Beam 1"
"d6b8ffca-d5e1-4173-b098-4df70a2a4c54","","pass","Precast Beams","checklist","FALSE","FALSE","Site QA","ROY HILL IRON ORE BRIDGE - TEEROFF BEAMS","Cast 2 - Beam 6"
"7988e93a-b514-40ae-9a49-d4ad75cc7823","","pass","Precast Beams","checklist","FALSE","FALSE","Site QA","ROY HILL IRON ORE BRIDGE - TEEROFF BEAMS","Cast 3 - Beam 2"
"a1ad0834-71ac-49be-b7e2-bf41a8bff919","","pass","Precast Beams","checklist","FALSE","FALSE","Site QA","ROY HILL IRON ORE BRIDGE - TEEROFF BEAMS","Cast 4 - Beam 3"
"6645a5e0-1973-4fda-a034-98ec28113062","","pass","Precast Beams","checklist","FALSE","FALSE","Site QA","ROY HILL IRON ORE BRIDGE - TEEROFF BEAMS","Cast 5 - Beam 4 "
"bbf65107-6698-4cb6-9060-faa3cfe7039f","","pass","Precast Beams","checklist","FALSE","FALSE","Site QA","ROY HILL IRON ORE BRIDGE - TEEROFF BEAMS","Cast 6-  Beam 5"
