type,name,values,prefix,postfix,usage count,user addable,template name,Resource Id
checklist,Greenslade Assembly Checklist,,,,,,,
section,Details,,,,,,,
checkpoint-no-status,Upload sketch diagrams here,,,,,,,
checkpoint,Apply sealant all around miter cut.,,,,,,,
checkpoint,Over seal underside of mite joint.,,,,,,,
checkpoint,Seal the interlocker (mullion block),,,,,,,
checkpoint,Over seal screw heads,,,,,,,
checkpoint,Ensure end dams and joints are well oversealed.,,,,,,,
checkpoint,Overseal the screw fixing and underside the sash adaptor,,,,,,,
