type,name,values,prefix,postfix,usage count,user addable,template name
checklist-flat,C#4 - Membrane work (Concrete walkway),,,,,,C#4 - Membrane work (Concrete walkway)
checkpoint,Application of primer,,,,,,
checkpoint,Installation of Profili Bitumen 20mm Angle Fillet,,,,,,
checkpoint,Installation of Nuraply 3PB and 3PM membrane onto existing concrete substrate,,,,,,
,,,,,,,
checklist-flat,C#5 - Membrane work (Planter Box),,,,,,C#5 - Membrane work (Planter Box)
checkpoint,Application of primer,,,,,,
checkpoint,Installation of Profili Bitumen 20mm Angle Fillet,,,,,,
checkpoint,Installation of Nuraply 3PB and 3PG membrane ,,,,,,
checkpoint,Installation of Nuralite Termination bar with sealants,,,,,,
checkpoint,Installation of Nuralite Greendrain and Heavy duty polythene protection,,,,,,
checkpoint,Installation of protection boards,,,,,,
