Rich Type,Id,Warnings,type,name,values,prefix,postfix,Usage Count,User Addable,Template Name,Template Id
checklist-flat,,,checklist,Transplumb General Works ITP,,,,,Yes,Transplumb General Works ITP,82737272-6e57-41c4-b954-12f7a309e43f
checkpoint-status,,,checkpoint,Has a Prestart & SWMS sign off been completed before works start,,,,,,,
checkpoint-status,,,checkpoint,Client notified of works to be carried out - description of works in comments below,,,,,,,
button,e56f8c2b-1e89-5486-9660-2bea1d5be952,,button,Do any of the works require pressure testing on completion,"Yes,No",,,,,,
checkpoint-status,,,checkpoint,All requested works completed,,,,,,,
checkpoint-status,,,checkpoint,Area clean & works signed off below,,,,,,,
