"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"16a2782d-ee4f-4d33-b468-deb50ecda756","","work-in-progress","","folder","TRUE","FALSE","INF-HSEQ CC0398-ITP-002 Bulk Earthworks"
"f4f032f3-3220-4789-a9e3-5ed86338c589","","work-in-progress","INF-HSEQ CC0398-ITP-002 Bulk Earthworks REV D","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-002 Bulk Earthworks","VIVA-BEW-002-038 - CWA115 - CENTRE SOUTH RD"
"7e1f8c51-22ff-4658-9143-d121e326f247","","work-in-progress","INF-HSEQ CC0398-ITP-002 Bulk Earthworks REV D","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-002 Bulk Earthworks","VIVA-BEW-002-039 - CWA113 - ROAD BEND"
"fc651388-351c-4a91-a2d3-a9d2bb1c206d","","work-in-progress","","folder","TRUE","FALSE","INF-HSEQ CC0398-ITP-003 Base Pavement Construction"
"e932dd82-f0a5-49ea-ac00-085a9ecbdbbd","","work-in-progress","2b601689dd20acc00fdf54a7bd896d3573e061690635d038b11c372942196739","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-003 Base Pavement Construction","VIVA-BPV-003-001 - East GRE"
"f6bc5ff4-b71e-46aa-a16c-090274169fe7","","pass","2b601689dd20acc00fdf54a7bd896d3573e061690635d038b11c372942196739","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-003 Base Pavement Construction","VIVA-BPV-003-002 - Cooling Water Tower"
"42e5e5e2-f2fb-4446-b5ec-27ada90db423","","pass","INF-HSEQ CC0398-ITP-003 Base Pavement Construction Rev 1","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-003 Base Pavement Construction","VIVA-BPV-003-003 - 175mm Pavement - Pour 1"
"61134578-d6b8-4276-b7a7-a40c988b626c","","pass","INF-HSEQ CC0398-ITP-003 Base Pavement Construction Rev 1","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-003 Base Pavement Construction","VIVA-BPV-003-004 - 175mm Pavement - Pour 2"
"d7c7a609-0a59-4563-be8e-25006ee6306e","","work-in-progress","INF-HSEQ CC0398-ITP-003 Base Pavement Construction Rev 1","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-003 Base Pavement Construction","VIVA-BPV-003-005 - 175mm Pavement - Pour 3"
"3560e90f-6c7b-4a3d-85c7-23e2e26bf135","","work-in-progress","INF-HSEQ CC0398-ITP-003 Base Pavement Construction Rev 1","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-003 Base Pavement Construction","VIVA-BPV-003-006 - 175mm Pavement - Pour 4"
"339fb4be-b3c8-4e51-80fb-0daf14ebeb5e","","work-in-progress","INF-HSEQ CC0398-ITP-003 Base Pavement Construction Rev 1","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-003 Base Pavement Construction","VIVA-BPV-003-007 - 175mm Pavement - Pour 5"
"de5dd0fc-e5e7-4d07-b632-148032bf2127","","work-in-progress","INF-HSEQ CC0398-ITP-003 Base Pavement Construction Rev 1","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-003 Base Pavement Construction","VIVA-BPV-003-008 - 175mm Pavement - Pour 6"
"710c076c-602f-4b61-854e-48f1839910b6","","work-in-progress","INF-HSEQ CC0398-ITP-003 Base Pavement Construction Rev 1","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-003 Base Pavement Construction","VIVA-BPV-003-009 - 175mm Pavement - Pour 7"
"67d2476d-1b60-4ecc-a5f6-959e30e05515","","work-in-progress","INF-HSEQ CC0398-ITP-003 Base Pavement Construction Rev 1","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-003 Base Pavement Construction","VIVA-BPV-003-010 - 175mm Pavement - Pour 8"
"e5c34e39-60eb-47fd-a0b2-6bc39a2ba415","","work-in-progress","INF-HSEQ CC0398-ITP-003 Base Pavement Construction Rev 1","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-003 Base Pavement Construction","VIVA-BPV-003-011 - 400mm Pavement - North PAR Area"
"a341c506-3bbd-499d-afb1-c087a2f3fa7b","","work-in-progress","INF-HSEQ CC0398-ITP-003 Base Pavement Construction Rev 1","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-003 Base Pavement Construction","VIVA-BPV-003-012 - 350mm Pavement - Subbase - Flare Road"
"b19b7774-c429-4477-a7de-44db7382069f","","work-in-progress","INF-HSEQ CC0398-ITP-003 Base Pavement Construction Rev 1","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-003 Base Pavement Construction","VIVA-BPV-003-013 - 400mm Pavement - South West"
"419d03f0-dcf3-4f86-8873-8b8723e83032","","work-in-progress","INF-HSEQ CC0398-ITP-003 Base Pavement Construction Rev 1","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-003 Base Pavement Construction","VIVA-BPV-003-014 - 400mm Pavement - Substation Area"
"355db436-6f53-452f-b2cb-27a8b76b33c4","","work-in-progress","INF-HSEQ CC0398-ITP-003 Base Pavement Construction Rev 1","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-003 Base Pavement Construction","VIVA-BPV-003-015 - 350mm Pavement - Subbase - South West"
"007e1bca-689a-4e98-a1a7-8cadbce9d729","","work-in-progress","INF-HSEQ CC0398-ITP-003 Base Pavement Construction Rev 1","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-003 Base Pavement Construction","VIVA-BPV-003-016 - 350mm Pavement - Base - South West"
"8a20508f-5eb9-485d-ab82-e54080a8b2ed","","work-in-progress","INF-HSEQ CC0398-ITP-003 Base Pavement Construction Rev 1","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-003 Base Pavement Construction","VIVA-BPV-003-017 - 400mm Pavement - West"
"e1d40525-1c0b-4438-857e-497d87c3cdd5","","work-in-progress","INF-HSEQ CC0398-ITP-003 Base Pavement Construction Rev 1","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-003 Base Pavement Construction","VIVA-BPV-003-018 - 350mm Class 2 Pavement - Flare Road"
"9077d59d-81c4-49af-8460-ec8169cb33ec","","work-in-progress","INF-HSEQ CC0398-ITP-003 Base Pavement Construction Rev 1","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-003 Base Pavement Construction","VIVA-BPV-003-019 - 350mm Pavement - Subbase - West"
"935913e0-1aa3-4336-9836-8bbafc097ebe","","work-in-progress","INF-HSEQ CC0398-ITP-003 Base Pavement Construction Rev 1","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-003 Base Pavement Construction","VIVA-BPV-003-020 - 350mm Pavement - Base - West"
"d303cdff-38a0-4ae7-94ba-0dce0ec879ad","","not-started","INF-HSEQ CC0398-ITP-003 Base Pavement Construction Rev 1","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-003 Base Pavement Construction","VIVA-BPV-003-021 - 350mm Pavement - Subbase - South"
"156dc5e4-b740-466d-9dd6-8395f289a21f","","not-started","INF-HSEQ CC0398-ITP-003 Base Pavement Construction Rev 1","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-003 Base Pavement Construction","VIVA-BPV-003-022 - 350mm Pavement - Base - South"
"a1f431a7-90cc-4d38-8000-a21a809cd98b","","work-in-progress","INF-HSEQ CC0398-ITP-003 Base Pavement Construction Rev 1","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-003 Base Pavement Construction","VIVA-BPV-003-023 - 400mm Pavement - Cooling Water Tower"
"bf236f1d-7f8d-4831-9cb1-1f221b44b667","","not-started","INF-HSEQ CC0398-ITP-003 Base Pavement Construction Rev 1","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-003 Base Pavement Construction","VIVA-BPV-003-024 - 400mm Pavement - Substation West"
"852e29e8-bc44-4651-893c-5068315e8a67","","not-started","INF-HSEQ CC0398-ITP-003 Base Pavement Construction Rev 1","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-003 Base Pavement Construction","VIVA-BPV-003-025 - 400mm Pavement - South"
"deda5346-3509-4829-ae32-f7c8573e4797","","pass","","folder","TRUE","FALSE","INF-HSEQ CC0398-ITP-011 Electrical Conduit Installation"
"b5039268-42e5-4fea-a74b-92cfd1e316eb","","pass","INF-HSEQ CC0398-ITP-014 Electrical Conduit Installation Rev 1","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-011 Electrical Conduit Installation","VIVA-E&I-011-001 - Substation"
"e77cbb46-1b34-42c1-916c-20c9c5bcaa2e","","pass","INF-HSEQ CC0398-ITP-014 Electrical Conduit Installation Rev 1","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-011 Electrical Conduit Installation","VIVA-E&I-011-002 - CWT E&I"
"3b65b96d-6168-484a-a1f1-973a99ca324c","","pass","INF-HSEQ CC0398-ITP-014 Electrical Conduit Installation Rev 1","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-011 Electrical Conduit Installation","VIVA-E&I-011-003 - Eastern Combined Trench"
"1a3f018a-37f8-423a-a1ef-511c2be6fee0","","pass","INF-HSEQ CC0398-ITP-014 Electrical Conduit Installation Rev 1","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-011 Electrical Conduit Installation","VIVA-E&I-011-004 - Duct Bank"
"b3917faa-6bd0-4e8e-8db0-17b9de878109","","pass","INF-HSEQ CC0398-ITP-014 Electrical Conduit Installation Rev 1","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-011 Electrical Conduit Installation","VIVA-E&I-011-005 - North - CWA111"
"4addc7e2-4207-4746-aff4-44db45cb4f4a","","pass","INF-HSEQ CC0398-ITP-014 Electrical Conduit Installation Rev 1","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-011 Electrical Conduit Installation","VIVA-E&I-011-006 - F5401/5402 to Fan Stack/PPS"
"e7189221-5cd5-4f9d-864d-278201bd1096","","pass","INF-HSEQ CC0398-ITP-014 Electrical Conduit Installation Rev 1","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-011 Electrical Conduit Installation","VIVA-E&I-011-007 - K5401 E&I Conduits"
"87f617ab-4cd0-4c47-abbb-b145a22ace1e","","work-in-progress","","folder","TRUE","FALSE","INF-HSEQ CC0398-ITP-021 Concrete Pavement Constructions"
"03a7ff01-2ecd-459e-a7cb-8810afdf6781","","work-in-progress","INF-HSEQ CC0398-ITP-021 Concrete Pavement Constructions Rev 0","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-021 Concrete Pavement Constructions","VIVA-FRP-021-001 - CWT 150mm Pavement"
"d0dfe737-9ea1-4798-9217-8dd2e56e8620","","work-in-progress","INF-HSEQ CC0398-ITP-021 Concrete Pavement Constructions Rev 0","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-021 Concrete Pavement Constructions","VIVA-FRP-021-002 - 175mm Pavement Pour 1"
"d7e2dce5-095b-4d8e-a8f3-b08fa13e540f","","work-in-progress","INF-HSEQ CC0398-ITP-021 Concrete Pavement Constructions Rev 0","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-021 Concrete Pavement Constructions","VIVA-FRP-021-003 - 175mm Pavement Pour 2"
"efec2ca9-fb03-4a8b-8bb7-12e03d2a3edf","","work-in-progress","INF-HSEQ CC0398-ITP-021 Concrete Pavement Constructions Rev 0","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-021 Concrete Pavement Constructions","VIVA-FRP-021-004 - 175mm Pavement Pour 3"
"d8406b74-2f01-48b6-b227-80ef2ad1a013","","work-in-progress","INF-HSEQ CC0398-ITP-021 Concrete Pavement Constructions Rev 0","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-021 Concrete Pavement Constructions","VIVA-FRP-021-005 - 175mm Pavement Pour 4"
"42dc59ee-33e5-4117-9304-15b6fc467e08","","work-in-progress","INF-HSEQ CC0398-ITP-021 Concrete Pavement Constructions Rev 0","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-021 Concrete Pavement Constructions","VIVA-FRP-021-006 - 175mm Pavement Pour 5"
"1e7d63f5-ea43-4cf6-9522-e96ee92ce730","","work-in-progress","INF-HSEQ CC0398-ITP-021 Concrete Pavement Constructions Rev 0","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-021 Concrete Pavement Constructions","VIVA-FRP-021-007 - 175mm Pavement Pour 6"
"b270e0de-d571-4735-9f7f-73c083aacbe6","","work-in-progress","INF-HSEQ CC0398-ITP-021 Concrete Pavement Constructions Rev 0","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-021 Concrete Pavement Constructions","VIVA-FRP-021-008 - 175mm Pavement Pour 7"
"e90b32c7-1086-4f63-868e-b4d98ea7ee13","","work-in-progress","INF-HSEQ CC0398-ITP-021 Concrete Pavement Constructions Rev 0","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-021 Concrete Pavement Constructions","VIVA-FRP-021-009 - 175mm Pavement Pour 8"
"0833bec1-8f30-4e95-af1c-b828633f9280","","work-in-progress","","folder","TRUE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings"
"ea377b33-ada0-4658-8a22-68c0e2494feb","","pass","d0f997f6e23c8ebbc87417e85ddceefa4d66b68c2484a41f0d141665d94e428b","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-004 - Cooling Water Tower Pile Cap"
"5e07385d-6bbd-48dd-96e7-ae1a45a3e1f6","","pass","d0f997f6e23c8ebbc87417e85ddceefa4d66b68c2484a41f0d141665d94e428b","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-005 - R5401/C5401 Pile Cap"
"64148f6c-4363-4c28-aaf0-c45ecfd58045","","pass","d0f997f6e23c8ebbc87417e85ddceefa4d66b68c2484a41f0d141665d94e428b","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-006 - C5402/C5404 Pile Caps"
"aa5cdc4a-7c1c-4385-9e0e-8c2a00ba56c4","","pass","d0f997f6e23c8ebbc87417e85ddceefa4d66b68c2484a41f0d141665d94e428b","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-007 - PAU01 Pile Cap - Excluding F1 (B1) & F1A (A1)"
"8f698c71-6a22-48c8-b70b-028a54a8e8df","","pass","d0f997f6e23c8ebbc87417e85ddceefa4d66b68c2484a41f0d141665d94e428b","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-008 - PAU02 Grid line B Pile Cap - Excluding F1(B1)"
"3aa557e9-474f-4117-addb-6b8657449d92","","pass","d0f997f6e23c8ebbc87417e85ddceefa4d66b68c2484a41f0d141665d94e428b","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-009 - PAR01 2A & 2B Pile Cap"
"1310c043-f846-4304-b0b6-5d67318b6f83","","pass","d0f997f6e23c8ebbc87417e85ddceefa4d66b68c2484a41f0d141665d94e428b","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-010 - PAR02 Pile Cap"
"ab729075-081d-4c48-b555-024ca0e58232","","pass","d0f997f6e23c8ebbc87417e85ddceefa4d66b68c2484a41f0d141665d94e428b","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-011 - BP01/02"
"e02fb7da-1ee3-48ed-9d29-73b46a4a5c3f","","pass","2d20ca15163e35da770e7b84e8552b5f67762c99679a254a4e99e231b1a793f4","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-012 - 101-MH-001, 101-MH-002"
"9e6e8724-b8dc-45c0-860a-af066613e858","","pass","2d20ca15163e35da770e7b84e8552b5f67762c99679a254a4e99e231b1a793f4","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-013 - 101-CB-005, 101-CB-006"
"19ee5a98-30cc-4297-829e-44c799b382f7","","pass","d0f997f6e23c8ebbc87417e85ddceefa4d66b68c2484a41f0d141665d94e428b","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-014 - CWT Stair Case Pile Caps"
"d3d86e9b-d274-47a8-b631-fd4a0536c977","","pass","d0f997f6e23c8ebbc87417e85ddceefa4d66b68c2484a41f0d141665d94e428b","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-015 - PAU02 Pile Cap GL A - Excluding F1A (A1)"
"505fb58a-b5ea-4683-bdec-499e6ad48442","","pass","2d20ca15163e35da770e7b84e8552b5f67762c99679a254a4e99e231b1a793f4","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-016 - PAU03 Pile Cap GL B"
"04dc5819-9fdf-42d0-ba2a-5d17bc99d123","","pass","d0f997f6e23c8ebbc87417e85ddceefa4d66b68c2484a41f0d141665d94e428b","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-017 - K5401A Base Slab"
"1316b0e2-c479-437a-9323-145f8c29e1ce","","pass","d0f997f6e23c8ebbc87417e85ddceefa4d66b68c2484a41f0d141665d94e428b","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-018 - K5401B Base Slab"
"e885a3a8-fae5-4857-a3af-bf466ca44bdf","","pass","d0f997f6e23c8ebbc87417e85ddceefa4d66b68c2484a41f0d141665d94e428b","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-019 - PAU01 Pile Cap - F1 (B1) & F1A (A1)"
"efa225ba-2814-4f75-a705-4ca2732bc522","","pass","d0f997f6e23c8ebbc87417e85ddceefa4d66b68c2484a41f0d141665d94e428b","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-020 - PAU02 Pile Cap - F1 (B1) & F1A (A1)"
"e5bf8e08-9974-41da-8e42-9571e562d81e","","pass","d0f997f6e23c8ebbc87417e85ddceefa4d66b68c2484a41f0d141665d94e428b","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-021 - C5402/C5404 Tie Beam "
"774f4138-174a-45c4-b723-ceaf24b87162","","pass","d0f997f6e23c8ebbc87417e85ddceefa4d66b68c2484a41f0d141665d94e428b","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-022 - PAR01 2A & 2B PED1A"
"93f38ac8-311e-4319-b91a-919bc227cc7b","","pass","2d20ca15163e35da770e7b84e8552b5f67762c99679a254a4e99e231b1a793f4","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-023 - PAR02 1A & 1B PED1A"
"1c71dd7a-113d-4d3e-b7d5-f364975eb98e","","pass","2d20ca15163e35da770e7b84e8552b5f67762c99679a254a4e99e231b1a793f4","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-024 - R5402 / R5403 Foundation"
"41b9d250-eb67-47a4-bccc-f258c2602dea","","pass","d0f997f6e23c8ebbc87417e85ddceefa4d66b68c2484a41f0d141665d94e428b","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-025 - PAU-03 F1A Foundation"
"6c5ddb66-dd67-4581-840d-ac36ec53fdb3","","pass","2d20ca15163e35da770e7b84e8552b5f67762c99679a254a4e99e231b1a793f4","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-026 - PAR-02 PED2"
"adfb2726-9652-4034-bc4d-03f6d7cc5d58","","work-in-progress","2d20ca15163e35da770e7b84e8552b5f67762c99679a254a4e99e231b1a793f4","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-027 - Cooling Tower Basin Walls"
"37849772-942d-4d46-b796-15081a484836","","pass","2d20ca15163e35da770e7b84e8552b5f67762c99679a254a4e99e231b1a793f4","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-028 - POC54 - Base"
"1c7d36a2-0664-4731-b7b8-84e86ef408fd","","pass","2d20ca15163e35da770e7b84e8552b5f67762c99679a254a4e99e231b1a793f4","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-029 - Substation F1 Footings"
"f1fe0e24-fbf3-4b90-a1e7-4c66cbf730d2","","pass","2d20ca15163e35da770e7b84e8552b5f67762c99679a254a4e99e231b1a793f4","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-030 - K5401A Foundation"
"d02f032d-25a4-49c8-82f2-7c8c108506ac","","pass","2d20ca15163e35da770e7b84e8552b5f67762c99679a254a4e99e231b1a793f4","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-031 - K5401B Foundation"
"5f650b86-6e0b-4b91-a470-5614f8fcfb41","","pass","2d20ca15163e35da770e7b84e8552b5f67762c99679a254a4e99e231b1a793f4","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-032 - Pit 101-CB-001"
"c2716690-69eb-4b0d-b03a-ecfa2b2a715e","","pass","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings Rev D","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-033 - Pit 101-CB-002"
"454a360e-aaf7-470e-b597-cbe7d89f5ec4","","pass","2d20ca15163e35da770e7b84e8552b5f67762c99679a254a4e99e231b1a793f4","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-034 - Pit 101-CB-003"
"80194640-3c24-4f02-9f29-1fb41d98a85e","","pass","2d20ca15163e35da770e7b84e8552b5f67762c99679a254a4e99e231b1a793f4","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-035 - Pit 101-CB-004"
"a6105242-462d-4b61-a915-a801ce4905a8","","pass","2d20ca15163e35da770e7b84e8552b5f67762c99679a254a4e99e231b1a793f4","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-036 - Pit 101-CB-007"
"c9817c05-b56c-4a8c-b06d-71b4b1d2b74c","","pass","2d20ca15163e35da770e7b84e8552b5f67762c99679a254a4e99e231b1a793f4","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-037 - Pit 101-CB-010"
"cd2c9587-b765-4d77-af3f-a6cae0e050e8","","pass","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings Rev D","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-038 - Pit 101-CB-011"
