"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"14195df9-417f-4240-8603-3a5cc1be9b3c","","folder-normal","","","step","TRUE","FALSE","Site QA"
"806b345a-9d26-49c9-821d-c3bfee65de6e","","folder-normal","","","step","TRUE","FALSE","Site QA","Early Works Package"
"9f723f63-383c-4a4a-b9fa-facb26f71e43","","folder-normal","","","step","TRUE","FALSE","Site QA","Early Works Package","Level Basement 02"
"9dc4df18-0002-4ac2-81b2-52638b191c3e","","folder-normal","","","step","TRUE","FALSE","Site QA","Early Works Package","Level Basement 02","Zone 53"
"49440f59-f34b-4939-9aa2-0430febc6d8a","","folder-normal","","","step","TRUE","FALSE","Site QA","Early Works Package","Ground floor building c"
"aded5141-e4ce-4947-b941-0515794977f8","","checklist-flat","","ITP 02 - Speedpanel","checklist-flat","FALSE","FALSE","Site QA","Early Works Package","Ground floor building c","ITP 02 - Speedpanel"
"b4ee5e6f-553e-41d6-8ca5-490f021146a4","","folder-normal","","","step","TRUE","FALSE","Site QA","Early Works Package","Ground floor building c","Zone 90"
"47f4d89a-8d09-49a7-be7c-ab8168a0fa0d","","checklist-flat","","ITP 01 - Rigid Board","checklist-flat","FALSE","FALSE","Site QA","Early Works Package","Ground floor building c","Zone 90","ITP 01 - Rigid Board"
"e45961c2-22f3-4243-bc33-d1c601c77c9b","","checklist-flat","","ITP 02 - Speedpanel","checklist-flat","FALSE","FALSE","Site QA","Early Works Package","Ground floor building c","Zone 90","ITP 02 - Speedpanel"
"8d80d6bc-182b-4481-9719-4e04f9ddad13","","folder-normal","","","step","TRUE","FALSE","Site QA","Early Works Package","Ground floor building c","Zone 93"
"db5e11bf-81ee-4aa8-aba4-c098b3ecc343","","checklist-flat","","ITP 02 - Speedpanel","checklist-flat","FALSE","FALSE","Site QA","Early Works Package","Ground floor building c","Zone 93","ITP 02 - Speedpanel"
"6934bd10-de4a-4970-a53a-9e49c049a3f8","","checklist-flat","","ITP 02 - Speedpanel","checklist-flat","FALSE","FALSE","Site QA","ITP 02 - Speedpanel"
"044d767e-8d87-4c48-a75c-72313ca100ad","","folder-normal","","","step","TRUE","FALSE","Site QA","Building C"
"e7cdb9fd-e481-4df5-ad14-3237ce225d64","","folder-normal","","","step","TRUE","FALSE","Site QA","Building C","Basement 1"
"45689f08-34cb-428a-8fb8-60566cc231df","","folder-normal","","","step","TRUE","FALSE","Site QA","Building C","Basement 1","Zone 93"
"a870bd10-e5b0-4e6f-9cd0-32ffd6140dec","","folder-normal","","","step","TRUE","FALSE","Site QA","Building C","Basement 1","Zone 93","B1.C.001"
"757b2cb4-793d-4ce0-ab20-5bc1e0b921bd","","checklist-flat","","ITP 01 - Rigid Board","checklist-flat","FALSE","FALSE","Site QA","Building C","Basement 1","Zone 93","B1.C.001","ITP 01 - Rigid Board"
"3df7634e-e358-44e4-9dca-0660d2a32c75","","checklist-flat","","ITP 02 - Speedpanel","checklist-flat","FALSE","FALSE","Site QA","Building C","Basement 1","Zone 93","B1.C.001","ITP 02 - Speedpanel"
"295a07bd-79f2-4058-ac39-26afae2906ea","","checklist-flat","","Wall Set Out","checklist-flat","FALSE","FALSE","Site QA","Building C","Basement 1","Zone 93","B1.C.001","Wall Set Out"
"d45aa5ad-0beb-47d4-b36c-72a4c55dd841","","checklist-flat","","Wall Framing","checklist-flat","FALSE","FALSE","Site QA","Building C","Basement 1","Zone 93","B1.C.001","Wall Framing"
"4d2bf296-2e56-4419-8ca6-db01edcaba29","","checklist-flat","","Wall Sheeting","checklist-flat","FALSE","FALSE","Site QA","Building C","Basement 1","Zone 93","B1.C.001","Wall Sheeting"
"62bfbe61-4282-4e41-92d6-c248bae9fe6c","","checklist-flat","","Wall Finishing","checklist-flat","FALSE","FALSE","Site QA","Building C","Basement 1","Zone 93","B1.C.001","Wall Finishing"
"c76d76e1-483a-48ec-8ba0-b3d358efaac9","","folder-normal","","","step","TRUE","FALSE","Site QA","Building C","Basement 1","Zone 93","B1.C.002"
"870cfd58-96c1-46f3-a70a-6cc99aa0aa12","","checklist-flat","","ITP 01 - Rigid Board","checklist-flat","FALSE","FALSE","Site QA","Building C","Basement 1","Zone 93","B1.C.002","ITP 01 - Rigid Board"
"ba89eb70-af11-48de-9902-b26e295a710d","","checklist-flat","","ITP 02 - Speedpanel","checklist-flat","FALSE","FALSE","Site QA","Building C","Basement 1","Zone 93","B1.C.002","ITP 02 - Speedpanel"
"9301ed1d-0ba1-40db-9758-f9bdd9bfa3a6","","folder-normal","","","step","TRUE","FALSE","Site QA","Building C","Basement 1","Zone 93","B1.C.003"
"854eeac0-8cfe-4aec-a95d-c1d6bb99470e","","checklist-flat","","ITP 01 - Rigid Board","checklist-flat","FALSE","FALSE","Site QA","Building C","Basement 1","Zone 93","B1.C.003","ITP 01 - Rigid Board"
"5e16634d-1a1b-4b40-9ce4-2369ef6acf08","","checklist-flat","","ITP 02 - Speedpanel","checklist-flat","FALSE","FALSE","Site QA","Building C","Basement 1","Zone 93","B1.C.003","ITP 02 - Speedpanel"
"53879dd2-dfd9-4bd5-a817-6253640d87ee","","folder-normal","","","step","TRUE","FALSE","Site QA","Building C","Lower Ground"
"0d0e7141-7aad-45f7-9351-c8bda542987a","","folder-normal","","","step","TRUE","FALSE","Site QA","Building C","Lower Ground","Zone 90"
"90975b22-ddbb-4dfe-9f09-2f2df450e6cd","","folder-normal","","","step","TRUE","FALSE","Site QA","Building C","Lower Ground","Zone 90","LG.C.001"
"49f40fbf-e6a8-4fad-ae45-29ca2d3466a0","","checklist-flat","","ITP 01 - Rigid Board","checklist-flat","FALSE","FALSE","Site QA","Building C","Lower Ground","Zone 90","LG.C.001","ITP 01 - Rigid Board"
"ea60211e-2312-4680-97e8-ba5bec3ae537","","checklist-flat","","ITP 02 - Speedpanel","checklist-flat","FALSE","FALSE","Site QA","Building C","Lower Ground","Zone 90","LG.C.001","ITP 02 - Speedpanel"
"9f15f94e-7bb1-42c3-b945-839dcce2460b","","checklist-flat","","Wall Set Out","checklist-flat","FALSE","FALSE","Site QA","Building C","Lower Ground","Zone 90","LG.C.001","Wall Set Out"
"e895817e-0ecb-49ef-b5d5-4fad4d5a9d69","","checklist-flat","","Wall Framing","checklist-flat","FALSE","FALSE","Site QA","Building C","Lower Ground","Zone 90","LG.C.001","Wall Framing"
"23b7da44-2e2d-4f98-afaf-cab4c9d183ab","","checklist-flat","","Wall Sheeting","checklist-flat","FALSE","FALSE","Site QA","Building C","Lower Ground","Zone 90","LG.C.001","Wall Sheeting"
"0cf3a2bb-c9f1-45eb-a0a3-9d7a6f9c2d33","","checklist-flat","","Wall Finishing","checklist-flat","FALSE","FALSE","Site QA","Building C","Lower Ground","Zone 90","LG.C.001","Wall Finishing"
"3427d86f-b65a-4d71-bf69-182feac32367","","folder-normal","","","step","TRUE","FALSE","Site QA","Building C","Lower Ground","Zone 90","LG.C.002"
"9065a714-f617-4763-9c34-efa35e212551","","checklist-flat","","ITP 01 - Rigid Board","checklist-flat","FALSE","FALSE","Site QA","Building C","Lower Ground","Zone 90","LG.C.002","ITP 01 - Rigid Board"
"e1ccd157-b97b-47c9-9187-a64cca543f31","","checklist-flat","","ITP 02 - Speedpanel","checklist-flat","FALSE","FALSE","Site QA","Building C","Lower Ground","Zone 90","LG.C.002","ITP 02 - Speedpanel"
"d90b4eac-0235-4075-b003-537288aa9ecc","","folder-normal","","","step","TRUE","FALSE","Site QA","Building C","Lower Ground","Zone 90","LG.C.003"
"879bcdcd-1d8e-4323-bc33-3d3650109778","","checklist-flat","","ITP 01 - Rigid Board","checklist-flat","FALSE","FALSE","Site QA","Building C","Lower Ground","Zone 90","LG.C.003","ITP 01 - Rigid Board"
"9ee08ce5-54a8-4e40-b551-e95ed5387b70","","checklist-flat","","ITP 02 - Speedpanel","checklist-flat","FALSE","FALSE","Site QA","Building C","Lower Ground","Zone 90","LG.C.003","ITP 02 - Speedpanel"
"c9805b94-a64d-4e18-b5bf-bf534820f214","","folder-normal","","","step","TRUE","FALSE","Site QA","Building C","Lower Ground","Zone 90","LG.C.004"
"4cdd3e93-31ae-4d98-8455-6d22e08b55bf","","checklist-flat","","ITP 01 - Rigid Board","checklist-flat","FALSE","FALSE","Site QA","Building C","Lower Ground","Zone 90","LG.C.004","ITP 01 - Rigid Board"
"a0c158e2-e706-442c-977a-20314a1d40d7","","checklist-flat","","ITP 02 - Speedpanel","checklist-flat","FALSE","FALSE","Site QA","Building C","Lower Ground","Zone 90","LG.C.004","ITP 02 - Speedpanel"
"bef962e1-ca8d-4688-b347-f573e8b9028d","","folder-normal","","","step","TRUE","FALSE","Site QA","Building C","Lower Ground","Zone 90","LG.C.012"
"ed4543e0-e068-4471-a45e-c1d1cf884f0a","","checklist-flat","","ITP 01 - Rigid Board","checklist-flat","FALSE","FALSE","Site QA","Building C","Lower Ground","Zone 90","LG.C.012","ITP 01 - Rigid Board"
"9c412994-2464-4ba4-9d78-4ac08aed8156","","checklist-flat","","ITP 02 - Speedpanel","checklist-flat","FALSE","FALSE","Site QA","Building C","Lower Ground","Zone 90","LG.C.012","ITP 02 - Speedpanel"
"752149b3-9e83-48d0-b49a-5f2b32c4bee0","","folder-normal","","","step","TRUE","FALSE","Site QA","Building C","Lower Ground","Zone 90","LG.C.013"
"a48e156a-eec4-415c-a6c0-5da49b188946","","checklist-flat","","ITP 01 - Rigid Board","checklist-flat","FALSE","FALSE","Site QA","Building C","Lower Ground","Zone 90","LG.C.013","ITP 01 - Rigid Board"
"0474a636-b1a5-4b7b-be3a-0502c6697121","","checklist-flat","","ITP 02 - Speedpanel","checklist-flat","FALSE","FALSE","Site QA","Building C","Lower Ground","Zone 90","LG.C.013","ITP 02 - Speedpanel"
"0c78c334-c3e4-4b9f-8259-90f5d00ae756","","folder-normal","","","step","TRUE","FALSE","Site QA","Building C","Lower Ground","Zone 90","LG.C.017"
"fce6e146-9b27-4cf4-8729-b26d1e37fbc7","","checklist-flat","","ITP 01 - Rigid Board","checklist-flat","FALSE","FALSE","Site QA","Building C","Lower Ground","Zone 90","LG.C.017","ITP 01 - Rigid Board"
"221d6b2f-5620-4c31-9dcb-7cda094d2975","","checklist-flat","","ITP 02 - Speedpanel","checklist-flat","FALSE","FALSE","Site QA","Building C","Lower Ground","Zone 90","LG.C.017","ITP 02 - Speedpanel"
"c48636a0-add2-4953-a87b-60e5f68afe54","","folder-normal","","","step","TRUE","FALSE","Site QA","Building C","Lower Ground","Zone 90","LG.C.018"
"f009b87b-e5dd-4bbb-b626-dc236df4fd8b","","checklist-flat","","ITP 01 - Rigid Board","checklist-flat","FALSE","FALSE","Site QA","Building C","Lower Ground","Zone 90","LG.C.018","ITP 01 - Rigid Board"
"ac76aa01-b550-4cf4-a042-f31bcb679224","","checklist-flat","","ITP 02 - Speedpanel","checklist-flat","FALSE","FALSE","Site QA","Building C","Lower Ground","Zone 90","LG.C.018","ITP 02 - Speedpanel"
"b1f77293-18d7-4bfd-b0c2-14a9540d5534","","folder-normal","","","step","TRUE","FALSE","Site QA","Building C","Lower Ground","Zone 93"
"a44ba579-7639-4c41-b597-ad34b102dacc","","folder-normal","","","step","TRUE","FALSE","Site QA","Building C","Lower Ground","Zone 93","LG.C.005"
"a17a732f-d6cb-4638-b913-c951da22501a","","checklist-flat","","ITP 01 - Rigid Board","checklist-flat","FALSE","FALSE","Site QA","Building C","Lower Ground","Zone 93","LG.C.005","ITP 01 - Rigid Board"
"1d1d843a-40be-4056-b0b2-338f49868a9f","","checklist-flat","","ITP 02 - Speedpanel","checklist-flat","FALSE","FALSE","Site QA","Building C","Lower Ground","Zone 93","LG.C.005","ITP 02 - Speedpanel"
"2b2b1b2b-d593-4754-8d3a-7384d103df59","","checklist-flat","","Wall Set Out","checklist-flat","FALSE","FALSE","Site QA","Building C","Lower Ground","Zone 93","LG.C.005","Wall Set Out"
"7d00a36b-c87d-4d5f-bc9b-f4b99c6b7b45","","checklist-flat","","Wall Framing","checklist-flat","FALSE","FALSE","Site QA","Building C","Lower Ground","Zone 93","LG.C.005","Wall Framing"
"45b81b32-9235-4857-9eba-519423eddd39","","checklist-flat","","Wall Sheeting","checklist-flat","FALSE","FALSE","Site QA","Building C","Lower Ground","Zone 93","LG.C.005","Wall Sheeting"
"5b7abf1d-d42e-4e4a-9514-054b9145c64e","","checklist-flat","","Wall Finishing","checklist-flat","FALSE","FALSE","Site QA","Building C","Lower Ground","Zone 93","LG.C.005","Wall Finishing"
"2f16ba1c-a428-472e-9cdb-728e8f3d5ee5","","folder-normal","","","step","TRUE","FALSE","Site QA","Building C","Lower Ground","Zone 93","LG.B.586"
"893ff461-3601-4a14-b0e9-bf759e33ff6e","","checklist-flat","","ITP 01 - Rigid Board","checklist-flat","FALSE","FALSE","Site QA","Building C","Lower Ground","Zone 93","LG.B.586","ITP 01 - Rigid Board"
"f31faedf-bb7b-42c7-ae22-8e54d0df7e93","","checklist-flat","","ITP 02 - Speedpanel","checklist-flat","FALSE","FALSE","Site QA","Building C","Lower Ground","Zone 93","LG.B.586","ITP 02 - Speedpanel"
"c8a1b1ae-2fd8-40b2-8dfe-9dbba5d0a830","","folder-normal","","","step","TRUE","FALSE","Site QA","Building C","Lower Ground","Zone 93","LG.B.587"
"728ff512-c429-4259-ae09-c85af3b48c6f","","checklist-flat","","ITP 01 - Rigid Board","checklist-flat","FALSE","FALSE","Site QA","Building C","Lower Ground","Zone 93","LG.B.587","ITP 01 - Rigid Board"
