"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"14195df9-417f-4240-8603-3a5cc1be9b3c","","folder-normal","","","step","TRUE","FALSE","Site QA"
"806b345a-9d26-49c9-821d-c3bfee65de6e","","folder-normal","","","step","TRUE","FALSE","Site QA","Early Works Package"
"9f723f63-383c-4a4a-b9fa-facb26f71e43","","folder-normal","","","step","TRUE","FALSE","Site QA","Early Works Package","Level Basement 02"
"9dc4df18-0002-4ac2-81b2-52638b191c3e","","folder-normal","","","step","TRUE","FALSE","Site QA","Early Works Package","Level Basement 02","Zone 53"
"93954df7-d2ce-4bbd-b9c8-5200877874ee","","checklist-flat","","ITP 02 - Speedpanel","checklist-flat","FALSE","FALSE","Site QA","Early Works Package","Level Basement 02","Zone 53","Speedpanel"
"40374284-2709-4bfd-829c-f7d02ff912b0","","folder-normal","","","step","TRUE","FALSE","Site QA","Early Works Package","Level Basement 02","Zone 56"
"64b387e4-61e2-462c-979e-e4c8f4ffa4aa","","checklist-flat","","ITP 02 - Speedpanel","checklist-flat","FALSE","FALSE","Site QA","Early Works Package","Level Basement 02","Zone 56","Speedpanel"
"5945fa5e-3aa6-47e2-8e1e-e0167262aabd","","folder-normal","","","step","TRUE","FALSE","Site QA","Early Works Package","Level Basement 01"
"f4c5f476-8824-417b-b8c1-cba27dbab2d3","","folder-normal","","","step","TRUE","FALSE","Site QA","Early Works Package","Level Basement 01","Zone 52"
"7317af91-9107-448d-99d6-53795d8794b5","","checklist-flat","","ITP 01 - Rigid Board","checklist-flat","FALSE","FALSE","Site QA","Early Works Package","Level Basement 01","Zone 52","Rigid Board"
"e362d835-6d5a-4469-a50d-4f691faaaf04","","folder-normal","","","step","TRUE","FALSE","Site QA","Early Works Package","Level Basement 01","Zone 53"
"64857564-885a-4a76-976b-fc46d480d2ea","","checklist-flat","","ITP 01 - Rigid Board","checklist-flat","FALSE","FALSE","Site QA","Early Works Package","Level Basement 01","Zone 53","Rigid Board"
"b342f419-95e0-4e24-987d-51dabd3b2422","","checklist-flat","","ITP 02 - Speedpanel","checklist-flat","FALSE","FALSE","Site QA","Early Works Package","Level Basement 01","Zone 53","Speedpanel"
"6835d167-71fe-4569-8dfa-898c1f7a5ec6","","folder-normal","","","step","TRUE","FALSE","Site QA","Early Works Package","Level Basement 01","Zone 55"
"7cd5fb30-34a3-4b0c-b216-04124d89aeb0","","checklist-flat","","ITP 01 - Rigid Board","checklist-flat","FALSE","FALSE","Site QA","Early Works Package","Level Basement 01","Zone 55","Rigid Board"
"1686b74b-b291-436c-960e-38acf67c1c0a","","folder-normal","","","step","TRUE","FALSE","Site QA","Early Works Package","Level Basement 01","Zone 56"
"362f132b-0f4c-4659-86f5-69537f0aebba","","checklist-flat","","ITP 01 - Rigid Board","checklist-flat","FALSE","FALSE","Site QA","Early Works Package","Level Basement 01","Zone 56","Rigid Board"
"59c62a77-5197-4618-958b-5de4f3c51f76","","checklist-flat","","ITP 02 - Speedpanel","checklist-flat","FALSE","FALSE","Site QA","Early Works Package","Level Basement 01","Zone 56","Speedpanel"
"ed8ee694-5a81-41a4-a263-293efbd9a9bd","","folder-normal","","","step","TRUE","FALSE","Site QA","Early Works Package","Level Basement 01","Zone 58"
"dbec674e-d828-443b-be18-cf6badff4640","","checklist-flat","","ITP 01 - Rigid Board","checklist-flat","FALSE","FALSE","Site QA","Early Works Package","Level Basement 01","Zone 58","Rigid Board"
"f18d0fb9-61f4-4516-b7f8-e75f36abf120","","folder-normal","","","step","TRUE","FALSE","Site QA","Early Works Package","Level Basement 01","Zone 59"
"736adfcc-2e7b-4c49-abbf-a7336ad62d3d","","checklist-flat","","ITP 01 - Rigid Board","checklist-flat","FALSE","FALSE","Site QA","Early Works Package","Level Basement 01","Zone 59","Rigid Board"
"8dc7ee64-6cd7-4515-8db8-11e3970099d1","","folder-normal","","","step","TRUE","FALSE","Site QA","Early Works Package","Level Basement 01","Zone 60"
"0ee03667-ade6-4907-b4ce-5df167ab0177","","checklist-flat","","ITP 01 - Rigid Board","checklist-flat","FALSE","FALSE","Site QA","Early Works Package","Level Basement 01","Zone 60","Rigid Board"
"e891316c-1e13-4659-8fe8-d49d0aa5c16f","","folder-normal","","","step","TRUE","FALSE","Site QA","Early Works Package","Level Basement 01","Zone 61"
"09400967-b49d-418d-8057-a036200682f0","","checklist-flat","","ITP 01 - Rigid Board","checklist-flat","FALSE","FALSE","Site QA","Early Works Package","Level Basement 01","Zone 61","Rigid Board"
"5d7ee5ac-a9d6-41f9-9e64-f5701275258d","","folder-normal","","","step","TRUE","FALSE","Site QA","Early Works Package","Level Basement 01","Zone 72"
"bc9c083c-178c-4f82-b848-6fc52479c53b","","checklist-flat","","ITP 01 - Rigid Board","checklist-flat","FALSE","FALSE","Site QA","Early Works Package","Level Basement 01","Zone 72","Rigid Board"
"21f7a171-0451-4599-9427-47cd6853ebed","","checklist-flat","","ITP 02 - Speedpanel","checklist-flat","FALSE","FALSE","Site QA","Early Works Package","Level Basement 01","Zone 72","Speedpanel"
"e5063254-7c97-40a4-85ce-66f9161e0990","","folder-normal","","","step","TRUE","FALSE","Site QA","Early Works Package","Level Basement 01","Zone 73"
"dbfd9a7d-a4f7-415b-b671-9d72d0a8743e","","checklist-flat","","ITP 01 - Rigid Board","checklist-flat","FALSE","FALSE","Site QA","Early Works Package","Level Basement 01","Zone 73","Rigid Board"
"6df086bf-1fb1-4a8d-bad3-9b4180258348","","checklist-flat","","ITP 02 - Speedpanel","checklist-flat","FALSE","FALSE","Site QA","Early Works Package","Level Basement 01","Zone 73","Speedpanel"
"57466f51-08ba-4de7-b579-6a263ea707ef","","folder-normal","","","step","TRUE","FALSE","Site QA","Early Works Package","Level Basement 01","Zone 74"
"aeaf6a38-105d-4026-92ca-cef3d3406070","","checklist-flat","","ITP 02 - Speedpanel","checklist-flat","FALSE","FALSE","Site QA","Early Works Package","Level Basement 01","Zone 74","Speedpanel"
"0a129e66-53b3-4223-8ca6-2aeaeb3c5c02","","folder-normal","","","step","TRUE","FALSE","Site QA","Early Works Package","Level Basement 01","Zone 75"
"12a991a8-7cc7-45de-8cc8-9fa78edce40c","","checklist-flat","","ITP 01 - Rigid Board","checklist-flat","FALSE","FALSE","Site QA","Early Works Package","Level Basement 01","Zone 75","Rigid Board"
"619788fe-f803-4612-87f5-dfc20ffc6e8c","","checklist-flat","","ITP 02 - Speedpanel","checklist-flat","FALSE","FALSE","Site QA","Early Works Package","Level Basement 01","Zone 75","Speedpanel"
"e153c992-09c8-4fd6-8fbf-92485ea372af","","folder-normal","","","step","TRUE","FALSE","Site QA","Early Works Package","Lower Ground"
"fa93957c-2775-4049-9e14-d5d735f3a787","","folder-normal","","","step","TRUE","FALSE","Site QA","Early Works Package","Lower Ground","Zone 80"
"29b20ec9-5c25-4ee2-adfd-f559ce75298d","","checklist-flat","","ITP 02 - Speedpanel","checklist-flat","FALSE","FALSE","Site QA","Early Works Package","Lower Ground","Zone 80","Speedpanel"
"68afadff-3041-49c6-a9d9-9f9296984d81","","folder-normal","","","step","TRUE","FALSE","Site QA","Early Works Package","Lower Ground","Zone 84"
"a2d1a153-4b3c-457f-a6b6-5b4ece870d1b","","checklist-flat","","ITP 01 - Rigid Board","checklist-flat","FALSE","FALSE","Site QA","Early Works Package","Lower Ground","Zone 84","Rigid Board"
"21cb9d0e-e7a5-4062-ab73-2f45cf35180a","","checklist-flat","","ITP 02 - Speedpanel","checklist-flat","FALSE","FALSE","Site QA","Early Works Package","Lower Ground","Zone 84","Speedpanel"
"9bac55e3-3660-4805-a884-7b36f21af380","","folder-normal","","","step","TRUE","FALSE","Site QA","Early Works Package","Lower Ground","Zone 85"
"3bd67a2e-aabe-4756-9aff-ce09731e2a9a","","checklist-flat","","ITP 01 - Rigid Board","checklist-flat","FALSE","FALSE","Site QA","Early Works Package","Lower Ground","Zone 85","Rigid Board"
"eb788805-c3b0-4719-9bee-f96f817ed9eb","","folder-normal","","","step","TRUE","FALSE","Site QA","Early Works Package","Lower Ground","Zone 90"
"e58975cd-2b49-496a-8d60-7250050e7ea2","","checklist-flat","","ITP 01 - Rigid Board","checklist-flat","FALSE","FALSE","Site QA","Early Works Package","Lower Ground","Zone 90","Rigid Board"
"bece0d96-2288-4965-bb11-342dbc25088c","","checklist-flat","","ITP 02 - Speedpanel","checklist-flat","FALSE","FALSE","Site QA","Early Works Package","Lower Ground","Zone 90","Speedpanel"
"47380413-9c7c-4304-892f-094163d82c8c","","folder-normal","","","step","TRUE","FALSE","Site QA","Early Works Package","Lower Ground","Zone 93"
"8c1bfc7c-def3-4e81-a9c0-0bbee45f6071","","checklist-flat","","ITP 02 - Speedpanel","checklist-flat","FALSE","FALSE","Site QA","Early Works Package","Lower Ground","Zone 93","Speedpanel"
"7551542d-4ebc-4352-a1fe-e6174019f6de","","folder-normal","","","step","TRUE","FALSE","Site QA","Early Works Package","Lower Ground Mezz"
"5524e04f-7438-4d19-a2f2-55e7db11e8ad","","folder-normal","","","step","TRUE","FALSE","Site QA","Early Works Package","Lower Ground Mezz","Zone 78"
"bd1e4c6a-a8ab-429e-b8c1-fc46eed49d27","","checklist-flat","","ITP 01 - Rigid Board","checklist-flat","FALSE","FALSE","Site QA","Early Works Package","Lower Ground Mezz","Zone 78","Rigid Board"
"9db010f4-1815-4da9-b994-54ffe0e2171b","","folder-normal","","","step","TRUE","FALSE","Site QA","Early Works Package","Lower Ground Mezz","Zone 79"
"df80181c-98a3-4016-adc0-df4c72318f28","","checklist-flat","","ITP 01 - Rigid Board","checklist-flat","FALSE","FALSE","Site QA","Early Works Package","Lower Ground Mezz","Zone 79","Rigid Board"
"03476225-3317-46e6-8e7b-a9a7aebb546b","","folder-normal","","","step","TRUE","FALSE","Site QA","Early Works Package","Lower Ground Mezz","Zone 80"
"725dcab8-fb1f-4e28-bea9-4277dab06ac1","","checklist-flat","","ITP 01 - Rigid Board","checklist-flat","FALSE","FALSE","Site QA","Early Works Package","Lower Ground Mezz","Zone 80","Rigid Board"
"3a6a7ccc-5c28-45e2-ae78-9d017ff793f6","","folder-normal","","","step","TRUE","FALSE","Site QA","Early Works Package","Lower Ground Mezz","Zone 81"
"20f1744c-9036-49c6-824a-9a9b43f58b6a","","checklist-flat","","ITP 01 - Rigid Board","checklist-flat","FALSE","FALSE","Site QA","Early Works Package","Lower Ground Mezz","Zone 81","Rigid Board"
"53b7b30a-84a4-40f6-b689-52a592ab8980","","folder-normal","","","step","TRUE","FALSE","Site QA","Early Works Package","Lower Ground Mezz","Zone 82"
"0bb7dd30-3507-4b3d-a0ed-b3aa5ce2c401","","checklist-flat","","ITP 01 - Rigid Board","checklist-flat","FALSE","FALSE","Site QA","Early Works Package","Lower Ground Mezz","Zone 82","Rigid Board"
"2510c614-4b7e-4b9c-96b8-c9eee92e2857","","checklist-flat","","ITP 02 - Speedpanel","checklist-flat","FALSE","FALSE","Site QA","Early Works Package","Lower Ground Mezz","Zone 82","Speedpanel"
"367dd950-ce08-47e0-b0cf-e375ce1649fe","","folder-normal","","","step","TRUE","FALSE","Site QA","Early Works Package","Lower Ground Mezz","Zone 83"
"0ba60430-9a02-4261-a37e-59e48e8c556a","","checklist-flat","","ITP 01 - Rigid Board","checklist-flat","FALSE","FALSE","Site QA","Early Works Package","Lower Ground Mezz","Zone 83","Rigid Board"
"a8e06cff-bcff-4e96-9366-5f4b6248ece2","","checklist-flat","","ITP 02 - Speedpanel","checklist-flat","FALSE","FALSE","Site QA","Early Works Package","Lower Ground Mezz","Zone 83","Speedpanel"
"c4da86f6-95cf-45b1-bbfc-e588a73853ff","","folder-normal","","","step","TRUE","FALSE","Site QA","Early Works Package","Lower Ground Mezz","Zone 84"
"60d62e52-7bbc-4d71-afdc-c442cfe452a3","","checklist-flat","","ITP 01 - Rigid Board","checklist-flat","FALSE","FALSE","Site QA","Early Works Package","Lower Ground Mezz","Zone 84","Rigid Board"
"0cf0c84d-1cc3-451f-a212-f405dceccdf3","","folder-normal","","","step","TRUE","FALSE","Site QA","Early Works Package","Lower Ground Mezz","Zone 85"
"fed52fb5-9674-4390-92f8-47b22e4cd0e8","","checklist-flat","","ITP 01 - Rigid Board","checklist-flat","FALSE","FALSE","Site QA","Early Works Package","Lower Ground Mezz","Zone 85","Rigid Board"
"ac43bb0d-91ef-4e1f-a379-de9427c2c637","","folder-normal","","","step","TRUE","FALSE","Site QA","Early Works Package","Lower Ground Mezz","Zone 90"
"2578c67c-057f-4e66-b9e5-c90561ceb09e","","checklist-flat","","ITP 01 - Rigid Board","checklist-flat","FALSE","FALSE","Site QA","Early Works Package","Lower Ground Mezz","Zone 90","Rigid Board"
"64c2b6d4-fe23-4648-8ff0-b2319ec78c9f","","checklist-flat","","ITP 02 - Speedpanel","checklist-flat","FALSE","FALSE","Site QA","Early Works Package","Lower Ground Mezz","Zone 90","Speedpanel"
"94672e58-e693-4e24-86a2-dd731c80c09e","","folder-normal","","","step","TRUE","FALSE","Site QA","Early Works Package","Lower Ground Mezz","Zone 91"
"85961daa-b18a-4bcc-8d5a-e6b72226026e","","checklist-flat","","ITP 01 - Rigid Board","checklist-flat","FALSE","FALSE","Site QA","Early Works Package","Lower Ground Mezz","Zone 91","Rigid Board"
"53630b52-8586-4d36-8e38-8b61fa67308c","","folder-normal","","","step","TRUE","FALSE","Site QA","Early Works Package","Lower Ground Mezz","Zone 92"
"b5881650-fa79-47eb-8fa4-254d6e1c5cc9","","checklist-flat","","ITP 01 - Rigid Board","checklist-flat","FALSE","FALSE","Site QA","Early Works Package","Lower Ground Mezz","Zone 92","Rigid Board"
"a4cfc57b-c8ef-416f-857e-e512da577952","","folder-normal","","","step","TRUE","FALSE","Site QA","Early Works Package","Lower Ground Mezz","Zone 93"
"e36c4b39-dbdc-4a01-8fbd-235c965e567a","","checklist-flat","","ITP 01 - Rigid Board","checklist-flat","FALSE","FALSE","Site QA","Early Works Package","Lower Ground Mezz","Zone 93","Rigid Board"
"8e8ebf43-8156-41e0-ab4c-b97585419bcf","","checklist-flat","","ITP 02 - Speedpanel","checklist-flat","FALSE","FALSE","Site QA","Early Works Package","Lower Ground Mezz","Zone 93","ITP 02 - Speedpanel"
