Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,
Overall Progress,,,,,,,
,Scope,,,,,,
,Rows,,,,,,
,,Early Works Package - Level Basement 02,dynamic,Site QA,Early Works Package,Level Basement 02,
,,Early Works Package - Level Basement 01,dynamic,Site QA,Early Works Package,Level Basement 01,
,,Early Works Package - Lower Ground,dynamic,Site QA,Early Works Package,Lower Ground,
,,Early Works Package - Lower Ground Mezz,dynamic,Site QA,Early Works Package,Lower Ground Mezz,
,,Early Works Package - Ground floor building c,dynamic,Site QA,Early Works Package,Ground floor building c,
,,Building C - Basement 1 - Zone 93,dynamic,Site QA,Building C,Basement 1,Zone 93
,,Building C - Lower Ground - Zone 90,dynamic,Site QA,Building C,Lower Ground,Zone 90
,,Building C - Lower Ground - Zone 93,dynamic,Site QA,Building C,Lower Ground,Zone 93
,,Building C - Lower Ground Mezzanine - Zone 90,dynamic,Site QA,Building C,Lower Ground Mezzanine,Zone 90
,,Building C - Lower Ground Mezzanine - Zone 92,dynamic,Site QA,Building C,Lower Ground Mezzanine,Zone 92
,,Building C - Lower Ground Mezzanine - Zone 93,dynamic,Site QA,Building C,Lower Ground Mezzanine,Zone 93
,,Building C - Ground floor,dynamic,Site QA,Building C,Ground floor,
,,Building C - Level 1,dynamic,Site QA,Building C,Level 1,
,,Building C - Level 2,dynamic,Site QA,Building C,Level 2,
,,Building C - Level 3,dynamic,Site QA,Building C,Level 3,
,Columns,,,,,,
,,Speedpanel,,Speedpanel,,,
,,Rigid Board,,Rigid Board,,,
,,ITP 02 - Speedpanel,,ITP 02 - Speedpanel,,,
,,ITP 01 - Rigid Board,,ITP 01 - Rigid Board,,,
,,Wall Set Out,,Wall Set Out,,,
,,Wall Framing,,Wall Framing,,,
,,Wall Sheeting,,Wall Sheeting,,,
,,Wall Finishing,,Wall Finishing,,,
