Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,
Overall Progress,,,,,,
,Scope,,,Site QA,,
,Rows,,,,,
,,GF Stage 1,grouping,GF Stage 1,,
,,All Subbie Rough-in Progression,,GF Stage 1,Site QA,All Subbie Rough-in Progression
,,All Subbie Fit off & Testing Progression,,GF Stage 1,Site QA,All Subbie Fit off & Testing Progression
,,As Builts,,GF Stage 1,Site QA,As Builts
,,Ductwork,,GF Stage 1,Site QA,Ductwork
,,Indoor Equipment,,GF Stage 1,Site QA,Indoor Equipment
,,Outdoor Equipment,,GF Stage 1,Site QA,Outdoor Equipment
,,Grille Fit-Off,,GF Stage 1,Site QA,Grille Fit-Off
,,AC-G-01,,GF Stage 1,Site QA,AC-G-01
,,AC-G-02,,GF Stage 1,Site QA,AC-G-02
,,AC-G-03,,GF Stage 1,Site QA,AC-G-03
,,AC-G-04,,GF Stage 1,Site QA,AC-G-04
,,AC-G-05,,GF Stage 1,Site QA,AC-G-05
,,AC-G-06,,GF Stage 1,Site QA,AC-G-06
,,AC-G-07,,GF Stage 1,Site QA,AC-G-07
,,AC-G-08,,GF Stage 1,Site QA,AC-G-08
,,AC-G-09,,GF Stage 1,Site QA,AC-G-09
,,AC-G-22,,GF Stage 1,Site QA,AC-G-22
,,AC-G-23,,GF Stage 1,Site QA,AC-G-23
,,AC-G-24,,GF Stage 1,Site QA,AC-G-24
,,AC-G-25,,GF Stage 1,Site QA,AC-G-25
,,AC-G-26,,GF Stage 1,Site QA,AC-G-26
,,AC-G-34,,GF Stage 1,Site QA,AC-G-34
,,AC-G-36,,GF Stage 1,Site QA,AC-G-36
,,AC-G-37,,GF Stage 1,Site QA,AC-G-37
,,AC-G-39,,GF Stage 1,Site QA,AC-G-39
,,GF Stage 2,grouping,GF Stage 2,,
,,All Subbie Rough-in Progression,,Site QA,GF Stage 2,All Subbie Rough-in Progression
,,All Subbie Fit off & Testing Progression,,Site QA,GF Stage 2,All Subbie Fit off & Testing Progression
,,As Builts,,Site QA,GF Stage 2,As Builts
,,Ductwork,,Site QA,GF Stage 2,Ductwork
,,Indoor Equipment,,Site QA,GF Stage 2,Indoor Equipment
,,Grille Fit-Off,,Site QA,GF Stage 2,Grille Fit-Off
,,AC-G-10,,Site QA,GF Stage 2,AC-G-10
,,AC-G-11,,Site QA,GF Stage 2,AC-G-11
,,AC-G-12,,Site QA,GF Stage 2,AC-G-12
,,AC-G-13,,Site QA,GF Stage 2,AC-G-13
,,AC-G-14,,Site QA,GF Stage 2,AC-G-14
,,AC-G-15,,Site QA,GF Stage 2,AC-G-15
,,AC-G-16,,Site QA,GF Stage 2,AC-G-16
,,AC-G-17,,Site QA,GF Stage 2,AC-G-17
,,AC-G-18,,Site QA,GF Stage 2,AC-G-18
,,AC-G-19,,Site QA,GF Stage 2,AC-G-19
,,AC-G-20,,Site QA,GF Stage 2,AC-G-20
,,AC-G-21,,Site QA,GF Stage 2,AC-G-21
,,AC-G-27,,Site QA,GF Stage 2,AC-G-27
,,AC-G-28,,Site QA,GF Stage 2,AC-G-28
,,AC-G-29,,Site QA,GF Stage 2,AC-G-29
,,AC-G-30,,Site QA,GF Stage 2,AC-G-30
,,AC-G-31,,Site QA,GF Stage 2,AC-G-31
,,AC-G-32,,Site QA,GF Stage 2,AC-G-32
,,AC-G-33,,Site QA,GF Stage 2,AC-G-33
,,AC-G-38,,Site QA,GF Stage 2,AC-G-38
,Columns,,,,,
,,All Subbie Rough-in Progression,,All Subbie Rough-in Progression,,
,,All Subbie Fit off & Testing Progression,,All Subbie Fit off & Testing Progression,,
,,As Builts,,As Builts,,
,,Ductwork,,Ductwork,,
,,Pipework,,Pipework,,
,,Refrigeration Pipe,,Refrigeration Pipe,,
,,Indoor Equipment,,Indoor Equipment,,
,,Outdoor Equipment,,Outdoor Equipment,,
,,Grille Fit-Off,,Grille Fit-Off,,
