resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,step,,,QA - Carpentry,,,,,,,,
,step,,,,Carpentry,,,,,,,
,step,,,,,Basement 2,,,,,,
,step,,,,,,Common Door,,,,,
Service Door Checklist,checklist,,,,,,,Stair,,,,
Skirting Checklist,checklist,,,,,,Common Skirting,,,,,
,step,,,,,Basement 1,,,,,,
,step,,,,,,Common Door,,,,,
Service Door Checklist,checklist,,,,,,,Stair ,,,,
Skirting Checklist,checklist,,,,,,Common Skirting,,,,,
,step,,,,,Ground Context,,,,,,
,step,,,,,Ground,,,,,,
Fence Checklist,checklist,,,,,,External Fence,,,,,
Bench seat Checklist,checklist,,,,,,Bench Seats,,,,,
,step,,,,,,Common Door,,,,,
Service Door Checklist,checklist,,,,,,,Stair DG.07,,,,
Service Door Checklist,checklist,,,,,,,FIP DG.08,,,,
Service Door Checklist,checklist,,,,,,,SCV DG.09,,,,
Service Door Checklist,checklist,,,,,,,Fire Booster DG.10,,,,
Service Door Checklist,checklist,,,,,,,Tenancy DG.11,,,,
Service Door Checklist,checklist,,,,,,,Corridor DG.12,,,,
Service Door Checklist,checklist,,,,,,,DDA Bathroom DG.13,,,,
Service Door Checklist,checklist,,,,,,,Corridor DG.14,,,,
Service Door Checklist,checklist,,,,,,,Switch board room DG.02,,,,
Service Door Checklist,checklist,,,,,,,Fire Pump Room DG.03,,,,
Service Door Checklist,checklist,,,,,,,Elec DG.04,,,,
Service Door Checklist,checklist,,,,,,,Comms DG.05,,,,
Service Door Checklist,checklist,,,,,,,Water DG.06,,,,
Skirting Checklist,checklist,,,,,,Common Skirting,,,,,
Sanitary Checklist,checklist,,,,,,Common Public toilet,,,,,
,step,,,,,,G01,,,,,
,step,,,,,,,Door,,,,
Entry Door Checklist,checklist,,,,,,,,Entry door,,,
Jamb & Door Checklist,checklist,,,,,,,,Bathroom 1,,,
,step,,,,,,,Skirting,,,,
Skirting Checklist,checklist,,,,,,,,Living Room,,,
,step,,,,,,,Sanitary,,,,
Sanitary Checklist,checklist,,,,,,,,Bathroom 1,,,
Balcony hob Checklist,checklist,,,,,,,Balcony Hob,,,,
,step,,,,,,G02,,,,,
,step,,,,,,,Door,,,,
Entry Door Checklist,checklist,,,,,,,,Entry door,,,
Cavity & Slider Checklist,checklist,,,,,,,,Powder Room,,,
,step,,,,,,,Skirting,,,,
Skirting Checklist,checklist,,,,,,,,Living Room,,,
Balcony hob Checklist,checklist,,,,,,,Balcony Hob,,,,
,step,,,,,,G03,,,,,
,step,,,,,,,Door,,,,
Cavity & Slider Checklist,checklist,,,,,,,,Storage,,,
,step,,,,,,,Skirting,,,,
Skirting Checklist,checklist,,,,,,,,Living Room,,,
Balcony hob Checklist,checklist,,,,,,,Balcony Hob,,,,
,step,,,,,,G04,,,,,
,step,,,,,,,Door,,,,
Cavity & Slider Checklist,checklist,,,,,,,,Storage,,,
,step,,,,,,,Skirting,,,,
Skirting Checklist,checklist,,,,,,,,Living Room,,,
Balcony hob Checklist,checklist,,,,,,,Balcony Hob,,,,
,step,,,,,Mezzanine ,,,,,,
,step,,,,,,Common Door,,,,,
Service Door Checklist,checklist,,,,,,,Bin Room 1 ,,,,
Service Door Checklist,checklist,,,,,,,Bin Room 2,,,,
Skirting Checklist,checklist,,,,,,Common Skirting,,,,,
,step,,,,,Level 1,,,,,,
,step,,,,,,Common Door,,,,,
Service Door Checklist,checklist,,,,,,,Stair ,,,,
Service Door Checklist,checklist,,,,,,,Bin Chute,,,,
Service Door Checklist,checklist,,,,,,,Elec DG.04,,,,
Service Door Checklist,checklist,,,,,,,Comms DG.05,,,,
Service Door Checklist,checklist,,,,,,,Water DG.06,,,,
Service Door Checklist,checklist,,,,,,,FE D1.06,,,,
Skirting Checklist,checklist,,,,,,Common Skirting,,,,,
,step,,,,,,G01,,,,,
,step,,,,,,,Door,,,,
Jamb & Door Checklist,checklist,,,,,,,,Bedroom 1,,,
Jamb & Door Checklist,checklist,,,,,,,,Bedroom 2,,,
Jamb & Door Checklist,checklist,,,,,,,,Bathroom 1,,,
Jamb & Door Checklist,checklist,,,,,,,,Bathroom 2,,,
,step,,,,,,,Skirting,,,,
Skirting Checklist,checklist,,,,,,,,Living Room,,,
Skirting Checklist,checklist,,,,,,,,Bedroom 1,,,
Skirting Checklist,checklist,,,,,,,,Bedroom 2,,,
,step,,,,,,,Sanitary,,,,
Sanitary Checklist,checklist,,,,,,,,Bathroom 1,,,
Sanitary Checklist,checklist,,,,,,,,Bathroom 2,,,
,step,,,,,,G02,,,,,
,step,,,,,,,Door,,,,
Jamb & Door Checklist,checklist,,,,,,,,Bedroom 1,,,
Jamb & Door Checklist,checklist,,,,,,,,Bedroom 2,,,
Jamb & Door Checklist,checklist,,,,,,,,Bathroom 1,,,
Jamb & Door Checklist,checklist,,,,,,,,Bathroom 2,,,
,step,,,,,,,Skirting,,,,
Skirting Checklist,checklist,,,,,,,,Living Room,,,
Skirting Checklist,checklist,,,,,,,,Bedroom 1,,,
Skirting Checklist,checklist,,,,,,,,Bedroom 2,,,
,step,,,,,,,Sanitary,,,,
Sanitary Checklist,checklist,,,,,,,,Bathroom 1,,,
Sanitary Checklist,checklist,,,,,,,,Bathroom 2,,,
,step,,,,,,G03,,,,,
,step,,,,,,,Door,,,,
Jamb & Door Checklist,checklist,,,,,,,,Bedroom 1,,,
Jamb & Door Checklist,checklist,,,,,,,,Bedroom 2,,,
Jamb & Door Checklist,checklist,,,,,,,,Bedroom 3,,,
Jamb & Door Checklist,checklist,,,,,,,,Bathroom 1,,,
Jamb & Door Checklist,checklist,,,,,,,,Bathroom 2,,,
,step,,,,,,,Skirting,,,,
Skirting Checklist,checklist,,,,,,,,Living Room,,,
Skirting Checklist,checklist,,,,,,,,Bedroom 1,,,
Skirting Checklist,checklist,,,,,,,,Bedroom 2,,,
