Step Id,Warnings,Rich Type,State,resource,type,addStep,addPost,Tier 1,Tier 2,Tier 3,Tier 4,Tier 5,,,
b7d09f86-d29f-594a-975c-d6e3189d12b5,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA ITP List,CRL-ITR-007 - Hydro Pressure Test,Details of pressure test,,,,,
8e140843-e568-5956-8442-881bad938252,,checkpoint-status,pass,,,TRUE,TRUE,Aotea Station,L0 Wellesley East,CRL-ITR-007 - 12/12 Air Pressure Test,Details of pressure test,,,,
37c91025-db10-5701-a24b-b8a66984585f,,checkpoint-status,pass,,,TRUE,TRUE,Aotea Station,L3 Plant,CRL-AOT-MEC-AES-DRG - 138701 (piping),CHW / HHW F & R Main Piping Run,CRL-ITR-007 - Hydro Pressure Test,Details of pressure test,,
def53c11-86b8-5914-befb-d497d28b69ad,,checkpoint-status,not-started,,,TRUE,TRUE,Aotea Station,L3 Plant,CRL-AOT-MEC-AES-DRG - 138701 (piping),Condensate Drain Piping Run,CRL-ITR-007 - Hydro Pressure Test,Details of pressure test,,
87a39872-7291-51d3-ba05-f11635a4050f,,checkpoint-status,pass,,,TRUE,TRUE,Aotea Station,L2 Plant,CRL-AOT-MEC-AES-DRG-138601 (Piping),CHW / HHW F & R Main Piping Run,CRL-ITR-007 - Hydro Pressure Test,Details of pressure test,,
c5aa268a-66e9-5b43-8c8e-826d395ca9b4,,checkpoint-status,not-started,,,TRUE,TRUE,Aotea Station,L2 Plant,CRL-AOT-MEC-AES-DRG-138601 (Piping),Condensate Drain Piping Run,CRL-ITR-007 - Hydro Pressure Test,Details of pressure test,,
c47b4888-f8ed-56f3-8634-9128f395858e,,checkpoint-status,pass,,,TRUE,TRUE,Aotea Station,L1 Plant,CRL-AOT-MEC-AES-DRG-138501 (Piping),CHW / HHW F & R Main Piping Run,CRL-ITR-007 - Hydro Pressure Test,Details of pressure test,,
24078f56-8a51-5a8f-bec7-0cde44a7af21,,checkpoint-status,not-started,,,TRUE,TRUE,Aotea Station,L1 Plant,CRL-AOT-MEC-AES-DRG-138501 (Piping),Condensate Drain Piping Run,CRL-ITR-007 - Hydro Pressure Test,Details of pressure test,,
70c58e45-8bce-5dc3-960f-a2ef4f0c788f,,checkpoint-status,pass,,,TRUE,TRUE,Aotea Station,L0 Wellesley East,CRL-AOT-MEC-AES-DRG-138001 (Piping),CHW / HHW F & R Main Piping Run,CRL-ITR-007 - Trade Pressure Test,Details of pressure test,,
b481271e-999d-5683-a7f1-73ffe79354b4,,checkpoint-status,not-started,,,TRUE,TRUE,Aotea Station,L0 Wellesley East,CRL-AOT-MEC-AES-DRG-138001 (Piping),Condensate Drain Piping Run,CRL-ITR-007 - Hydro Pressure Test,Details of pressure test,,
68291a0a-69c0-5a23-b581-d5eb0b1c7cbe,,checkpoint-status,pass,,,TRUE,TRUE,Aotea Station,B2 Upper Floor,CRL-AOT-MEC-AES-DRG-138201/202 B2 (Piping) Zone 11,CHW / HHW F & R Main Piping Run,CRL-ITR-007 - Hydro Pressure Test,Details of pressure test,,
