type,name,values,prefix,postfix,usage count,user addable,template name
checklist-flat,Soffit Insulation,,,,,,Soffit Insulation Checklist
checkpoint,Install as per suppliers specification,,,,,,
,,,,,,,
checklist-flat,Speedpanel,,,,,,Speedpanel Checklist
checkpoint,Set out - as per current drawing revision,,,,,,
checkpoint,Speed Panel & Hebel installed to specification,,,,,,
checkpoint,Floor completed,,,,,,
,,,,,,,
checklist-flat,Set Out,,,,,,Set Out
checkpoint,Set out - as per current drawing revision,,,,,,
