Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,
Podium - Zone 3 (Ground - L5),,,,,,,
,Scope,,,,,,
,Rows,,,,,,
,,Ground Floor,grouping,ground floor,,,
,,Ground Floor - T3 LIft Lobby,,t3 lift lobby,ground floor,zone 3,
,,Ground Floor - BOH Corridor,,ground floor,zone 3,boh corridor,
,,Ground Floor - Hotel Lift Lobby,,ground floor,zone 3,hotel lift lobby,
,,Ground Floor - Hotel Reception,,ground floor,hotel reception,zone 3,
,,Ground Floor - Hotel Lounge,,ground floor,zone 3,hotel lounge,
,,Ground Floor - Hotel Bar Lounge,,ground floor,zone 3,hotel bar lounge,
,,Ground Floor - Hotel Staff Bike Store,,ground floor,hotel staff bike store,zone 3,
,,Ground Floor - Hotel Side Entry,,ground floor,zone 3,hotel side entry,
,,Ground Floor - Hotel BOH Office,,ground floor,zone 3,hotel boh office,
,,Ground Floor - Hotel Accessible WC,,ground floor,zone 3,hotel accessible wc,
,,Ground Floor - Hotel WC Airlock,,ground floor,zone 3,hotel wc airlock,
,,Ground Floor - Hotel WC 1,,ground floor,hotel wc 1,zone 3,
,,Ground Floor - Hotel WC 2,,ground floor,zone 3,hotel wc 2,
,,Ground Floor - Hotel Guest 1,,ground floor,zone 3,hotel guest 1,
,,Ground Floor - Hotel Guest 2,,hotel guest 2,ground floor,zone 3,
,,Ground Floor - Hotel Guest 3,,ground floor,zone 3,hotel guest 3,
,,Ground Floor - Hotel Service,,ground floor,zone 3,hotel service,
,,Ground Floor - Staff,,ground floor,zone 3,staff,
,,Ground Floor - Hotel D'Waiter,,ground floor,zone 3,hotel d'waiter,
,,Level 1,grouping,ground floor,,,
,,Level 1 - BOH Corridor,,zone 3,boh corridor,level 1,
,,Level 1 - Hotel Lift Lobby,,zone 3,level 1,hotel lift lobby,
,,Level 1 - Hotel Guest 1,,zone 3,level 1,hotel guest 1,
,,Level 1 - Hotel Guest 2,,hotel guest 2,zone 3,level 1,
,,Level 1 - Hotel Guest 3,,zone 3,hotel guest 3,level 1,
,,Level 2,grouping,ground floor,,,
,,Level 2 - BOH Corridor,,zone 3,boh corridor,level 2,
,,Level 2 - Hotel Guest 1,,zone 3,level 2,hotel guest 1,
,,Level 2 - Hotel Guest 2,,hotel guest 2,zone 3,level 2,
,,Level 2 - Hotel Guest 3,,zone 3,hotel guest 3,level 2,
,,Level 2 - Hotel Service,,zone 3,hotel service,level 2,
,,Level 2 - Hotel D'Waiter,,zone 3,level 2,hotel d'waiter,
,,Level 3,grouping,ground floor,,,
,,Level 3 - Corridors,,zone 3,corridors,level 3,
,,Level 3 - Hotel Pantry,,zone 3,hotel pantry,level 3,
,,Level 3 - H01,,zone 3,h01,level 3,
,,Level 3 - H02,,zone 3,h02,level 3,
,,Level 3 - H03,,zone 3,h03,level 3,
,,Level 3 - H04,,zone 3,h04,level 3,
,,Level 3 - H05,,h05,zone 3,level 3,
,,Level 3 - H06,,zone 3,level 3,h06,
,,Level 3 - H07,,zone 3,h07,level 3,
,,Level 3 - H08,,zone 3,h08,level 3,
,,Level 3 - H09,,zone 3,h09,level 3,
,,Level 3 - H29,,zone 3,h29,level 3,
,,Level 3 - H30,,h30,zone 3,level 3,
,,Level 3 - H31,,zone 3,h31,level 3,
,,Level 3 - H32,,zone 3,h32,level 3,
,,Level 3 - H33,,zone 3,h33,level 3,
,,Level 3 - H34,,h34,zone 3,level 3,
,,Level 3 - H35,,zone 3,h35,level 3,
,,Level 3 - H36,,zone 3,h36,level 3,
,,Level 3 - H37,,zone 3,h37,level 3,
,,Level 3 - H38,,h38,zone 3,level 3,
,,Level 3 - H39,,zone 3,level 3,h39,
,,Level 3 - H40,,zone 3,level 3,h40,
,,Level 3 - H41,,zone 3,level 3,h41,
,,Level 3 - H42,,zone 3,level 3,h42,
,,Level 3 - H43,,zone 3,h43,level 3,
,,Level 3 - H44,,zone 3,h44,level 3,
,,Level 3 - H45,,h45,zone 3,level 3,
,,Level 3 - H46,,zone 3,h46,level 3,
,,Level 3 - H47,,zone 3,h47,level 3,
,,Level 3 - H48,,zone 3,h48,level 3,
,,Level 3 - H49,,h49,zone 3,level 3,
,,Level 3 - H50,,zone 3,h50,level 3,
,,Level 3 - H51,,zone 3,h51,level 3,
,,Level 3 - H53,,zone 3,h53,level 3,
,,Level 3 - H54 ACC-A Accessible,,zone 3,h54 acc-a accessible,level 3,
,,Level 3 - H55 ACC-B Accessible,,h55 acc-b accessible,zone 3,level 3,
,,Level 3 - Hotel Guest 1,,zone 3,hotel guest 1,level 3,
,,Level 3 - Hotel Guest 2,,hotel guest 2,zone 3,level 3,
,,Level 3 - Hotel Guest 3,,zone 3,hotel guest 3,level 3,
,,Level 3 - Hotel Service,,zone 3,hotel service,level 3,
,,Level 4,grouping,ground floor,,,
,,Level 4 - Hotel Pantry,,level 4,zone 3,hotel pantry,
,,Level 4 - H01,,level 4,zone 3,h01,
,,Level 4 - H02,,level 4,zone 3,h02,
,,Level 4 - H03,,level 4,zone 3,h03,
,,Level 4 - H04,,level 4,zone 3,h04,
,,Level 4 - H05,,level 4,h05,zone 3,
,,Level 4 - H06,,level 4,zone 3,h06,
,,Level 4 - H07,,level 4,zone 3,h07,
,,Level 4 - H08,,level 4,zone 3,h08,
,,Level 4 - H09,,level 4,h09,zone 3,
,,Level 4 - H29,,level 4,h29,zone 3,
,,Level 4 - H30,,level 4,h30,zone 3,
,,Level 4 - H31,,level 4,zone 3,h31,
,,Level 4 - H32,,level 4,zone 3,h32,
,,Level 4 - H33,,level 4,zone 3,h33,
,,Level 4 - H34,,level 4,h34,zone 3,
,,Level 4 - H35,,level 4,zone 3,h35,
,,Level 4 - H36,,level 4,zone 3,h36,
,,Level 4 - H37,,level 4,zone 3,h37,
,,Level 4 - H38,,level 4,h38,zone 3,
,,Level 4 - H39,,level 4,zone 3,h39,
,,Level 4 - H40,,level 4,zone 3,h40,
,,Level 4 - H41,,level 4,zone 3,h41,
,,Level 4 - H42,,level 4,zone 3,h42,
,,Level 4 - H43,,level 4,zone 3,h43,
,,Level 4 - H44,,level 4,zone 3,h44,
,,Level 4 - H45,,level 4,h45,zone 3,
,,Level 4 - H46,,level 4,zone 3,h46,
,,Level 4 - H47,,level 4,zone 3,h47,
,,Level 4 - H48,,level 4,zone 3,h48,
,,Level 4 - H49,,level 4,h49,zone 3,
,,Level 4 - H50,,level 4,zone 3,h50,
,,Level 4 - H51,,level 4,zone 3,h51,
