resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,step,,,H09,,,,,,,,
,step,,,,Finishes 1,,,,,,,
Finishes 1 - Hebel Riser,checklist,,,,,Hebel Riser,,,,,,
Finishes 1 - Stud Requirements,checklist,,,,,Stud Requirements,,,,,,
Finishes 1 - Acoustic lagging to pipework,checklist,,,,,Acoustic lagging to pipework,,,,,,
Finishes 1 - Acoustic Mounts,checklist,,,,,Acoustic Mounts,,,,,,
Finishes 1 - Air conditioner Drainage,checklist,,,,,Air conditioner Drainage,,,,,,
Finishes 1 - Stage 2 fire rated party walls,checklist,,,,,Stage 1 fire rated party walls,,,,,,
Finishes 1 - Stage 2 fire rated party walls,checklist,,,,,Stage 2 fire rated party walls,,,,,,
Finishes 1 - Corridor Fire Caulking,checklist,,,,,Corridor Fire Caulking,,,,,,
Finishes 1 - Internal apartment service risers,checklist,,,,,Internal apartment service risers,,,,,,
Finishes 1 - Internal non fire rated walls,checklist,,,,,Internal non fire rated walls,,,,,,
Finishes 1 - Fire collars/Fire sealant,checklist,,,,,Fire collars/Fire sealant,,,,,,
Finishes 1 - Ceiling insulation,checklist,,,,,Ceiling insulation,,,,,,
Finishes 1 - Balcony Thermal Insulation,checklist,,,,,Balcony Thermal Insulation,,,,,,
Finishes 1 - MPX FINAL SIGN-OFF,checklist,,,,,Finishes 1 - MPX FINAL SIGN-OFF,,,,,,
,step,,,,Finishes 2,,,,,,,
Finishes 2 - Waterproofing second layer - Bathroom/Ensuite,checklist,,,,,Waterproofing initial layer - Shower base,,,,,,
Finishes 2 - Waterproofing second layer - Bathroom/Ensuite,checklist,,,,,Waterproofing initial layer - Balcony,,,,,,
Finishes 2 - Waterproofing second layer - Bathroom/Ensuite,checklist,,,,,Waterproofing second layer – Bathroom/Ensuite,,,,,,
Finishes 2 - Waterproofing second layer - Bathroom/Ensuite,checklist,,,,,Waterproofing second layer – Balcony,,,,,,
Finishes 2 - Plunge bath waterproofing - Before tile,checklist,,,,,Plunge bath waterproofing – Before tile,,,,,,
Finishes 2 - Plunge bath waterproofing - After tile,checklist,,,,,Plunge bath waterproofing – After tile,,,,,,
Finishes 2 - Mixer tap installation,checklist,,,,,Mixer tap installation,,,,,,
Finishes 2 - Screed falls,checklist,,,,,Screed falls,,,,,,
Finishes 2 - MPX FINAL SIGN-OFF,checklist,,,,,Finishes 2 - MPX FINAL SIGN-OFF,,,,,,
,step,,,H29,,,,,,,,
,step,,,,Finishes 1,,,,,,,
Finishes 1 - Hebel Riser,checklist,,,,,Hebel Riser,,,,,,
Finishes 1 - Stud Requirements,checklist,,,,,Stud Requirements,,,,,,
Finishes 1 - Acoustic lagging to pipework,checklist,,,,,Acoustic lagging to pipework,,,,,,
Finishes 1 - Acoustic Mounts,checklist,,,,,Acoustic Mounts,,,,,,
Finishes 1 - Air conditioner Drainage,checklist,,,,,Air conditioner Drainage,,,,,,
Finishes 1 - Stage 2 fire rated party walls,checklist,,,,,Stage 1 fire rated party walls,,,,,,
Finishes 1 - Stage 2 fire rated party walls,checklist,,,,,Stage 2 fire rated party walls,,,,,,
Finishes 1 - Corridor Fire Caulking,checklist,,,,,Corridor Fire Caulking,,,,,,
Finishes 1 - Internal apartment service risers,checklist,,,,,Internal apartment service risers,,,,,,
Finishes 1 - Internal non fire rated walls,checklist,,,,,Internal non fire rated walls,,,,,,
Finishes 1 - Fire collars/Fire sealant,checklist,,,,,Fire collars/Fire sealant,,,,,,
Finishes 1 - Ceiling insulation,checklist,,,,,Ceiling insulation,,,,,,
Finishes 1 - Balcony Thermal Insulation,checklist,,,,,Balcony Thermal Insulation,,,,,,
Finishes 1 - MPX FINAL SIGN-OFF,checklist,,,,,Finishes 1 - MPX FINAL SIGN-OFF,,,,,,
,step,,,,Finishes 2,,,,,,,
Finishes 2 - Waterproofing second layer - Bathroom/Ensuite,checklist,,,,,Waterproofing initial layer - Shower base,,,,,,
Finishes 2 - Waterproofing second layer - Bathroom/Ensuite,checklist,,,,,Waterproofing initial layer - Balcony,,,,,,
Finishes 2 - Waterproofing second layer - Bathroom/Ensuite,checklist,,,,,Waterproofing second layer – Bathroom/Ensuite,,,,,,
Finishes 2 - Waterproofing second layer - Bathroom/Ensuite,checklist,,,,,Waterproofing second layer – Balcony,,,,,,
Finishes 2 - Plunge bath waterproofing - Before tile,checklist,,,,,Plunge bath waterproofing – Before tile,,,,,,
Finishes 2 - Plunge bath waterproofing - After tile,checklist,,,,,Plunge bath waterproofing – After tile,,,,,,
Finishes 2 - Mixer tap installation,checklist,,,,,Mixer tap installation,,,,,,
Finishes 2 - Screed falls,checklist,,,,,Screed falls,,,,,,
Finishes 2 - MPX FINAL SIGN-OFF,checklist,,,,,Finishes 2 - MPX FINAL SIGN-OFF,,,,,,
,step,,,H33,,,,,,,,
,step,,,,Finishes 1,,,,,,,
Finishes 1 - Hebel Riser,checklist,,,,,Hebel Riser,,,,,,
Finishes 1 - Stud Requirements,checklist,,,,,Stud Requirements,,,,,,
Finishes 1 - Acoustic lagging to pipework,checklist,,,,,Acoustic lagging to pipework,,,,,,
Finishes 1 - Acoustic Mounts,checklist,,,,,Acoustic Mounts,,,,,,
Finishes 1 - Air conditioner Drainage,checklist,,,,,Air conditioner Drainage,,,,,,
Finishes 1 - Stage 2 fire rated party walls,checklist,,,,,Stage 1 fire rated party walls,,,,,,
Finishes 1 - Stage 2 fire rated party walls,checklist,,,,,Stage 2 fire rated party walls,,,,,,
Finishes 1 - Corridor Fire Caulking,checklist,,,,,Corridor Fire Caulking,,,,,,
Finishes 1 - Internal apartment service risers,checklist,,,,,Internal apartment service risers,,,,,,
Finishes 1 - Internal non fire rated walls,checklist,,,,,Internal non fire rated walls,,,,,,
Finishes 1 - Fire collars/Fire sealant,checklist,,,,,Fire collars/Fire sealant,,,,,,
Finishes 1 - Ceiling insulation,checklist,,,,,Ceiling insulation,,,,,,
Finishes 1 - Balcony Thermal Insulation,checklist,,,,,Balcony Thermal Insulation,,,,,,
Finishes 1 - MPX FINAL SIGN-OFF,checklist,,,,,Finishes 1 - MPX FINAL SIGN-OFF,,,,,,
,step,,,,Finishes 2,,,,,,,
Finishes 2 - Waterproofing second layer - Bathroom/Ensuite,checklist,,,,,Waterproofing initial layer - Shower base,,,,,,
Finishes 2 - Waterproofing second layer - Bathroom/Ensuite,checklist,,,,,Waterproofing initial layer - Balcony,,,,,,
Finishes 2 - Waterproofing second layer - Bathroom/Ensuite,checklist,,,,,Waterproofing second layer – Bathroom/Ensuite,,,,,,
Finishes 2 - Waterproofing second layer - Bathroom/Ensuite,checklist,,,,,Waterproofing second layer – Balcony,,,,,,
Finishes 2 - Plunge bath waterproofing - Before tile,checklist,,,,,Plunge bath waterproofing – Before tile,,,,,,
Finishes 2 - Plunge bath waterproofing - After tile,checklist,,,,,Plunge bath waterproofing – After tile,,,,,,
Finishes 2 - Mixer tap installation,checklist,,,,,Mixer tap installation,,,,,,
Finishes 2 - Screed falls,checklist,,,,,Screed falls,,,,,,
Finishes 2 - MPX FINAL SIGN-OFF,checklist,,,,,Finishes 2 - MPX FINAL SIGN-OFF,,,,,,
,step,,,H35,,,,,,,,
,step,,,,Finishes 1,,,,,,,
Finishes 1 - Hebel Riser,checklist,,,,,Hebel Riser,,,,,,
Finishes 1 - Stud Requirements,checklist,,,,,Stud Requirements,,,,,,
Finishes 1 - Acoustic lagging to pipework,checklist,,,,,Acoustic lagging to pipework,,,,,,
Finishes 1 - Acoustic Mounts,checklist,,,,,Acoustic Mounts,,,,,,
Finishes 1 - Air conditioner Drainage,checklist,,,,,Air conditioner Drainage,,,,,,
Finishes 1 - Stage 2 fire rated party walls,checklist,,,,,Stage 1 fire rated party walls,,,,,,
Finishes 1 - Stage 2 fire rated party walls,checklist,,,,,Stage 2 fire rated party walls,,,,,,
Finishes 1 - Corridor Fire Caulking,checklist,,,,,Corridor Fire Caulking,,,,,,
Finishes 1 - Internal apartment service risers,checklist,,,,,Internal apartment service risers,,,,,,
Finishes 1 - Internal non fire rated walls,checklist,,,,,Internal non fire rated walls,,,,,,
Finishes 1 - Fire collars/Fire sealant,checklist,,,,,Fire collars/Fire sealant,,,,,,
Finishes 1 - Ceiling insulation,checklist,,,,,Ceiling insulation,,,,,,
Finishes 1 - Balcony Thermal Insulation,checklist,,,,,Balcony Thermal Insulation,,,,,,
Finishes 1 - MPX FINAL SIGN-OFF,checklist,,,,,Finishes 1 - MPX FINAL SIGN-OFF,,,,,,
,step,,,,Finishes 2,,,,,,,
Finishes 2 - Waterproofing second layer - Bathroom/Ensuite,checklist,,,,,Waterproofing initial layer - Shower base,,,,,,
Finishes 2 - Waterproofing second layer - Bathroom/Ensuite,checklist,,,,,Waterproofing initial layer - Balcony,,,,,,
Finishes 2 - Waterproofing second layer - Bathroom/Ensuite,checklist,,,,,Waterproofing second layer – Bathroom/Ensuite,,,,,,
Finishes 2 - Waterproofing second layer - Bathroom/Ensuite,checklist,,,,,Waterproofing second layer – Balcony,,,,,,
Finishes 2 - Plunge bath waterproofing - Before tile,checklist,,,,,Plunge bath waterproofing – Before tile,,,,,,
Finishes 2 - Plunge bath waterproofing - After tile,checklist,,,,,Plunge bath waterproofing – After tile,,,,,,
Finishes 2 - Mixer tap installation,checklist,,,,,Mixer tap installation,,,,,,
Finishes 2 - Screed falls,checklist,,,,,Screed falls,,,,,,
Finishes 2 - MPX FINAL SIGN-OFF,checklist,,,,,Finishes 2 - MPX FINAL SIGN-OFF,,,,,,
,step,,,H40,,,,,,,,
,step,,,,Finishes 1,,,,,,,
Finishes 1 - Hebel Riser,checklist,,,,,Hebel Riser,,,,,,
Finishes 1 - Stud Requirements,checklist,,,,,Stud Requirements,,,,,,
Finishes 1 - Acoustic lagging to pipework,checklist,,,,,Acoustic lagging to pipework,,,,,,
Finishes 1 - Acoustic Mounts,checklist,,,,,Acoustic Mounts,,,,,,
Finishes 1 - Air conditioner Drainage,checklist,,,,,Air conditioner Drainage,,,,,,
Finishes 1 - Stage 2 fire rated party walls,checklist,,,,,Stage 1 fire rated party walls,,,,,,
Finishes 1 - Stage 2 fire rated party walls,checklist,,,,,Stage 2 fire rated party walls,,,,,,
Finishes 1 - Corridor Fire Caulking,checklist,,,,,Corridor Fire Caulking,,,,,,
Finishes 1 - Internal apartment service risers,checklist,,,,,Internal apartment service risers,,,,,,
Finishes 1 - Internal non fire rated walls,checklist,,,,,Internal non fire rated walls,,,,,,
Finishes 1 - Fire collars/Fire sealant,checklist,,,,,Fire collars/Fire sealant,,,,,,
Finishes 1 - Ceiling insulation,checklist,,,,,Ceiling insulation,,,,,,
Finishes 1 - Balcony Thermal Insulation,checklist,,,,,Balcony Thermal Insulation,,,,,,
Finishes 1 - MPX FINAL SIGN-OFF,checklist,,,,,Finishes 1 - MPX FINAL SIGN-OFF,,,,,,
,step,,,,Finishes 2,,,,,,,
Finishes 2 - Waterproofing second layer - Bathroom/Ensuite,checklist,,,,,Waterproofing initial layer - Shower base,,,,,,
Finishes 2 - Waterproofing second layer - Bathroom/Ensuite,checklist,,,,,Waterproofing initial layer - Balcony,,,,,,
Finishes 2 - Waterproofing second layer - Bathroom/Ensuite,checklist,,,,,Waterproofing second layer – Bathroom/Ensuite,,,,,,
Finishes 2 - Waterproofing second layer - Bathroom/Ensuite,checklist,,,,,Waterproofing second layer – Balcony,,,,,,
Finishes 2 - Plunge bath waterproofing - Before tile,checklist,,,,,Plunge bath waterproofing – Before tile,,,,,,
Finishes 2 - Plunge bath waterproofing - After tile,checklist,,,,,Plunge bath waterproofing – After tile,,,,,,
Finishes 2 - Mixer tap installation,checklist,,,,,Mixer tap installation,,,,,,
Finishes 2 - Screed falls,checklist,,,,,Screed falls,,,,,,
Finishes 2 - MPX FINAL SIGN-OFF,checklist,,,,,Finishes 2 - MPX FINAL SIGN-OFF,,,,,,
,step,,,H41,,,,,,,,
,step,,,,Finishes 1,,,,,,,
Finishes 1 - Hebel Riser,checklist,,,,,Hebel Riser,,,,,,
Finishes 1 - Stud Requirements,checklist,,,,,Stud Requirements,,,,,,
Finishes 1 - Acoustic lagging to pipework,checklist,,,,,Acoustic lagging to pipework,,,,,,
Finishes 1 - Acoustic Mounts,checklist,,,,,Acoustic Mounts,,,,,,
Finishes 1 - Air conditioner Drainage,checklist,,,,,Air conditioner Drainage,,,,,,
Finishes 1 - Stage 2 fire rated party walls,checklist,,,,,Stage 1 fire rated party walls,,,,,,
Finishes 1 - Stage 2 fire rated party walls,checklist,,,,,Stage 2 fire rated party walls,,,,,,
Finishes 1 - Corridor Fire Caulking,checklist,,,,,Corridor Fire Caulking,,,,,,
Finishes 1 - Internal apartment service risers,checklist,,,,,Internal apartment service risers,,,,,,
Finishes 1 - Internal non fire rated walls,checklist,,,,,Internal non fire rated walls,,,,,,
Finishes 1 - Fire collars/Fire sealant,checklist,,,,,Fire collars/Fire sealant,,,,,,
Finishes 1 - Ceiling insulation,checklist,,,,,Ceiling insulation,,,,,,
Finishes 1 - Balcony Thermal Insulation,checklist,,,,,Balcony Thermal Insulation,,,,,,
Finishes 1 - MPX FINAL SIGN-OFF,checklist,,,,,Finishes 1 - MPX FINAL SIGN-OFF,,,,,,
,step,,,,Finishes 2,,,,,,,
Finishes 2 - Waterproofing second layer - Bathroom/Ensuite,checklist,,,,,Waterproofing initial layer - Shower base,,,,,,
Finishes 2 - Waterproofing second layer - Bathroom/Ensuite,checklist,,,,,Waterproofing initial layer - Balcony,,,,,,
Finishes 2 - Waterproofing second layer - Bathroom/Ensuite,checklist,,,,,Waterproofing second layer – Bathroom/Ensuite,,,,,,
Finishes 2 - Waterproofing second layer - Bathroom/Ensuite,checklist,,,,,Waterproofing second layer – Balcony,,,,,,
Finishes 2 - Plunge bath waterproofing - Before tile,checklist,,,,,Plunge bath waterproofing – Before tile,,,,,,
Finishes 2 - Plunge bath waterproofing - After tile,checklist,,,,,Plunge bath waterproofing – After tile,,,,,,
Finishes 2 - Mixer tap installation,checklist,,,,,Mixer tap installation,,,,,,
Finishes 2 - Screed falls,checklist,,,,,Screed falls,,,,,,
Finishes 2 - MPX FINAL SIGN-OFF,checklist,,,,,Finishes 2 - MPX FINAL SIGN-OFF,,,,,,
,step,,,H42,,,,,,,,
,step,,,,Finishes 1,,,,,,,
Finishes 1 - Hebel Riser,checklist,,,,,Hebel Riser,,,,,,
Finishes 1 - Stud Requirements,checklist,,,,,Stud Requirements,,,,,,
Finishes 1 - Acoustic lagging to pipework,checklist,,,,,Acoustic lagging to pipework,,,,,,
Finishes 1 - Acoustic Mounts,checklist,,,,,Acoustic Mounts,,,,,,
Finishes 1 - Air conditioner Drainage,checklist,,,,,Air conditioner Drainage,,,,,,
Finishes 1 - Stage 2 fire rated party walls,checklist,,,,,Stage 1 fire rated party walls,,,,,,
Finishes 1 - Stage 2 fire rated party walls,checklist,,,,,Stage 2 fire rated party walls,,,,,,
Finishes 1 - Corridor Fire Caulking,checklist,,,,,Corridor Fire Caulking,,,,,,
Finishes 1 - Internal apartment service risers,checklist,,,,,Internal apartment service risers,,,,,,
Finishes 1 - Internal non fire rated walls,checklist,,,,,Internal non fire rated walls,,,,,,
Finishes 1 - Fire collars/Fire sealant,checklist,,,,,Fire collars/Fire sealant,,,,,,
Finishes 1 - Ceiling insulation,checklist,,,,,Ceiling insulation,,,,,,
Finishes 1 - Balcony Thermal Insulation,checklist,,,,,Balcony Thermal Insulation,,,,,,
Finishes 1 - MPX FINAL SIGN-OFF,checklist,,,,,Finishes 1 - MPX FINAL SIGN-OFF,,,,,,
,step,,,,Finishes 2,,,,,,,
Finishes 2 - Waterproofing second layer - Bathroom/Ensuite,checklist,,,,,Waterproofing initial layer - Shower base,,,,,,
Finishes 2 - Waterproofing second layer - Bathroom/Ensuite,checklist,,,,,Waterproofing initial layer - Balcony,,,,,,
Finishes 2 - Waterproofing second layer - Bathroom/Ensuite,checklist,,,,,Waterproofing second layer – Bathroom/Ensuite,,,,,,
Finishes 2 - Waterproofing second layer - Bathroom/Ensuite,checklist,,,,,Waterproofing second layer – Balcony,,,,,,
Finishes 2 - Plunge bath waterproofing - Before tile,checklist,,,,,Plunge bath waterproofing – Before tile,,,,,,
Finishes 2 - Plunge bath waterproofing - After tile,checklist,,,,,Plunge bath waterproofing – After tile,,,,,,
Finishes 2 - Mixer tap installation,checklist,,,,,Mixer tap installation,,,,,,
Finishes 2 - Screed falls,checklist,,,,,Screed falls,,,,,,
Finishes 2 - MPX FINAL SIGN-OFF,checklist,,,,,Finishes 2 - MPX FINAL SIGN-OFF,,,,,,
,step,,,H52,,,,,,,,
,step,,,,Finishes 1,,,,,,,
Finishes 1 - Hebel Riser,checklist,,,,,Hebel Riser,,,,,,
Finishes 1 - Stud Requirements,checklist,,,,,Stud Requirements,,,,,,
Finishes 1 - Acoustic lagging to pipework,checklist,,,,,Acoustic lagging to pipework,,,,,,
Finishes 1 - Acoustic Mounts,checklist,,,,,Acoustic Mounts,,,,,,
Finishes 1 - Air conditioner Drainage,checklist,,,,,Air conditioner Drainage,,,,,,
Finishes 1 - Stage 2 fire rated party walls,checklist,,,,,Stage 1 fire rated party walls,,,,,,
Finishes 1 - Stage 2 fire rated party walls,checklist,,,,,Stage 2 fire rated party walls,,,,,,
Finishes 1 - Corridor Fire Caulking,checklist,,,,,Corridor Fire Caulking,,,,,,
Finishes 1 - Internal apartment service risers,checklist,,,,,Internal apartment service risers,,,,,,
Finishes 1 - Internal non fire rated walls,checklist,,,,,Internal non fire rated walls,,,,,,
Finishes 1 - Fire collars/Fire sealant,checklist,,,,,Fire collars/Fire sealant,,,,,,
Finishes 1 - Ceiling insulation,checklist,,,,,Ceiling insulation,,,,,,
Finishes 1 - Balcony Thermal Insulation,checklist,,,,,Balcony Thermal Insulation,,,,,,
Finishes 1 - MPX FINAL SIGN-OFF,checklist,,,,,Finishes 1 - MPX FINAL SIGN-OFF,,,,,,
,step,,,,Finishes 2,,,,,,,
Finishes 2 - Waterproofing second layer - Bathroom/Ensuite,checklist,,,,,Waterproofing initial layer - Shower base,,,,,,
Finishes 2 - Waterproofing second layer - Bathroom/Ensuite,checklist,,,,,Waterproofing initial layer - Balcony,,,,,,
Finishes 2 - Waterproofing second layer - Bathroom/Ensuite,checklist,,,,,Waterproofing second layer – Bathroom/Ensuite,,,,,,
Finishes 2 - Waterproofing second layer - Bathroom/Ensuite,checklist,,,,,Waterproofing second layer – Balcony,,,,,,
Finishes 2 - Plunge bath waterproofing - Before tile,checklist,,,,,Plunge bath waterproofing – Before tile,,,,,,
Finishes 2 - Plunge bath waterproofing - After tile,checklist,,,,,Plunge bath waterproofing – After tile,,,,,,
Finishes 2 - Mixer tap installation,checklist,,,,,Mixer tap installation,,,,,,
Finishes 2 - Screed falls,checklist,,,,,Screed falls,,,,,,
Finishes 2 - MPX FINAL SIGN-OFF,checklist,,,,,Finishes 2 - MPX FINAL SIGN-OFF,,,,,,
