resource,resource,resource,resource,resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,,,,,step,,,Site QA,,,,,,,,
,,,,,step,,,,Level 4,,,,,,,
Arc - ITP - Ceilings - Rev02,Arc - ITP - Wall Framing,Arc - ITP - Suspended Tile Ceilings - Rev02,Arc - ITP - Speedpanel,Arc - ITP - Skirting,folder-with-checklists,,,,,Stairs,,,,,,
Arc - ITP - Ceilings - Rev02,Arc - ITP - Wall Framing,Arc - ITP - Suspended Tile Ceilings - Rev02,Arc - ITP - Speedpanel,Arc - ITP - Skirting,folder-with-checklists,,,,,L04.T.0.001,,,,,,
Arc - ITP - Ceilings - Rev02,Arc - ITP - Wall Framing,Arc - ITP - Suspended Tile Ceilings - Rev02,Arc - ITP - Speedpanel,Arc - ITP - Skirting,folder-with-checklists,,,,,L04.T.0.002,,,,,,
Arc - ITP - Ceilings - Rev02,Arc - ITP - Wall Framing,Arc - ITP - Suspended Tile Ceilings - Rev02,Arc - ITP - Speedpanel,Arc - ITP - Skirting,folder-with-checklists,,,,,L04.T.0.003,,,,,,
Arc - ITP - Ceilings - Rev02,Arc - ITP - Wall Framing,Arc - ITP - Suspended Tile Ceilings - Rev02,Arc - ITP - Speedpanel,Arc - ITP - Skirting,folder-with-checklists,,,,,L04.T.0.004,,,,,,
Arc - ITP - Ceilings - Rev02,Arc - ITP - Wall Framing,Arc - ITP - Suspended Tile Ceilings - Rev02,Arc - ITP - Speedpanel,Arc - ITP - Skirting,folder-with-checklists,,,,,L04.T.0.006,,,,,,
Arc - ITP - Ceilings - Rev02,Arc - ITP - Wall Framing,Arc - ITP - Suspended Tile Ceilings - Rev02,Arc - ITP - Speedpanel,Arc - ITP - Skirting,folder-with-checklists,,,,,L04.T.0.008,,,,,,
Arc - ITP - Ceilings - Rev02,Arc - ITP - Wall Framing,Arc - ITP - Suspended Tile Ceilings - Rev02,Arc - ITP - Speedpanel,Arc - ITP - Skirting,folder-with-checklists,,,,,L04.T.0.009,,,,,,
Arc - ITP - Ceilings - Rev02,Arc - ITP - Wall Framing,Arc - ITP - Suspended Tile Ceilings - Rev02,Arc - ITP - Speedpanel,Arc - ITP - Skirting,folder-with-checklists,,,,,L04.T.0.010,,,,,,
Arc - ITP - Ceilings - Rev02,Arc - ITP - Wall Framing,Arc - ITP - Suspended Tile Ceilings - Rev02,Arc - ITP - Speedpanel,Arc - ITP - Skirting,folder-with-checklists,,,,,L04.T.0.011,,,,,,
Arc - ITP - Ceilings - Rev02,Arc - ITP - Wall Framing,Arc - ITP - Suspended Tile Ceilings - Rev02,Arc - ITP - Speedpanel,Arc - ITP - Skirting,folder-with-checklists,,,,,L04.T.0.013,,,,,,
Arc - ITP - Ceilings - Rev02,Arc - ITP - Wall Framing,Arc - ITP - Suspended Tile Ceilings - Rev02,Arc - ITP - Speedpanel,Arc - ITP - Skirting,folder-with-checklists,,,,,L04.T.0.014,,,,,,
Arc - ITP - Ceilings - Rev02,Arc - ITP - Wall Framing,Arc - ITP - Suspended Tile Ceilings - Rev02,Arc - ITP - Speedpanel,Arc - ITP - Skirting,folder-with-checklists,,,,,L04.T.0.015,,,,,,
Arc - ITP - Ceilings - Rev02,Arc - ITP - Wall Framing,Arc - ITP - Suspended Tile Ceilings - Rev02,Arc - ITP - Speedpanel,Arc - ITP - Skirting,folder-with-checklists,,,,,L04.T.0.016,,,,,,
Arc - ITP - Ceilings - Rev02,Arc - ITP - Wall Framing,Arc - ITP - Suspended Tile Ceilings - Rev02,Arc - ITP - Speedpanel,Arc - ITP - Skirting,folder-with-checklists,,,,,L04.T.0.017,,,,,,
Arc - ITP - Ceilings - Rev02,Arc - ITP - Wall Framing,Arc - ITP - Suspended Tile Ceilings - Rev02,Arc - ITP - Speedpanel,Arc - ITP - Skirting,folder-with-checklists,,,,,L04.T.0.018,,,,,,
Arc - ITP - Ceilings - Rev02,Arc - ITP - Wall Framing,Arc - ITP - Suspended Tile Ceilings - Rev02,Arc - ITP - Speedpanel,Arc - ITP - Skirting,folder-with-checklists,,,,,L04.T.0.018,,,,,,
Arc - ITP - Ceilings - Rev02,Arc - ITP - Wall Framing,Arc - ITP - Suspended Tile Ceilings - Rev02,Arc - ITP - Speedpanel,Arc - ITP - Skirting,folder-with-checklists,,,,,L04.T.0.019,,,,,,
Arc - ITP - Ceilings - Rev02,Arc - ITP - Wall Framing,Arc - ITP - Suspended Tile Ceilings - Rev02,Arc - ITP - Speedpanel,Arc - ITP - Skirting,folder-with-checklists,,,,,L04.T.0.019,,,,,,
Arc - ITP - Ceilings - Rev02,Arc - ITP - Wall Framing,Arc - ITP - Suspended Tile Ceilings - Rev02,Arc - ITP - Speedpanel,Arc - ITP - Skirting,folder-with-checklists,,,,,L04.T.0.020,,,,,,
Arc - ITP - Ceilings - Rev02,Arc - ITP - Wall Framing,Arc - ITP - Suspended Tile Ceilings - Rev02,Arc - ITP - Speedpanel,Arc - ITP - Skirting,folder-with-checklists,,,,,L04.T.0.021,,,,,,
Arc - ITP - Ceilings - Rev02,Arc - ITP - Wall Framing,Arc - ITP - Suspended Tile Ceilings - Rev02,Arc - ITP - Speedpanel,Arc - ITP - Skirting,folder-with-checklists,,,,,L04.T.0.021,,,,,,
Arc - ITP - Ceilings - Rev02,Arc - ITP - Wall Framing,Arc - ITP - Suspended Tile Ceilings - Rev02,Arc - ITP - Speedpanel,Arc - ITP - Skirting,folder-with-checklists,,,,,L04.T.0.023,,,,,,
Arc - ITP - Ceilings - Rev02,Arc - ITP - Wall Framing,Arc - ITP - Suspended Tile Ceilings - Rev02,Arc - ITP - Speedpanel,Arc - ITP - Skirting,folder-with-checklists,,,,,L04.T.0.025,,,,,,
Arc - ITP - Ceilings - Rev02,Arc - ITP - Wall Framing,Arc - ITP - Suspended Tile Ceilings - Rev02,Arc - ITP - Speedpanel,Arc - ITP - Skirting,folder-with-checklists,,,,,L04.T.1.001,,,,,,
Arc - ITP - Ceilings - Rev02,Arc - ITP - Wall Framing,Arc - ITP - Suspended Tile Ceilings - Rev02,Arc - ITP - Speedpanel,Arc - ITP - Skirting,folder-with-checklists,,,,,L04.T.1.004,,,,,,
Arc - ITP - Ceilings - Rev02,Arc - ITP - Wall Framing,Arc - ITP - Suspended Tile Ceilings - Rev02,Arc - ITP - Speedpanel,Arc - ITP - Skirting,folder-with-checklists,,,,,L04.T.1.005,,,,,,
Arc - ITP - Ceilings - Rev02,Arc - ITP - Wall Framing,Arc - ITP - Suspended Tile Ceilings - Rev02,Arc - ITP - Speedpanel,Arc - ITP - Skirting,folder-with-checklists,,,,,L04.T.1.005,,,,,,
Arc - ITP - Ceilings - Rev02,Arc - ITP - Wall Framing,Arc - ITP - Suspended Tile Ceilings - Rev02,Arc - ITP - Speedpanel,Arc - ITP - Skirting,folder-with-checklists,,,,,L04.T.1.005c,,,,,,
Arc - ITP - Ceilings - Rev02,Arc - ITP - Wall Framing,Arc - ITP - Suspended Tile Ceilings - Rev02,Arc - ITP - Speedpanel,Arc - ITP - Skirting,folder-with-checklists,,,,,L04.T.1.005d,,,,,,
Arc - ITP - Ceilings - Rev02,Arc - ITP - Wall Framing,Arc - ITP - Suspended Tile Ceilings - Rev02,Arc - ITP - Speedpanel,Arc - ITP - Skirting,folder-with-checklists,,,,,L04.T.1.006,,,,,,
Arc - ITP - Ceilings - Rev02,Arc - ITP - Wall Framing,Arc - ITP - Suspended Tile Ceilings - Rev02,Arc - ITP - Speedpanel,Arc - ITP - Skirting,folder-with-checklists,,,,,L04.T.1.007,,,,,,
