type,name,values,prefix,postfix,usage count,user addable,template name
checklist,Walls - Capping Beam,,,,,,
Section,Delivery/material check,,,,,,
Checkpoint,Material delivered to site correct,,,,,,
Checkpoint,Detail sheet #,,,,,,
Section,Workface acceptance,,,,,,
Checkpoint,Safe,,,,,,
Section,Wall verticals,,,,,,
Checkpoint,Starters IMBMS,,,,,,
Checkpoint,"Starter height, bar diameter",,,,,,
Checkpoint,"Main bar diameter/grade, quantity, and lap",,,,,,
Checkpoint,Correct laps & staggered if required,,,,,,
Checkpoint,Staggered laps,,,,,,
Section,Wall horizontals,,,,,,
Checkpoint,Bar diameter/grade/spacing,,,,,,
Checkpoint,Horizontals flush at ends,,,,,,
Section,Stirrups/Links,,,,,,
Checkpoint,Bar diameter/grade/spacing ,,,,,,
Section,Capping beam at top of wall,,,,,,
Checkpoint,Main bar longitudinal diameter/grade/spacing,,,,,,
Checkpoint,"Stirrups, links diameter/grade/spacing ",,,,,,
Checkpoint,Wall vertical termination ,,,,,,
Checkpoint,Main bar longitudinal termination at column,,,,,,
Checkpoint,Lap bars thru structural steel column,,,,,,
Checkpoint,Slab starter height,,,,,,
Section,Concrete cover ,,,,,,
Checkpoint,Cover blocks/chairs/spacers correct mm - CRITICAL,,,,,,
Section,Miscellaneous,,,,,,
Checkpoint,Structural steel,,,,,,
Checkpoint,Cast-ins,,,,,,
Checkpoint,Fitting IMBMS/Reid,,,,,,
Section,Review & Handover,,,,,,
Checkpoint,"All reinforcing installed correctly, checked & reviewed as per specification",,,,,,
Checkpoint,Area left clean & tidy,,,,,,
,,,,,,,
checklist,Top of Wall Capping Beam,,,,,,
Section,Delivery/material check,,,,,,
Checkpoint,Material delivered to site correct,,,,,,
Checkpoint,Detail sheet #,,,,,,
Section,Workface acceptance,,,,,,
Checkpoint,Safe,,,,,,
Section,Capping beam ,,,,,,
Checkpoint,Main bar longitudinal diameter/grade/spacing,,,,,,
Checkpoint,"Stirrups, links diameter/grade/spacing ",,,,,,
Checkpoint,Wall vertical termination ,,,,,,
Checkpoint,Main bar longitudinal termination at column,,,,,,
Checkpoint,Lap bars thru structural steel column,,,,,,
Checkpoint,Slab starter height,,,,,,
Section,Concrete cover ,,,,,,
Checkpoint,Cover blocks/chairs/spacers correct mm - CRITICAL,,,,,,
Section,Miscellaneous,,,,,,
Checkpoint,Structural steel,,,,,,
Checkpoint,Cast-ins,,,,,,
Checkpoint,Fitting IMBMS/Reid,,,,,,
Section,Review & Handover,,,,,,
Checkpoint,"All reinforcing installed correctly, checked & reviewed as per specification",,,,,,
Checkpoint,Area left clean & tidy,,,,,,
