type,name,values,prefix,postfix,usage count,user addable,template name
checklist,S - S - Ventilation - Carpark Ventilation - Jet Pulse Fan,,,,,,
section,Pre-start checks,,,,,,
checkpoint,"Area clear, access good, enough space for install",,,,,,
checkpoint,"Duct Route clear, Penetrations completed",,,,,,
checkpoint,Nogs/Supports in place,,,,,,
section,First Fix,,,,,,
checkpoint,Access Panel requirements marked up on drawings and submitted to client,,,,,,
checkpoint,"All works from builders or other trades to enable Mechanical First fix to be completed (e.g.. drains, framing, penetrations&)",,,,,,
checkpoint,Mechanical First Fix complete,,,,,,
section,Second Fix,,,,,,
checkpoint,"All works from builders or other trades to enable Mechanical second fix to be completed (e.g.. painting, waterproofing...)",,,,,,
checkpoint,Mechanical Second Fix complete,,,,,,
section,Commissioning,,,,,,
checkpoint,Good access to all areas of building,,,,,,
checkpoint,Power live to Mechanical Plant,,,,,,
checkpoint,Mechanical Plant commissioned,,,,,,
checkpoint,Inspections completed and issued to Foreman,,,,,,
holdpoint,CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS,,,,,,
