resource,resource,resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,,,step,,,Block 31,,,,,,,,
Townhouse Rough In,Townhouse Fix,Townhouse Fit Off,folder-with-checklists,,,,Villa 73,,,,,,,
Townhouse Rough In,Townhouse Fix,Townhouse Fit Off,folder-with-checklists,,,,Villa 75,,,,,,,
Townhouse Rough In,Townhouse Fix,Townhouse Fit Off,folder-with-checklists,,,,Villa 77,,,,,,,
,,,step,,,Block 32,,,,,,,,
Townhouse Rough In,Townhouse Fix,Townhouse Fit Off,folder-with-checklists,,,,Villa 79,,,,,,,
Townhouse Rough In,Townhouse Fix,Townhouse Fit Off,folder-with-checklists,,,,Villa 81,,,,,,,
Townhouse Rough In,Townhouse Fix,Townhouse Fit Off,folder-with-checklists,,,,Villa 83,,,,,,,
,,,step,,,Block 34,,,,,,,,
Townhouse Rough In,Townhouse Fix,Townhouse Fit Off,folder-with-checklists,,,,Villa 86,,,,,,,
Townhouse Rough In,Townhouse Fix,Townhouse Fit Off,folder-with-checklists,,,,Villa 72,,,,,,,
,,,step,,,Block 36,,,,,,,,
Townhouse Rough In,Townhouse Fix,Townhouse Fit Off,folder-with-checklists,,,,Villa 89,,,,,,,
Townhouse Rough In,Townhouse Fix,Townhouse Fit Off,folder-with-checklists,,,,Villa 87,,,,,,,
,,,step,,,Block 37,,,,,,,,
Townhouse Rough In,Townhouse Fix,Townhouse Fit Off,folder-with-checklists,,,,Villa 93,,,,,,,
Townhouse Rough In,Townhouse Fix,Townhouse Fit Off,folder-with-checklists,,,,Villa 91,,,,,,,
,,,,,,,,,,,,,,
