Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,
B01 Progress,,,,,,
,Scope,,,B01,,
,Rows,,,,,
,,Basement - Common Areas,dynamic,Basement,Common Areas,B01
,,Ground Floor - Apartments,dynamic,Apartments,Ground Floor,B01
,,Ground Floor - Common Area A,dynamic,Common Area A,Ground Floor,B01
,,Ground Floor - Common Area B,dynamic,Common Area B,Ground Floor,B01
,,Ground Floor - Common Area C,dynamic,Common Area C,Ground Floor,B01
,,Ground Floor - Common Area D,dynamic,Common Area D,Ground Floor,B01
,,Ground Floor - Common Area E,dynamic,Common Area E,Ground Floor,B01
,,Level 1 - Apartments,dynamic,Apartments,Level 1,B01
,,Level 1 - Common Area A,dynamic,Common Area A,Level 1,B01
,,Level 1 - Common Area B,dynamic,Common Area B,Level 1,B01
,,Level 1 - Common Area C,dynamic,Common Area C,Level 1,B01
,,Level 1 - Common Area D,dynamic,Common Area D,Level 1,B01
,,Level 1 - Common Area E,dynamic,Common Area E,Level 1,B01
,,Level 2 - Apartments,dynamic,Apartments,Level 2,B01
,,Level 2 - Common Area A,dynamic,Common Area A,Level 2,B01
,,Level 2 - Common Area B,dynamic,Common Area B,Level 2,B01
,,Level 2 - Common Area C,dynamic,Common Area C,Level 2,B01
,,Level 2 - Common Area D,dynamic,Common Area D,Level 2,B01
,,Level 2 - Common Area E,dynamic,Common Area E,Level 2,B01
,,Plant Deck,dynamic,Plant Deck,B01,
,Columns,,,,,
,,Fit Off,,Fit Off,,
,,Installation,,Installation,,
,,,,,,
Stage 07 - Townhouses Progress,,,,,,
,Scope,,,Stage 07 - Townhouses,,
,Rows,,,,,
,,Block 25,dynamic,Block 25,Stage 07 - Townhouses,
,,Block 26,dynamic,Block 26,Stage 07 - Townhouses,
,,Block 27,dynamic,Block 27,Stage 07 - Townhouses,
,,Block 28,dynamic,Block 28,Stage 07 - Townhouses,
,,Block 29,dynamic,Block 29,Stage 07 - Townhouses,
,,Block 30,dynamic,Block 30,Stage 07 - Townhouses,
,Columns,,,,,
,,Rough In,,Townhouse Rough In,,
,,Fix,,Townhouse Fix,,
,,Fit Off,,Townhouse Fit Off,,
,,,,,,
Stage 08 - Townhouses Progress,,,,,,
,Scope,,,Stage 08 - Townhouses,,
,Rows,,,,,
,,Block 31,dynamic,Block 31,Stage 08 - Townhouses,
,,Block 32,dynamic,Block 32,Stage 08 - Townhouses,
,,Block 34,dynamic,Block 34,Stage 08 - Townhouses,
,,Block 36,dynamic,Block 36,Stage 08 - Townhouses,
,,Block 37,dynamic,Block 37,Stage 08 - Townhouses,
,Columns,,,,,
,,Rough In,,Townhouse Rough In,,
,,Fix,,Townhouse Fix,,
,,Fit Off,,Townhouse Fit Off,,
