resource,resource,resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,,,step,,,Block 25,,,,,,,,
Townhouse Rough In,Townhouse Fix,Townhouse Fit Off,folder-with-checklists,,,,Villa 59,,,,,,,
Townhouse Rough In,Townhouse Fix,Townhouse Fit Off,folder-with-checklists,,,,Villa 61,,,,,,,
,,,step,,,Block 26,,,,,,,,
Townhouse Rough In,Townhouse Fix,Townhouse Fit Off,folder-with-checklists,,,,Villa 60,,,,,,,
Townhouse Rough In,Townhouse Fix,Townhouse Fit Off,folder-with-checklists,,,,Villa 62,,,,,,,
,,,step,,,Block 27,,,,,,,,
Townhouse Rough In,Townhouse Fix,Townhouse Fit Off,folder-with-checklists,,,,Villa 63,,,,,,,
Townhouse Rough In,Townhouse Fix,Townhouse Fit Off,folder-with-checklists,,,,Villa 65,,,,,,,
,,,step,,,Block 28,,,,,,,,
Townhouse Rough In,Townhouse Fix,Townhouse Fit Off,folder-with-checklists,,,,Villa 64,,,,,,,
Townhouse Rough In,Townhouse Fix,Townhouse Fit Off,folder-with-checklists,,,,Villa 66,,,,,,,
,,,step,,,Block 29,,,,,,,,
Townhouse Rough In,Townhouse Fix,Townhouse Fit Off,folder-with-checklists,,,,Villa 67,,,,,,,
Townhouse Rough In,Townhouse Fix,Townhouse Fit Off,folder-with-checklists,,,,Villa 69,,,,,,,
Townhouse Rough In,Townhouse Fix,Townhouse Fit Off,folder-with-checklists,,,,Villa 71,,,,,,,
,,,step,,,Block 30,,,,,,,,
Townhouse Rough In,Townhouse Fix,Townhouse Fit Off,folder-with-checklists,,,,Villa 68,,,,,,,
Townhouse Rough In,Townhouse Fix,Townhouse Fit Off,folder-with-checklists,,,,Villa 70,,,,,,,
