Step Id,Warnings,Rich Type,State,resource,type,addStep,addPost,Tier 1,Tier 2,Tier 3,Tier 4,Tier 5,,,
1f3e92f0-a662-5f56-b377-f0ee5e959e62,,checkpoint-group,pass,,,FALSE,FALSE,Aotea Station,L3 Plant,CRL-AOT-MEC-AES-DRG-148701/702- Zone 11A/11B (Ducting),Stair Pressure and Lobby Relief,First Fix QA,,,
68f5e81c-d2c3-57c5-a631-369a92ecd7aa,,checkpoint-group,work-in-progress,,,FALSE,FALSE,Site QA ITP List,CRL-ITR-001 - Mechanical Duct,First Fix QA,,,,,
e8fd5183-d2a3-55c6-a6fb-b7f645303e67,,checkpoint-group,fail,,,FALSE,FALSE,Aotea Station,L3 Plant,CRL-AOT-MEC-AES-DRG-148701/702- Zone 11A/11B (Ducting),CRL-ITR-001 - Mechanical Duct,First Fix QA,,,
6ebe28c1-3b4b-5a0a-9252-1f2a5de4d7dd,,checkpoint-group,work-in-progress,,,FALSE,FALSE,Aotea Station,L2 Plant,CRL-AOT-MEC-AES-DRG-148601/602-Zone 11A/11B (Ducting),CRL-ITR-001 - Mechanical Duct,First Fix QA,,,
6f8ccd4c-1911-5c79-bfb2-ad7f1ef2fec8,,checkpoint-group,pass,,,FALSE,FALSE,Aotea Station,L1 Plant,CRL-AOT-MEC-AES-DRG-148501/502- ZONE 11A/11B (Ducting),CRL-ITR-001 - Supply Air - Future Retail,First Fix QA,,,
581e7082-be88-5bd1-bf59-200a97a9894c,,checkpoint-group,not-started,,,FALSE,FALSE,Aotea Station,L1 Plant,CRL-AOT-MEC-AES-DRG-148501/502- ZONE 11A/11B (Ducting),CRL-ITR-001 - Mechanical Duct,First Fix QA,,,
7dcde242-7b70-5506-b0d0-d7c31fc7883c,,checkpoint-group,pass,,,FALSE,FALSE,Aotea Station,L1 Plant,CRL-AOT-MEC-AES-DRG-148501/502- ZONE 11A/11B (Ducting),CRL-ITR-001 - Exhaust Air - Future Retail,First Fix QA,,,
06631fa5-ccee-5cd2-a640-38a1616a564e,,checkpoint-group,pass,,,FALSE,FALSE,Aotea Station,L0 Wellesley East,CRL-AOT-MEC-AES-DEG-148001/002/003/004- Zone 11A/11B (Ducting),CRL-ITR-001 - Mechanical Duct,First Fix QA,,,
477eca21-6f4e-5ad0-89cb-b69587fd4b85,,checkpoint-group,work-in-progress,,,FALSE,FALSE,Aotea Station,B2 Upper Floor,CRL-AOT-MEC-AES-DRG-148201/202-B2 (Ducting) Zone 11A/11B,CRL-ITR-001 - Mechanical Duct,First Fix QA,,,
1fe95150-e612-56c5-8eef-8cf217e85fd4,,checkpoint-group,not-started,,,FALSE,FALSE,Aotea Station,Roof,Drawing No. 140838 (Ducting) Zone 11A,PA Ducting From AHU,CRL-ITR-001 - Mechanical Duct,First Fix QA,,
