Step Id,Warnings,Rich Type,State,resource,type,addStep,addPost,Tier 1,Tier 2,Tier 3,Tier 4,Tier 5,,,,
7f4d7a69-52fa-532f-b852-f6c54716d52b,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA ITP List,CRL-ITR-001 - Mechanical Duct,First Fix QA,Access Panels to be installed as per drawing,,,,,
19f89984-a57f-5988-bb70-9cd3c54caed5,,checkpoint-status,pass,,,TRUE,TRUE,Aotea Station,L3 Plant,CRL-AOT-MEC-AES-DRG-148701/702- Zone 11A/11B (Ducting),Stair Pressure and Lobby Relief,First Fix QA,Access Panels to be installed as per drawing,,,
948b60a8-62ae-5979-b910-9ae3885b91b2,,checkpoint-status,pass,,,TRUE,TRUE,Aotea Station,L3 Plant,CRL-AOT-MEC-AES-DRG-148701/702- Zone 11A/11B (Ducting),CRL-ITR-001 - Mechanical Duct,First Fix QA,Access Panels to be installed as per drawing,,,
bfe10380-d0c9-56c4-8c19-04650b20fa24,,checkpoint-status,work-in-progress,,,TRUE,TRUE,Aotea Station,L2 Plant,CRL-AOT-MEC-AES-DRG-148601/602-Zone 11A/11B (Ducting),CRL-ITR-001 - Mechanical Duct,First Fix QA,Access Panels to be installed as per drawing,,,
a213e647-424a-5d44-99fb-4be765c1a785,,checkpoint-status,pass,,,TRUE,TRUE,Aotea Station,L1 Plant,CRL-AOT-MEC-AES-DRG-148501/502- ZONE 11A/11B (Ducting),CRL-ITR-001 - Supply Air - Future Retail,First Fix QA,Access Panels to be installed as per drawing,,,
864b71a7-2740-5bba-8ad9-a48976eb4c73,,checkpoint-status,not-started,,,TRUE,TRUE,Aotea Station,L1 Plant,CRL-AOT-MEC-AES-DRG-148501/502- ZONE 11A/11B (Ducting),CRL-ITR-001 - Mechanical Duct,First Fix QA,Access Panels to be installed as per drawing,,,
80174cc3-db52-56c8-8007-48298d32b419,,checkpoint-status,pass,,,TRUE,TRUE,Aotea Station,L1 Plant,CRL-AOT-MEC-AES-DRG-148501/502- ZONE 11A/11B (Ducting),CRL-ITR-001 - Exhaust Air - Future Retail,First Fix QA,Access Panels to be installed as per drawing,,,
00a68ea2-d739-5b2f-bb24-16b73189a6ae,,checkpoint-status,pass,,,TRUE,TRUE,Aotea Station,L0 Wellesley East,CRL-AOT-MEC-AES-DEG-148001/002/003/004- Zone 11A/11B (Ducting),CRL-ITR-001 - Mechanical Duct,First Fix QA,Access Panels to be installed as per drawing,,,
0a9cc7b6-657c-57e1-830e-7fddff8dd887,,checkpoint-status,work-in-progress,,,TRUE,TRUE,Aotea Station,B2 Upper Floor,CRL-AOT-MEC-AES-DRG-148201/202-B2 (Ducting) Zone 11A/11B,CRL-ITR-001 - Mechanical Duct,First Fix QA,Access Panels to be installed as per drawing,,,
68703c24-3079-5ecd-a054-049813d5b1ff,,checkpoint-status,not-started,,,TRUE,TRUE,Aotea Station,Roof,Drawing No. 140838 (Ducting) Zone 11A,PA Ducting From AHU,CRL-ITR-001 - Mechanical Duct,First Fix QA,Access Panels to be installed as per drawing,,
f9f4c2b2-27a1-561c-aa62-75e35c4c9604,,checkpoint-status,not-started,,,TRUE,TRUE,Aotea Station,Roof,Drawing No. 140839 (Ducting Zone) 11B,PA Ducting from AHU,CRL-ITR-001 - Mechanical Duct,First Fix QA,Access Panels to be installed as per drawing,,
ae5fe6cf-fb63-5fc0-87bf-60a812da12d9,,checkpoint-status,pass,,,TRUE,TRUE,Aotea Station,B1,Ducting,CRL-AOT-MEC-AES-DRG-141101-B1- ZONE 1B,CRL-ITR-001 - Mechanical Duct,First Fix QA,Access Panels to be installed as per drawing,,
61a37900-467a-5f3f-bf22-ee21977bca12,,checkpoint-status,not-started,,,TRUE,TRUE,Aotea Station,B1,Ducting,"CRL-AOT-MEC-AES-DRG-143103	B1 - ZONE 4A PLANTROOM ",CRL-ITR-001 - Mechanical Duct,First Fix QA,Access Panels to be installed as per drawing,,
e8b1ef9a-a805-52ea-a2e1-f6fce50af90a,,checkpoint-status,not-started,,,TRUE,TRUE,Karangahape Station,Beresford Square,B1,CRL-KRD-MEC-AES-DRG-141104/105 - Zone 2,CRL-ITR-001 - Mechanical Duct,First Fix QA,Access Panels to be installed as per drawing,,
db550cc7-5690-50c1-999e-39dd04a19d60,,checkpoint-status,not-started,,,TRUE,TRUE,Karangahape Station,Beresford Square,B2,CRL-KRD-MEC-AES-DRG-141202/203 - Zone 1,CRL-ITR-001 - Mechanical Duct,First Fix QA,Access Panels to be installed as per drawing,,
210a2cb4-8a6f-55e2-a40c-346476104332,,checkpoint-status,not-started,,,TRUE,TRUE,Karangahape Station,Beresford Square,B2,CRL-KRD-MEC-AES-DRG-141204/205 - Zone 2,CRL-ITR-001 - Mechanical Duct,First Fix QA,Access Panels to be installed as per drawing,,
fcae0a50-78f6-57a2-9c63-3eb815eda871,,checkpoint-status,not-started,,,TRUE,TRUE,Karangahape Station,Beresford Square,B3,CRL-KRD-MEC-AES-DRG-141302/303/304 - Zone 1 & 2,CRL-ITR-001 - Mechanical Duct,First Fix QA,Access Panels to be installed as per drawing,,
30e1fb44-90cc-5e01-89b7-b90d3b177efc,,checkpoint-status,not-started,,,TRUE,TRUE,Karangahape Station,Beresford Square,B4,CRL-KRD-MEC-AES-DRG-141403/404 - Zone 1 & 2,CRL-ITR-001 - Mechanical Duct,First Fix QA,Access Panels to be installed as per drawing,,
bd0d2ae2-e314-5919-b155-40420244eeb3,,checkpoint-status,not-started,,,TRUE,TRUE,Karangahape Station,Mercury Lane,L1,CRL-KRD-MEC-AES-DRG-142801 - Zone 3,CRL-ITR-001 - Mechanical Duct,First Fix QA,Access Panels to be installed as per drawing,,
f3b4372d-a04a-507e-99a2-53c4b3560dc9,,checkpoint-status,not-started,,,TRUE,TRUE,Karangahape Station,Mercury Lane,L0,CRL-KRD-MEC-AES-DRG-142001/002/003 - Zone 3,CRL-ITR-001 - Mechanical Duct,First Fix QA,Access Panels to be installed as per drawing,,
36323941-4e3c-5784-b46f-7f57a9d715f0,,checkpoint-status,not-started,,,TRUE,TRUE,Karangahape Station,Mercury Lane,B1,CRL-KRD-MEC-AES-DRG-142101/102/103 - Zone 3,CRL-ITR-001 - Mechanical Duct,First Fix QA,Access Panels to be installed as per drawing,,
aa8f167b-4222-5db5-a515-125bf591c6c0,,checkpoint-status,not-started,,,TRUE,TRUE,Karangahape Station,Mercury Lane,B4,CRL-KRD-MEC-AES-DRG-142401/402/403,CRL-ITR-001 - Mechanical Duct,First Fix QA,Access Panels to be installed as per drawing,,
6d085840-affe-5ef2-9048-090b0ed2825e,,checkpoint-status,not-started,,,TRUE,TRUE,Karangahape Station,Mercury Lane,B6 Platform,CRL-KRD-MEC-AES-DRG-142603 - Zone 3,CRL-ITR-001 - Mechanical Duct,First Fix QA,Access Panels to be installed as per drawing,,
ec0b4918-5594-55ff-a756-9922456378ec,,checkpoint-status,not-started,,,TRUE,TRUE,Mt. Eden Station,Ventilation Building,Roof,DUCTING - Drawing No. 142920,CRL-ITR-001 - Mechanical Duct,First Fix QA,Access Panels to be installed as per drawing,,
c31582f5-061c-5afd-9699-684e4b8e5b38,,checkpoint-status,not-started,,,TRUE,TRUE,Mt. Eden Station,Ventilation Building,Underplatform,DUCTING,CRL-ITR-001 - Mechanical Duct,First Fix QA,Access Panels to be installed as per drawing,,
ec695307-baf4-57e7-8ee2-bdf3ad0fe022,,checkpoint-status,not-started,,,TRUE,TRUE,Aotea Station,B1,Ducting,CRL-AOT-MEC-AES-DRG-142101/ 1431101 -B1 - ZONE 3 A & B,Ducting,CRL-ITR-001 - Mechanical Duct,First Fix QA,Access Panels to be installed as per drawing,
48e60a46-3638-5509-bdf7-d4bb5c177e28,,checkpoint-status,not-started,,,TRUE,TRUE,Aotea Station,B1,Ducting,CRL-AOT-MEC-AES-DRG-143102-B1 - ZONE 4A ,Ducting,CRL-ITR-001 - Mechanical Duct,First Fix QA,Access Panels to be installed as per drawing,
30085fce-253f-5a76-9514-230f40c4d82b,,checkpoint-status,not-started,,,TRUE,TRUE,Aotea Station,B1,Ducting,CRL-AOT-MEC-AES-DRG-143104-B1- ZONE 4B , Ducting ,CRL-ITR-001 - Mechanical Duct,First Fix QA,Access Panels to be installed as per drawing,
7c28d960-8d4e-5019-8807-bf66834b8402,,checkpoint-status,not-started,,,TRUE,TRUE,Aotea Station,B1,Ducting,CRL-AOT-MEC-AES-DRG-144101-B1  - ZONE 5 A & B ,Ducting,CRL-ITR-001 - Mechanical Duct,First Fix QA,Access Panels to be installed as per drawing,
998ebe06-f7f4-5de0-bd83-cfcaa5492ece,,checkpoint-status,not-started,,,TRUE,TRUE,Aotea Station,B1,Ducting,CRL-AOT-MEC-AES-DRG-145101-B1 - ZONE 6A  & 6B,Ducting ,CRL-ITR-001 - Mechanical Duct,First Fix QA,Access Panels to be installed as per drawing,
4ab00d09-4cea-5ace-a574-3c54ca073987,,checkpoint-status,not-started,,,TRUE,TRUE,Aotea Station,B1,Ducting,CRL-AOT-MEC-AES-DRG-146101-B1  - ZONE 7B ,Ducting ,CRL-ITR-001 - Mechanical Duct,First Fix QA,Access Panels to be installed as per drawing,
c8ed9500-74f6-5f45-9da7-960fc36072c9,,checkpoint-status,not-started,,,TRUE,TRUE,Aotea Station,B1,Ducting,CRL-AOT-MEC-AES-DRG-146102-B1 - ZONE 9B ,Ducting ,CRL-ITR-001 - Mechanical Duct,First Fix QA,Access Panels to be installed as per drawing,
772f020c-02b1-51a4-8ac7-65e942ea22ea,,checkpoint-status,pass,,,TRUE,TRUE,Aotea Station,B1,Ducting,CRL-AOT-MEC-AES-DRG-147101& 147102-B1-ZONE 10A & 10B, Ducting,CRL-ITR-001 - Mechanical Duct,First Fix QA,Access Panels to be installed as per drawing,
5e6c9ec1-4633-5bc5-a42d-911228ade41b,,checkpoint-status,work-in-progress,,,TRUE,TRUE,Aotea Station,B1,Ducting,CRL-AOT-MEC-AES-DRG-148101/102 -B1 - ZONE 11A & B,Ducting ,CRL-ITR-001 - Mechanical Duct,First Fix QA,Access Panels to be installed as per drawing,
5d3b436e-4be5-51fe-a1d0-61279ccc1811,,checkpoint-status,pass,,,TRUE,TRUE,Aotea Station,B3,Ducting,CRL-AOT-MEC-AES-DRG-140325-B3 PLATFORM - ZONE 3B ,Ducting,CRL-ITR-001 - Mechanical Duct,First Fix QA,Access Panels to be installed as per drawing,
7a508783-9f6f-57e7-bd5e-aead0f6cc219,,checkpoint-status,not-started,,,TRUE,TRUE,Aotea Station,B3,Ducting,CRL-AOT-MEC-AES-DRG-143301/302-B3 - ZONE 4A/4B ,Ducting,CRL-ITR-001 - Mechanical Duct,First Fix QA,Access Panels to be installed as per drawing,
617b868b-4d5e-52d3-8135-5f5f62d22388,,checkpoint-status,work-in-progress,,,TRUE,TRUE,Aotea Station,B3,Ducting,CRL-AOT-MEC-AES-DRG-146303-B3 PLATFORM - ZONE 8B ,Ducting,CRL-ITR-001 - Mechanical Duct,First Fix QA,Access Panels to be installed as per drawing,
e483e611-846a-5548-9bd4-06c7ca629800,,checkpoint-status,not-started,,,TRUE,TRUE,Aotea Station,B3,Ducting,CRL-AOT-MEC-AES-DRG-146304-B3 PLATFORM - ZONE 9B ,Ducting,CRL-ITR-001 - Mechanical Duct,First Fix QA,Access Panels to be installed as per drawing,
a45468fa-929e-594c-a203-639b9df656c5,,checkpoint-status,fail,,,TRUE,TRUE,Aotea Station,B3,Ducting,CRL-AOT-MEC-AES-DRG-147301/302-B3 PLATFORM - ZONE 10A/10B,Ducting,CRL-ITR-001 - Mechanical Duct,First Fix QA,Access Panels to be installed as per drawing,
172fecb7-ba53-50c4-b641-3bfea98df1c2,,checkpoint-status,not-started,,,TRUE,TRUE,Aotea Station,B3,Ducting,CRL-AOT-MEC-AES-DRG-147301/302-B3 PLATFORM - ZONE 10A/10B,Ducting,CRL-ITR-001 - Mechanical Duct,First Fix QA,Access Panels to be installed as per drawing,
1535f491-edce-5db9-84e0-de413269c481,,checkpoint-status,not-applicable,,,TRUE,TRUE,Aotea Station,B3,Ducting,TVS DUCTWORK,CRL-AOT-TVT-AES-DRG-146301-A00,CRL-ITR-001 - Mechanical Duct,First Fix QA,Access Panels to be installed as per drawing,
29bc559d-182d-5ef8-92ba-5b4193c6d647,,checkpoint-status,not-applicable,,,TRUE,TRUE,Aotea Station,B3,Ducting,TVS DUCTWORK,CRL-AOT-TVT-AES-DRG-146302-A00,CRL-ITR-001 - Mechanical Duct,First Fix QA,Access Panels to be installed as per drawing,
4ca92dcb-e053-5fae-90d1-2d62515e1db5,,checkpoint-status,not-applicable,,,TRUE,TRUE,Aotea Station,B3,Ducting,TVS DUCTWORK,CRL-AOT-TVT-AES-DRG-146303-A01,CRL-ITR-001 - Mechanical Duct,First Fix QA,Access Panels to be installed as per drawing,
035bdfde-07cb-5758-a6a9-25b5615ea1bd,,checkpoint-status,not-started,,,TRUE,TRUE,Karangahape Station,Beresford Square,L0,CRL-KRD-MEC-AES-DRG-141002 - Zone 1,Toilet Exhaust (TE) Duct,CRL-ITR-001 - Mechanical Duct,First Fix QA,Access Panels to be installed as per drawing,
0c1ebc3a-0b8d-5090-a7bf-a815117925f3,,checkpoint-status,not-started,,,TRUE,TRUE,Karangahape Station,Beresford Square,L0,CRL-KRD-MEC-AES-DRG-141002 - Zone 1,General Extract (GE) Duct,CRL-ITR-001 - Mechanical Duct,First Fix QA,Access Panels to be installed as per drawing,
8e262a48-ca4d-597c-b1be-66846f8bed2a,,checkpoint-status,not-started,,,TRUE,TRUE,Karangahape Station,Beresford Square,L0,CRL-KRD-MEC-AES-DRG-141002 - Zone 1,SU Ducting from AHU,CRL-ITR-001 - Mechanical Duct,First Fix QA,Access Panels to be installed as per drawing,
