"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"461a196d-738f-4f59-9a0a-9b86e6f0ca68","","not-started","","folder","TRUE","FALSE","SO 425"
"241adf76-c943-410d-b84a-c173e877a8d9","","not-started","","folder","TRUE","FALSE","SO 425","Fascia, trims & flashings."
"8a07b959-25ec-42eb-a897-30d23ad05433","","not-started","e8de74b47c312875c65445ddda3081e0bc02c2d4c93dca3748f0ba173bfd7b1c","checklist","FALSE","FALSE","SO 425","Fascia, trims & flashings.","QA Checklist"
"b166983d-1f90-4187-baf0-a99bb096d5de","","not-started","b39dbca6cfe143833a3d39756bd5977e5e7811cd2d9070e102b20cfbdfaecd8b","checklist","FALSE","FALSE","SO 425","Fascia, trims & flashings.","Package Checklist"
"c3f06ffc-6aa6-4ff9-bce0-489acd7ce239","","not-started","","folder","TRUE","FALSE","SO 425","Cladding Boards."
"549f0937-6001-4740-85ca-f29d8ec1fde4","","not-started","e8de74b47c312875c65445ddda3081e0bc02c2d4c93dca3748f0ba173bfd7b1c","checklist","FALSE","FALSE","SO 425","Cladding Boards.","QA Checklist"
"f7d60579-5e5c-4d4f-a0bd-d609abb8c63b","","not-started","b39dbca6cfe143833a3d39756bd5977e5e7811cd2d9070e102b20cfbdfaecd8b","checklist","FALSE","FALSE","SO 425","Cladding Boards.","Package Checklist"
"5d9bb725-88e9-4fb2-9dc7-b2c7895cff9b","","not-started","Damage Report Checklist","checklist","FALSE","FALSE","SO 425","Damage Report Checklist"
"c3eb49ec-7d7f-434a-b3c9-0a6f6ccff312","","not-started","","folder","TRUE","FALSE","SO 426"
"2d8fc331-de1d-4211-82a7-65fe026987e5","","not-started","","folder","TRUE","FALSE","SO 426","Trims & flashings."
"cd80e51d-ce50-474e-aaf5-26e9ce17b16d","","not-started","e8de74b47c312875c65445ddda3081e0bc02c2d4c93dca3748f0ba173bfd7b1c","checklist","FALSE","FALSE","SO 426","Trims & flashings.","QA Checklist"
"f9e9c53b-bf6b-408e-98d1-e53c30fea217","","not-started","b39dbca6cfe143833a3d39756bd5977e5e7811cd2d9070e102b20cfbdfaecd8b","checklist","FALSE","FALSE","SO 426","Trims & flashings.","Package Checklist"
"9f529691-2860-4206-9e91-714f3e53c657","","not-started","","folder","TRUE","FALSE","SO 426","Cladding Boards."
"dd33252b-fdd8-4221-85d7-a898510fe1a7","","not-started","e8de74b47c312875c65445ddda3081e0bc02c2d4c93dca3748f0ba173bfd7b1c","checklist","FALSE","FALSE","SO 426","Cladding Boards.","QA Checklist"
"ec5360e5-2f66-4965-a2a1-7b8afe961f82","","not-started","b39dbca6cfe143833a3d39756bd5977e5e7811cd2d9070e102b20cfbdfaecd8b","checklist","FALSE","FALSE","SO 426","Cladding Boards.","Package Checklist"
"1d791f67-96dd-4109-b2ea-aab8d9409a3d","","not-started","Damage Report Checklist","checklist","FALSE","FALSE","SO 426","Damage Report Checklist"
"e1fafcf7-c517-4722-b8c6-6bd6a9813fb6","","not-started","","folder","TRUE","FALSE","SO 427"
"615c1666-fa7c-405a-9eaa-cc34730b43ec","","not-started","","folder","TRUE","FALSE","SO 427","Trims & flashings."
"4243f36b-df74-4f55-9a59-89650993ce60","","not-started","e8de74b47c312875c65445ddda3081e0bc02c2d4c93dca3748f0ba173bfd7b1c","checklist","FALSE","FALSE","SO 427","Trims & flashings.","QA Checklist"
"378e582f-9bfe-4aa7-92e9-5b4a86a16065","","not-started","b39dbca6cfe143833a3d39756bd5977e5e7811cd2d9070e102b20cfbdfaecd8b","checklist","FALSE","FALSE","SO 427","Trims & flashings.","Package Checklist"
"81c8cd1c-bbae-4f01-8681-7326d77196d0","","not-started","","folder","TRUE","FALSE","SO 427","Cladding Boards."
"a91e62af-6f70-42c8-98b4-458c3e587ba7","","not-started","e8de74b47c312875c65445ddda3081e0bc02c2d4c93dca3748f0ba173bfd7b1c","checklist","FALSE","FALSE","SO 427","Cladding Boards.","QA Checklist"
"f9715c9b-b195-403a-9913-63f60fceb66c","","not-started","b39dbca6cfe143833a3d39756bd5977e5e7811cd2d9070e102b20cfbdfaecd8b","checklist","FALSE","FALSE","SO 427","Cladding Boards.","Package Checklist"
"eeb45d6c-bac2-4af3-8da3-66073eef1f75","","not-started","Damage Report Checklist","checklist","FALSE","FALSE","SO 427","Damage Report Checklist"
