Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,
Subsurface Drainage - Lot Register,,,,,,
,Scope,,,Site QA,Subsoil Drainage,
,Rows,,,,,
,,McGregor Road North,dynamic,McGregor Rd - North,Subsoil Drainage,Site QA
,,McGregor Road South,dynamic,McGregor Rd - South,Subsoil Drainage,Site QA
,,HKWRR North,dynamic,HKWRR North,Subsoil Drainage,Site QA
,,HKWRR South,dynamic,HKWRR South,Subsoil Drainage,Site QA
,Columns,,,,,
,,Lot Map,Lot map,1.1.1 - Lot Map,1.0 Pre-start activities,
,,Signed Hold Points,,AUTHORITY HOLDPOINT,,
,,Enviromental Permit,Environmental permit,1.1.2 - Environmental Permit,1.0 Pre-start activities,
,,NCR,NCR raised?,Lot Conformance,4.0 Work Lot Close Out,
,,Lot Status,Lot Status,Lot Conformance,4.0 Work Lot Close Out,
,,Lot Opened On,Lot opened date:,Lot Conformance,4.0 Work Lot Close Out,
,,Lot Opened By,Lot opened by:,Lot Conformance,4.0 Work Lot Close Out,
,,Comments,Comments,Lot Conformance,4.0 Work Lot Close Out,
,,,,,,
Stormwater Drainage - Lot Register,,,,,,
,Scope,,,Site QA,Drainage,
,Rows,,,,,
,,McGregor Road North,dynamic,McGregor Rd - North,Drainage,Site QA
,,McGregor Road South,dynamic,McGregor Rd - South,Drainage,Site QA
,,HKWRR North,dynamic,HKWRR North,Drainage,Site QA
,,HKWRR South,dynamic,HKWRR South,Drainage,Site QA
,Columns,,,,,
,,Lot Map,Lot map,1.1.1 - Lot Map,1.0 Pre-start activities,
,,Signed Hold Points,,AUTHORITY HOLDPOINT,,
,,Enviromental Permit,Environmental permit,1.1.2 - Environmental Permit,1.0 Pre-start activities,
,,NCR,NCR raised?,Lot Conformance,4.0 Work Lot Close Out,
,,Lot Status,Lot Status,Lot Conformance,4.0 Work Lot Close Out,
,,Lot Opened On,Lot opened date:,Lot Conformance,4.0 Work Lot Close Out,
,,Lot Opened By,Lot opened by:,Lot Conformance,4.0 Work Lot Close Out,
,,Comments,Comments,Lot Conformance,4.0 Work Lot Close Out,
