Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,
Overall Progress,,,,,,
,Scope,,,Site QA,,
,Rows,,,,,
,,GF,grouping,GF,,
,,Common Area ,dynamic,Common Area ,GF ,Site QA
,,Level 1,grouping,Level 1,,
,,Common Area,dynamic,Common Area,Level 1 ,Site QA
,,APT 1,dynamic,APT 1,Level 1 ,Site QA
,,APT 2,dynamic,APT 2,Level 1 ,Site QA
,,APT 3,dynamic,APT 3,Level 1 ,Site QA
,,Level 2,grouping,Level 2,,
,,APT 4,dynamic,APT 4,Level 2,Site QA
,,APT 5 ,dynamic,APT 5 ,Level 2,Site QA
,,APT 6 ,dynamic,APT 6 ,Level 2,Site QA
,,APT 7,dynamic,APT 7,Level 2,Site QA
,,APT 8 ,dynamic,APT 8 ,Level 2,Site QA
,,APT 9 ,dynamic,APT 9 ,Level 2,Site QA
,,COMMON ,dynamic,COMMON ,Level 2,Site QA
,,Level 3,grouping,Level 3,,
,,APT 10,dynamic,APT 10,Level 3,Site QA
,,APT 11,dynamic,APT 11,Level 3,Site QA
,,APT 12,dynamic,APT 12,Level 3,Site QA
,,APT 13,dynamic,APT 13,Level 3,Site QA
,,APT 14,dynamic,APT 14,Level 3,Site QA
,,APT 15,dynamic,APT 15,Level 3,Site QA
,,COMMON ,dynamic,COMMON ,Level 3,Site QA
,,Level 4,grouping,Level 4,,
,,APT 16,dynamic,APT 16,Level 4,Site QA
,,APT 17,dynamic,APT 17,Level 4,Site QA
,,APT 18,dynamic,APT 18,Level 4,Site QA
,,APT 19,dynamic,APT 19,Level 4,Site QA
,,APT 20,dynamic,APT 20,Level 4,Site QA
,,APT 21,dynamic,APT 21,Level 4,Site QA
,,COMMON ,dynamic,COMMON ,Level 4,Site QA
,,Level 5,grouping,Level 5,,
,,APT 22,dynamic,APT 22,Level 5,Site QA
,,APT 23,dynamic,APT 23,Level 5,Site QA
,,APT 24,dynamic,APT 24,Level 5,Site QA
,,APT 25,dynamic,APT 25,Level 5,Site QA
,,APT 26,dynamic,APT 26,Level 5,Site QA
,,APT 27,dynamic,APT 27,Level 5,Site QA
,,COMMON ,dynamic,COMMON ,Level 5,Site QA
,,Level 6,grouping,Level 6,,
,,APT 28,dynamic,APT 28,Level 6,Site QA
,,APT 29,dynamic,APT 29,Level 6,Site QA
,Columns,,,,,
,,Subframe installation ,,Subframe installation ,,
,,Frame Installation,,Frame Installation,,
,,Glass,,Glass,,
,,Commissioning,,Commissioning,,
