"Matrix Name","Dimension","Name","Type / Data Field","Tag 1","Tag 2"
"Overall Progress"
,"Scope",,
,"Rows"
,,"C-L1","grouping","c-l1"
,,"WC100-1","expanded","c-l1","WC100-1"
,,"WC101-1","expanded","WC101-1","c-l1"
,,"WC101-2","expanded","WC101-2","c-l1"
,,"WC101-3","expanded","c-l1","WC101-3"
,,"WC102-1","expanded","WC102-1","c-l1"
,,"WC102-2","expanded","c-l1","WC102-2"
,,"WC102-3","expanded","c-l1","WC102-3"
,,"WC102-4","expanded","WC102-4","c-l1"
,,"WC102-5","expanded","WC102-5","c-l1"
,,"WC103-1","expanded","c-l1","WC103-1"
,,"WC103-2","expanded","c-l1","WC103-2"
,,"WC103-3","expanded","WC103-3","c-l1"
,,"WC104-1","expanded","c-l1","WC104-1"
,,"WC104-2","expanded","WC104-2","c-l1"
,,"WC104-3","expanded","WC104-3","c-l1"
,,"WC105-1","expanded","WC105-1","c-l1"
,,"WC105-2","expanded","WC105-2","c-l1"
,,"WC106-1","expanded","WC106-1","c-l1"
,,"WC106-2","expanded","c-l1","WC106-2"
,,"WC107-1","expanded","c-l1","WC107-1"
,,"WC108-1","expanded","c-l1","WC108-1"
,,"WC107-3","expanded","WC107-3","c-l1"
,,"WC107-2","expanded","c-l1","WC107-2"
,,"WC108-2","expanded","WC108-2","c-l1"
,,"WC108-3","expanded","WC108-3","c-l1"
,,"WC108-4","expanded","c-l1","WC108-4"
,,"WC109-1","expanded","c-l1","WC109-1"
,,"WC109-2","expanded","c-l1","WC109-2"
,,"WC109-3","expanded","WC109-3","c-l1"
,,"WC109-4","expanded","WC109-4","c-l1"
,,"WC109-5","expanded","c-l1","WC109-5"
,,"WC110-1","expanded","WC110-1","c-l1"
,,"WC110-2","expanded","WC110-2","c-l1"
,,"C-L2","grouping","c-l2"
,,"WC200-1","expanded","c-l2","WC200-1"
,,"WC201-1","expanded","c-l2","WC201-1"
,,"WC201-2","expanded","c-l2","WC201-2"
,,"WC202-1","expanded","c-l2","WC202-1"
,,"WC202-2","expanded","WC202-2","c-l2"
,,"WC202-3","expanded","c-l2","WC202-3"
,,"WC202-4","expanded","c-l2","WC202-4"
,,"WC202-5","expanded","c-l2","WC202-5"
,,"WC203-1","expanded","c-l2","WC203-1"
,,"WC203-2","expanded","WC203-2","c-l2"
,,"WC203-3","expanded","c-l2","WC203-3"
,,"WC204-1","expanded","WC204-1","c-l2"
,,"WC204-2","expanded","c-l2","WC204-2"
,,"WC204-3","expanded","c-l2","WC204-3"
,,"WC205-1","expanded","c-l2","WC205-1"
,,"WC205-2","expanded","c-l2","WC205-2"
,,"WC206-1","expanded","c-l2","WC206-1"
,,"WC206-2","expanded","c-l2","WC206-2"
,,"WC207-1","expanded","c-l2","WC207-1"
,,"WC207-2","expanded","WC207-2","c-l2"
,,"WC208-1","expanded","WC208-1","c-l2"
,,"WC208-2","expanded","c-l2","WC208-2"
,,"WC208-3","expanded","c-l2","WC208-3"
,,"WC208-4","expanded","c-l2","WC208-4"
,,"WC209-1","expanded","c-l2","WC209-1"
,,"WC209-2","expanded","c-l2","WC209-2"
,,"WC209-3","expanded","c-l2","WC209-3"
,,"WC209-4","expanded","WC209-4","c-l2"
,,"WC210-2","expanded","WC210-2","c-l2"
,,"WC210-1","expanded","c-l2","WC210-1"
,,"C-L3","grouping","c-l3"
,,"WC300-1","expanded","c-l3","WC300-1"
,,"WC300-2","expanded","c-l3","WC300-2"
,,"WC301-1","expanded","c-l3","WC301-1"
,,"WC301-2","expanded","c-l3","WC301-2"
,,"WC302-1","expanded","c-l3","WC302-1"
,,"WC302-3","expanded","c-l3","WC302-3"
,,"WC302-4","expanded","c-l3","WC302-4"
,,"WC302-5","expanded","c-l3","WC302-5"
,,"WC303-1","expanded","c-l3","WC303-1"
,,"WC303-2","expanded","c-l3","WC303-2"
,,"WC304-1","expanded","c-l3","WC304-1"
,,"WC304-2","expanded","c-l3","WC304-2"
,,"WC305-1","expanded","c-l3","WC305-1"
,,"WC305-2","expanded","c-l3","WC305-2"
