type,name,values,prefix,postfix,usage count,user addable,template name
checklist-flat,QD-00043_en_A.1_main Minispace low rise,,,,,,
checkpoint,1 Plumbing,,,,,,
checkpoint,"2 First guide rails, buffers and overspeed governor",,,,,,
checkpoint,3 Car sling and car,,,,,,
checkpoint,4 Rest of the guide rails,,,,,,
checkpoint,5 Hoisting machine,,,,,,
checkpoint,6 Before commissioning for inspection drive,,,,,,
checkpoint,"7 Landing door, car door and curtain of light",,,,,,
checkpoint,8 Before commissioning for rated speed,,,,,,
checkpoint,9 Commissioning for rated speed,,,,,,
checkpoint,10 Ride comfort and safety inspection,,,,,,
