Step Id,Warnings,State,Checklist Template,Type,addStep,addPost,Tier 1,Tier 2,Tier 3,Tier 4,Tier 5,Tier 6
5c7417cc-e2bd-4e23-8406-42f3a7a6f824,,not-started,Roof,checklist,FALSE,FALSE,Site QA,Apartments,Block A,Level 1,Roof,
e7fac99e-ae85-48f0-a5ca-5faf2cf28d66,,not-started,Roof,checklist,FALSE,FALSE,Site QA,Apartments,Block A,Level 2,Roof,
b0007d1d-508a-4237-834f-a4a4852762e5,,not-started,Roof,checklist,FALSE,FALSE,Site QA,Apartments,Block A,Level 3,Roof,
f3179b2f-bbd5-49b7-bc56-f265514c5e58,,not-started,Roof,checklist,FALSE,FALSE,Site QA,Apartments,Block A,Level 4,Roof,
bac200e5-d8d1-4c54-8aee-44ec49f06586,,not-started,Roof,checklist,FALSE,FALSE,Site QA,Apartments,Block A,Level 5,Roof,
93439c5b-c5e1-41ff-b0de-5ebea3faca82,,not-started,Roof,checklist,FALSE,FALSE,Site QA,Apartments,Block A,Level 8,Roof,
80bb1231-d42f-4b50-9675-a3c3cb892d09,,not-started,Roof,checklist,FALSE,FALSE,Site QA,Apartments,Block B,Level 1,Roof,
4c961c35-be42-4833-80b2-12e4c4ca7094,,not-started,Roof,checklist,FALSE,FALSE,Site QA,Apartments,Block B,Level 2,Roof,
38b6fb83-332c-451a-a49b-136596344cb6,,not-started,Roof,checklist,FALSE,FALSE,Site QA,Apartments,Block B,Level 3,Roof,
28bc3a3a-4f6a-4f75-ad9c-8b4f4b9dbc98,,not-started,Roof,checklist,FALSE,FALSE,Site QA,Apartments,Block B,Level 4,Roof,
03533711-ed64-48ee-98ef-40bff2edb649,,not-started,Roof,checklist,FALSE,FALSE,Site QA,Apartments,Block B,Level 5,Roof,
52e15664-f693-4d58-9df4-5af85ec91087,,not-started,Roof,checklist,FALSE,FALSE,Site QA,Apartments,Block B,Level 8,Roof,
dbe109b8-b335-48c9-b543-7b114c84f8ce,,not-started,Roof,checklist,FALSE,FALSE,Site QA,Apartments,Block C,Level 1,Roof,
9006f468-fa84-4027-a293-6737d8bfda9a,,not-started,Roof,checklist,FALSE,FALSE,Site QA,Apartments,Block C,Level 2,Roof,
78a74010-1844-46b2-b43c-bb55e17f0365,,not-started,Roof,checklist,FALSE,FALSE,Site QA,Apartments,Block C,Level 3,Roof,
d777101a-0e1f-4f56-9079-d2e0c0123b92,,not-started,Roof,checklist,FALSE,FALSE,Site QA,Apartments,Block C,Level 4,Roof,
92e4d9c8-88fb-42e6-b309-3ad76f9129a9,,not-started,Roof,checklist,FALSE,FALSE,Site QA,Apartments,Block C,Level 5,Roof,
a3655424-7341-4ede-b394-d15854af925f,,not-started,Roof,checklist,FALSE,FALSE,Site QA,Apartments,Block C,Level 8,Roof,
