Step Id,Warnings,Rich Type,State,resource,type,addStep,addPost,Tier 1,Tier 2,Tier 3,Tier 4,Tier 5,Tier 6
49a537ba-eaed-44e0-ba85-b0cef304b031,,checklist-flat,not-started,1dcee7f528a8ed6805cf1c2c3dd7dba1d628de6209ffdc6d889bd6cd58632ace,checklist-flat,FALSE,FALSE,Site QA,Stair ST01 & ST02,Level 4-5,Precast Landing,Built Sign-off,Built Precast ITP
fa9c59fa-a446-403b-840e-39c7aa0f5124,,checklist-flat,not-started,1dcee7f528a8ed6805cf1c2c3dd7dba1d628de6209ffdc6d889bd6cd58632ace,checklist-flat,FALSE,FALSE,Site QA,Stair ST01 & ST02,Level 5-6,Precast Landing,Built Sign-off,Built Precast ITP
1da69842-4e5a-4239-965a-bfe24c9fb776,,checklist-flat,not-started,1dcee7f528a8ed6805cf1c2c3dd7dba1d628de6209ffdc6d889bd6cd58632ace,checklist-flat,FALSE,FALSE,Site QA,Stair ST01 & ST02,Level 6-7,Precast Landing,Built Sign-off,Built Precast ITP
e4c23528-b864-4ccd-a31d-ab58d3547de0,,checklist-flat,not-started,1dcee7f528a8ed6805cf1c2c3dd7dba1d628de6209ffdc6d889bd6cd58632ace,checklist-flat,FALSE,FALSE,Site QA,Stair ST01 & ST02,Level 7-8,Precast Landing,Built Sign-off,Built Precast ITP
bc2a5e9b-e5ed-47da-9609-0e0f35830d83,,checklist-flat,not-started,1dcee7f528a8ed6805cf1c2c3dd7dba1d628de6209ffdc6d889bd6cd58632ace,checklist-flat,FALSE,FALSE,Site QA,Stair ST01 & ST02,Level 8-9,Precast Landing,Built Sign-off,Built Precast ITP
a98259c1-cbe3-4bc3-aada-1e858256e5b3,,checklist-flat,not-started,1dcee7f528a8ed6805cf1c2c3dd7dba1d628de6209ffdc6d889bd6cd58632ace,checklist-flat,FALSE,FALSE,Site QA,Stair ST01 & ST02,Level 9-10,Precast Landing,Built Sign-off,Built Precast ITP
649e5ac1-f766-414b-a83b-f4cf558ee95a,,checklist-flat,not-started,1dcee7f528a8ed6805cf1c2c3dd7dba1d628de6209ffdc6d889bd6cd58632ace,checklist-flat,FALSE,FALSE,Site QA,Stair ST01 & ST02,Level 10-11,Precast Landing,Built Sign-off,Built Precast ITP
a637eb39-b560-43c7-838e-4d2225f6561e,,checklist-flat,not-started,1dcee7f528a8ed6805cf1c2c3dd7dba1d628de6209ffdc6d889bd6cd58632ace,checklist-flat,FALSE,FALSE,Site QA,Stair ST01 & ST02,Level 11-12,Precast Landing,Built Sign-off,Built Precast ITP
fc1debca-919e-41e0-8970-90b07cb681ae,,checklist-flat,not-started,1dcee7f528a8ed6805cf1c2c3dd7dba1d628de6209ffdc6d889bd6cd58632ace,checklist-flat,FALSE,FALSE,Site QA,Stair ST01 & ST02,Level 12-13,Precast Landing,Built Sign-off,Built Precast ITP
79dcc808-fb83-4439-99b7-07cd756fc465,,checklist-flat,not-started,1dcee7f528a8ed6805cf1c2c3dd7dba1d628de6209ffdc6d889bd6cd58632ace,checklist-flat,FALSE,FALSE,Site QA,Stair ST01 & ST02,Level 13-14,Precast Landing,Built Sign-off,Built Precast ITP
264bcb85-0e3e-47e0-946d-75c59ef2b5f9,,checklist-flat,not-started,1dcee7f528a8ed6805cf1c2c3dd7dba1d628de6209ffdc6d889bd6cd58632ace,checklist-flat,FALSE,FALSE,Site QA,Stair ST01 & ST02,Level 14-15,Precast Landing,Built Sign-off,Built Precast ITP
87b01742-0797-4ae7-9505-1fb229541217,,checklist-flat,not-started,1dcee7f528a8ed6805cf1c2c3dd7dba1d628de6209ffdc6d889bd6cd58632ace,checklist-flat,FALSE,FALSE,Site QA,Stair ST01 & ST02,Level 15-16,Precast Landing,Built Sign-off,Built Precast ITP
8617724e-e4e9-4063-b017-285dd7c3f395,,checklist-flat,not-started,1dcee7f528a8ed6805cf1c2c3dd7dba1d628de6209ffdc6d889bd6cd58632ace,checklist-flat,FALSE,FALSE,Site QA,Stair ST01 & ST02,Level 16-17,Precast Landing,Built Sign-off,Built Precast ITP
1e254cff-8dbc-4150-86e1-6027c3b939ce,,checklist-flat,not-started,1dcee7f528a8ed6805cf1c2c3dd7dba1d628de6209ffdc6d889bd6cd58632ace,checklist-flat,FALSE,FALSE,Site QA,Stair ST01 & ST02,Level 17-18,Precast Landing,Built Sign-off,Built Precast ITP
29928a12-e0d4-414c-83b3-58f93c368968,,checklist-flat,not-started,1dcee7f528a8ed6805cf1c2c3dd7dba1d628de6209ffdc6d889bd6cd58632ace,checklist-flat,FALSE,FALSE,Site QA,Stair ST01 & ST02,Level 18-19,Precast Landing,Built Sign-off,Built Precast ITP
f533fd7e-e1a7-4594-82a2-de50dd3e6547,,checklist-flat,not-started,1dcee7f528a8ed6805cf1c2c3dd7dba1d628de6209ffdc6d889bd6cd58632ace,checklist-flat,FALSE,FALSE,Site QA,Stair ST01 & ST02,Level 19-20,Precast Landing,Built Sign-off,Built Precast ITP
6cbc1278-f731-44f9-ac2b-f57e19ca080a,,checklist-flat,not-started,1dcee7f528a8ed6805cf1c2c3dd7dba1d628de6209ffdc6d889bd6cd58632ace,checklist-flat,FALSE,FALSE,Site QA,Stair ST01 & ST02,Level 20-21,Precast Landing,Built Sign-off,Built Precast ITP
e07f2e06-1d6b-4b57-9691-eca328c10c5f,,checklist-flat,not-started,1dcee7f528a8ed6805cf1c2c3dd7dba1d628de6209ffdc6d889bd6cd58632ace,checklist-flat,FALSE,FALSE,Site QA,Stair ST01 & ST02,Level 21-22,Precast Landing,Built Sign-off,Built Precast ITP
42dbf047-d3fd-473d-8f5e-e5ef4b3fa32e,,checklist-flat,not-started,1dcee7f528a8ed6805cf1c2c3dd7dba1d628de6209ffdc6d889bd6cd58632ace,checklist-flat,FALSE,FALSE,Site QA,Stair ST01 & ST02,Level 22-23,Precast Landing,Built Sign-off,Built Precast ITP
79eb0dcc-8cf6-49f8-9ba6-e85037129ff8,,checklist-flat,not-started,1dcee7f528a8ed6805cf1c2c3dd7dba1d628de6209ffdc6d889bd6cd58632ace,checklist-flat,FALSE,FALSE,Site QA,Stair ST01 & ST02,Level 23-24,Precast Landing,Built Sign-off,Built Precast ITP
52ad27df-b626-4d17-a727-25c767c2c215,,checklist-flat,not-started,1dcee7f528a8ed6805cf1c2c3dd7dba1d628de6209ffdc6d889bd6cd58632ace,checklist-flat,FALSE,FALSE,Site QA,Stair ST01 & ST02,Level 24-25,Precast Landing,Built Sign-off,Built Precast ITP
