Step Id,Warnings,Rich Type,State,resource,type,addStep,addPost,Tier 1,Tier 2,Tier 3,Tier 4,Tier 5,Tier 6
249013fc-dfdd-4ac1-b5ab-7ee6f5b4b3a9,,checklist-flat,not-started,Built Spinewall Precast ITP,checklist-flat,FALSE,FALSE,Site QA,Stair ST01 & ST02,Level 4-5,Precast Landing,Built Sign-off,Built Spinewall Precast ITP
37bbd598-9fdb-4eab-94fd-6f81e8af54e1,,checklist-flat,not-started,Built Spinewall Precast ITP,checklist-flat,FALSE,FALSE,Site QA,Stair ST01 & ST02,Level 5-6,Precast Landing,Built Sign-off,Built Spinewall Precast ITP
3f99ef19-e50c-40f7-be8e-c6edfde2b970,,checklist-flat,not-started,Built Spinewall Precast ITP,checklist-flat,FALSE,FALSE,Site QA,Stair ST01 & ST02,Level 6-7,Precast Landing,Built Sign-off,Built Spinewall Precast ITP
774653ed-5b13-4798-a5de-9546dfc9303f,,checklist-flat,not-started,Built Spinewall Precast ITP,checklist-flat,FALSE,FALSE,Site QA,Stair ST01 & ST02,Level 7-8,Precast Landing,Built Sign-off,Built Spinewall Precast ITP
fd6e1e8b-5794-4a9e-be97-c3e4250b2811,,checklist-flat,not-started,Built Spinewall Precast ITP,checklist-flat,FALSE,FALSE,Site QA,Stair ST01 & ST02,Level 8-9,Precast Landing,Built Sign-off,Built Spinewall Precast ITP
1886e54c-d944-444c-b550-67bb35afd680,,checklist-flat,not-started,Built Spinewall Precast ITP,checklist-flat,FALSE,FALSE,Site QA,Stair ST01 & ST02,Level 9-10,Precast Landing,Built Sign-off,Built Spinewall Precast ITP
3c1fba73-f410-4c81-a2f5-a24fd4b9282a,,checklist-flat,not-started,Built Spinewall Precast ITP,checklist-flat,FALSE,FALSE,Site QA,Stair ST01 & ST02,Level 10-11,Precast Landing,Built Sign-off,Built Spinewall Precast ITP
47a12d58-6598-4cc7-99f4-e45fb8822aec,,checklist-flat,not-started,Built Spinewall Precast ITP,checklist-flat,FALSE,FALSE,Site QA,Stair ST01 & ST02,Level 11-12,Precast Landing,Built Sign-off,Built Spinewall Precast ITP
fee405be-3b9d-46ec-b250-579a9b4f7bc4,,checklist-flat,not-started,Built Spinewall Precast ITP,checklist-flat,FALSE,FALSE,Site QA,Stair ST01 & ST02,Level 12-13,Precast Landing,Built Sign-off,Built Spinewall Precast ITP
501fd5ea-a8e3-4de9-957d-725b02aa18a9,,checklist-flat,not-started,Built Spinewall Precast ITP,checklist-flat,FALSE,FALSE,Site QA,Stair ST01 & ST02,Level 13-14,Precast Landing,Built Sign-off,Built Spinewall Precast ITP
1a07a34f-aa33-4857-9a49-7f7506739ea5,,checklist-flat,not-started,Built Spinewall Precast ITP,checklist-flat,FALSE,FALSE,Site QA,Stair ST01 & ST02,Level 14-15,Precast Landing,Built Sign-off,Built Spinewall Precast ITP
09ece880-bf9e-4f7a-8075-84a7ba0c6a08,,checklist-flat,not-started,Built Spinewall Precast ITP,checklist-flat,FALSE,FALSE,Site QA,Stair ST01 & ST02,Level 15-16,Precast Landing,Built Sign-off,Built Spinewall Precast ITP
b9531f2a-ca96-423b-892b-0d63fc0e7cd7,,checklist-flat,not-started,Built Spinewall Precast ITP,checklist-flat,FALSE,FALSE,Site QA,Stair ST01 & ST02,Level 16-17,Precast Landing,Built Sign-off,Built Spinewall Precast ITP
8c177ac5-52ad-4dff-8721-f39704abcd59,,checklist-flat,not-started,Built Spinewall Precast ITP,checklist-flat,FALSE,FALSE,Site QA,Stair ST01 & ST02,Level 17-18,Precast Landing,Built Sign-off,Built Spinewall Precast ITP
5f418132-83c6-491d-ab65-04b750988c47,,checklist-flat,not-started,Built Spinewall Precast ITP,checklist-flat,FALSE,FALSE,Site QA,Stair ST01 & ST02,Level 18-19,Precast Landing,Built Sign-off,Built Spinewall Precast ITP
ff741c9d-29af-45aa-8a37-3e18f4a7b446,,checklist-flat,not-started,Built Spinewall Precast ITP,checklist-flat,FALSE,FALSE,Site QA,Stair ST01 & ST02,Level 19-20,Precast Landing,Built Sign-off,Built Spinewall Precast ITP
aa6950cd-5c7f-4658-8dc2-87dc7b52c964,,checklist-flat,not-started,Built Spinewall Precast ITP,checklist-flat,FALSE,FALSE,Site QA,Stair ST01 & ST02,Level 20-21,Precast Landing,Built Sign-off,Built Spinewall Precast ITP
af1fdc54-f0a0-4fb3-ba8f-b7271fb969ab,,checklist-flat,not-started,Built Spinewall Precast ITP,checklist-flat,FALSE,FALSE,Site QA,Stair ST01 & ST02,Level 21-22,Precast Landing,Built Sign-off,Built Spinewall Precast ITP
847e9f34-3342-4896-bfbc-2b927c23c067,,checklist-flat,not-started,Built Spinewall Precast ITP,checklist-flat,FALSE,FALSE,Site QA,Stair ST01 & ST02,Level 22-23,Precast Landing,Built Sign-off,Built Spinewall Precast ITP
40922cdc-5b42-41af-b2ff-13a9b789947c,,checklist-flat,not-started,Built Spinewall Precast ITP,checklist-flat,FALSE,FALSE,Site QA,Stair ST01 & ST02,Level 23-24,Precast Landing,Built Sign-off,Built Spinewall Precast ITP
a79f6d8e-d29d-43ca-b882-6526e9500a0b,,checklist-flat,not-started,Built Spinewall Precast ITP,checklist-flat,FALSE,FALSE,Site QA,Stair ST01 & ST02,Level 24-25,Precast Landing,Built Sign-off,Built Spinewall Precast ITP
