Step Id,Warnings,State,Checklist Template,Type,addStep,addPost,Tier 1,Tier 2,Tier 3,Tier 4,Tier 5,Tier 6
e39accac-fc5a-4109-be76-cd1e4a615c09,,not-started,Piling ITC-ITR,checklist,FALSE,FALSE,Section 1,Piling ITP,,,,
0640d3c6-2ae3-4dad-b8bb-58dda3f3a260,,not-started,Pile Predrilling & Filling ITC,checklist,FALSE,FALSE,Section 1,Pile Predrilling & Filling ITC,,,,
8edff0a9-be7e-4b09-98e9-c8bba92e1ee8,,not-started,ITP-ME-01 Piling,checklist,FALSE,FALSE,Section 2,Piling ITP - Section 2,,,,
d331318a-c3da-4091-9ee9-e6fb3bf2c5e7,,not-started,ITP-ME-01 Piling,checklist,FALSE,FALSE,Section 3,Piling ITP -Section 3,,,,
a34eb70d-0b95-4588-9c0a-dd7d49030464,,not-started,ITP-ME-01 Piling,checklist,FALSE,FALSE,Section 4,Piling ITP - Section 4,,,,
2b2d75c1-3fac-4fc4-8673-31adf0cc2fe9,,not-started,ITP-ME-01 Piling,checklist,FALSE,FALSE,Section 5,Piling ITP - Section 5,,,,
44511244-96cd-4dbd-b229-4174fd3cfba5,,not-started,ITP-ME-01 Piling,checklist,FALSE,FALSE,Section 6,Piling ITP - Section 6,,,,
668e6cdd-9ef8-4428-89a2-ce0bd93c0845,,not-started,ITP-ME-01 Piling,checklist,FALSE,FALSE,Section 7,Piling ITP - Section 7,,,,
4bb31d5f-f1e5-414b-8653-874a440bb39b,,not-started,ITP-ME-01 Piling,checklist,FALSE,FALSE,Section 8,Piling ITP - Section 8,,,,
60bd263a-9cef-4e76-a2a4-2276c9cf645a,,not-started,ITP-ME-01 Piling,checklist,FALSE,FALSE,Section 9,Piling ITP - Section 9,,,,
