resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,step,,,Level 1,,,,,,,,
,step,,,,Grid C,,,,,,,
Interior Frame - Timber,checklist,,,,,Interior Framing,,,,,,
Door Openings,checklist,,,,,Door Opening,,,,,,
,step,,,,Grid B,,,,,,,
Interior Frame - Timber,checklist,,,,,Interior Framing,,,,,,
Door Openings,checklist,,,,,Door Opening,,,,,,
,step,,,,Grid 11,,,,,,,
Interior Frame - Timber,checklist,,,,,Interior Framing,,,,,,
Door Openings,checklist,,,,,Door Opening,,,,,,
,step,,,,Grid G,,,,,,,
Interior Frame - Timber,checklist,,,,,Interior Framing,,,,,,
Door Openings,checklist,,,,,Door Opening,,,,,,
,step,,,,Grid F,,,,,,,
Interior Frame - Timber,checklist,,,,,Interior Framing,,,,,,
Door Openings,checklist,,,,,Door Opening,,,,,,
,step,,,,Grid 6,,,,,,,
Interior Frame - Timber,checklist,,,,,Interior Framing,,,,,,
Door Openings,checklist,,,,,Door Opening,,,,,,
,step,,,,Grid 7,,,,,,,
Interior Frame - Timber,checklist,,,,,Interior Framing,,,,,,
Door Openings,checklist,,,,,Door Opening,,,,,,
,step,,,,Grid 01,,,,,,,
Interior Frame - Timber,checklist,,,,,Interior Framing,,,,,,
Door Openings,checklist,,,,,Door Opening,,,,,,
,step,,,,Grid 00,,,,,,,
Interior Frame - Timber,checklist,,,,,Interior Framing,,,,,,
Door Openings,checklist,,,,,Door Opening,,,,,,
,step,,,,Grid 12,,,,,,,
Promat,checklist,,,,,Promat,,,,,,
,step,,,Level 2,,,,,,,,
,step,,,,Grid C,,,,,,,
Interior Frame - Timber,checklist,,,,,Interior Framing,,,,,,
Door Openings,checklist,,,,,Door Opening,,,,,,
,step,,,,Grid B,,,,,,,
Interior Frame - Timber,checklist,,,,,Interior Framing,,,,,,
Door Openings,checklist,,,,,Door Opening,,,,,,
,step,,,,Grid 11,,,,,,,
Interior Frame - Timber,checklist,,,,,Interior Framing,,,,,,
Door Openings,checklist,,,,,Door Opening,,,,,,
,step,,,,Grid G,,,,,,,
Interior Frame - Timber,checklist,,,,,Interior Framing,,,,,,
Door Openings,checklist,,,,,Door Opening,,,,,,
,step,,,,Grid F,,,,,,,
Interior Frame - Timber,checklist,,,,,Interior Framing,,,,,,
Door Openings,checklist,,,,,Door Opening,,,,,,
,step,,,,Grid 6,,,,,,,
Interior Frame - Timber,checklist,,,,,Interior Framing,,,,,,
Door Openings,checklist,,,,,Door Opening,,,,,,
,step,,,,Grid 7,,,,,,,
Interior Frame - Timber,checklist,,,,,Interior Framing,,,,,,
Door Openings,checklist,,,,,Door Opening,,,,,,
,step,,,,Grid 01,,,,,,,
Interior Frame - Timber,checklist,,,,,Interior Framing,,,,,,
Door Openings,checklist,,,,,Door Opening,,,,,,
,step,,,,Grid 00,,,,,,,
Interior Frame - Timber,checklist,,,,,Interior Framing,,,,,,
Door Openings,checklist,,,,,Door Opening,,,,,,
,step,,,Level 3,,,,,,,,
,step,,,,Grid C,,,,,,,
Interior Frame - Timber,checklist,,,,,Interior Framing,,,,,,
Door Openings,checklist,,,,,Door Opening,,,,,,
,step,,,,Grid B,,,,,,,
Interior Frame - Timber,checklist,,,,,Interior Framing,,,,,,
Door Openings,checklist,,,,,Door Opening,,,,,,
,step,,,,Grid 11,,,,,,,
Interior Frame - Timber,checklist,,,,,Interior Framing,,,,,,
Door Openings,checklist,,,,,Door Opening,,,,,,
,step,,,,Grid G,,,,,,,
Interior Frame - Timber,checklist,,,,,Interior Framing,,,,,,
Door Openings,checklist,,,,,Door Opening,,,,,,
,step,,,,Grid F,,,,,,,
Interior Frame - Timber,checklist,,,,,Interior Framing,,,,,,
Door Openings,checklist,,,,,Door Opening,,,,,,
,step,,,,Grid 6,,,,,,,
Interior Frame - Timber,checklist,,,,,Interior Framing,,,,,,
Door Openings,checklist,,,,,Door Opening,,,,,,
,step,,,,Grid 7,,,,,,,
Interior Frame - Timber,checklist,,,,,Interior Framing,,,,,,
Door Openings,checklist,,,,,Door Opening,,,,,,
,step,,,,Grid 01,,,,,,,
Interior Frame - Timber,checklist,,,,,Interior Framing,,,,,,
Door Openings,checklist,,,,,Door Opening,,,,,,
,step,,,,Grid 00,,,,,,,
Interior Frame - Timber,checklist,,,,,Interior Framing,,,,,,
Door Openings,checklist,,,,,Door Opening,,,,,,
,step,,,Roof ,,,,,,,,
,step,,,,Grid A,,,,,,,
Roof ,checklist,,,,,Roof Exterior,,,,,,
,step,,,,Grid D,,,,,,,
Roof ,checklist,,,,,Roof Exterior,,,,,,
,step,,,,Grid 12,,,,,,,
Roof ,checklist,,,,,Roof Exterior,,,,,,
,step,,,,Grid H,,,,,,,
Roof ,checklist,,,,,Roof Exterior,,,,,,
,step,,,,Grid 10,,,,,,,
Roof ,checklist,,,,,Roof Exterior,,,,,,
,step,,,,Grid 00,,,,,,,
Roof ,checklist,,,,,Roof Exterior,,,,,,
