type,name,values,prefix,postfix,usage count,user addable,template name
checklist-flat,Door Openings,,,,,,Door Openings
checkpoint,Timber size and treatment ,,,,,,
checkpoint,Lintels nailed of and strapped ?,,,,,,
checkpoint,Lintel hieght from ground - allowance for acustic floor ,,,,,,
checkpoint,Opening aligned to upper and lower floor ,,,,,,
checkpoint,Opening width correct ,,,,,,
checkpoint,service riser installed ,,,,,,
,,,,,,,
checklist,Interior Frame - Timber,,,,,,Interior Frame - Timber
section,Wall type,,,,,,
checkpoint,Wall location as per plan based off nearest grid,,,,,,
checkpoint,Plumb - check wall for plumb start and finish,,,,,,
checkpoint,Square to next frame,,,,,,
checkpoint,Door openings the right size,,,,,,
checkpoint,Bolts to bottom plate ,,,,,,
checkpoint,Nogs installed around service penetrations as required?,,,,,,
checkpoint,Top plate bolted off as required ,,,,,,
checkpoint,Service nogs as per mark up -  are they required ?,,,,,,
checkpoint,DPC under bottom plate ,,,,,,
checkpoint,Ceiling level nogs required of in place ,,,,,,
checkpoint,DPC to steel connection is it required,,,,,,
,,,,,,,
checklist-flat,Promat ,,,,,,Promat 
checkpoint,Confirm board type ,,,,,,
checkpoint,Fixings used - photo in board and on fixing box,,,,,,
checkpoint,fire seal behind board  on floor joint ,,,,,,
checkpoint,fire seal to underlsab edge ,,,,,,
checkpoint,Penetrations dealt with ?,,,,,,
,,,,,,,
checklist-flat,Roof ,,,,,,Roof 
checkpoint ,Rafters installed on centres ,,,,,,
checkpoint ,Rafter packers installed ,,,,,,
checkpoint ,truss hold downs in place ,,,,,,
checkpoint ,purlins at correct centres ,,,,,,
checkpoint ,purlin fixings in place ,,,,,,
checkpoint ,Pentrations installed and in correct place ,,,,,,
checkpoint ,Plywood installed ,,,,,,
checkpoint ,plywood screwed off at centres and screw type,,,,,,
checkpoint ,H3.2 packer installed to plywood edge ,,,,,,
checkpoint ,Soffit nogs in place ,,,,,,
checkpoint ,Facia board attached ,,,,,,
checkpoint ,Ridge beam connections done,,,,,,
checkpoint ,Confirmation of fxings used ,,,,,,
