Step Id,Warnings,State,Checklist Template,Type,addStep,addPost,Tier 1,Tier 2,Tier 3,Tier 4,Tier 5,Tier 6,
07fe93c6-11ae-48bd-9985-b19543ef70f6,,work-in-progress,ITC - (7) Light and Power Circuits,checklist,FALSE,FALSE,Acute Services Building,Distribution Board,Level 01,ASB-DBS-01-01,ASB-DBS-01-01 - Power,CB-20,CB-20 - ITC 7 (ASB-DBS-01-01 - Power)
c27aa56f-0d3d-48e0-a839-cd43582719e8,,work-in-progress,ITC - (7) Light and Power Circuits,checklist,FALSE,FALSE,Acute Services Building,Distribution Board,Level 01,ASB-DBN-01-02,ASB-DBN-01-02 - Power,CB-20,CB-20 - ITC 7 (ASB-DBN-01-02 - Power)
82349442-05d6-4a1a-8b41-7a6d134d70ae,,work-in-progress,ITC - (7) Light and Power Circuits,checklist,FALSE,FALSE,Acute Services Building,Distribution Board,Level 01,ASB-DBS-01-02,ASB-DBS-01-02 - Power,CB-20,CB-20 - ITC 7 (ASB-DBS-01-02 - Power)
f22db6a2-863b-4ebf-85b8-bd452055e0f7,,not-started,ITC - (7) Light and Power Circuits,checklist,FALSE,FALSE,Acute Services Building,Distribution Board,Level 01,ASB-DBN-01-03,ASB-DBN-01-03 - Power,CB-20,CB-20 - ITC 7 (ASB-DBN-01-03 - Power)
45cc1ff0-1171-4e7c-9c3b-c9c1d05ccc65,,work-in-progress,ITC - (7) Light and Power Circuits,checklist,FALSE,FALSE,Acute Services Building,Distribution Board,Level 01,ASB-DBN-01-04,ASB-DBN-01-04 - Power,CB-20,CB-20 - ITC 7 (ASB-DBN-01-04 - Power)
e1bd8848-c98a-40b4-bdf0-065dfcc0792b,,work-in-progress,ITC - (7) Light and Power Circuits,checklist,FALSE,FALSE,Acute Services Building,Distribution Board,Level 01,ASB-DBS-01-04,ASB-DBS-01-04 - Power,CB-20,CB-20 - ITC 7 (ASB-DBS-01-04 - Power)
d1905b13-74e2-43d0-880d-c5ef4763faf4,,not-started,ITC - (7) Light and Power Circuits,checklist,FALSE,FALSE,Acute Services Building,Distribution Board,Level 01,ASB-DBN-01-05,ASB-DBN-01-05 - Power,CB-20,CB-20  - ITC 7 (ASB-DBN-01-05 - Power)
cc6d6828-9306-4017-b115-2b837b26d39f,,work-in-progress,ITC - (7) Light and Power Circuits,checklist,FALSE,FALSE,Acute Services Building,Distribution Board,Level 01,ASB-DBN-01-06,ASB-DBN-01-06 - Power,CB-20,CB-20 - ITC 7 (ASB-DBN-01-06 - Power)
a795809e-3811-4cd1-a29c-432b979927c6,,work-in-progress,ITC - (7) Light and Power Circuits,checklist,FALSE,FALSE,Acute Services Building,Distribution Board,Level 01,ASB-DBS-01-06,ASB-DBS-01-06 - Power,CB-20,CB-20 - ITC 7 (ASB-DBS-01-06 - Power)
ccde42cf-8735-4ff8-a3b2-4937203bcbbe,,not-started,ITC - (7) Light and Power Circuits,checklist,FALSE,FALSE,Acute Services Building,Distribution Board,Level 01,ASB-DBS-01-07,ASB-DBS-01-07 - Power,CB-20,CB-20 - ITC 7 (ASB-DBS-01-07 - Power)
