Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,
Overall Progress,,,,,,
,Scope,,,Site QA,,
,Rows,,,,,
,,Level 1 - West Elevation,dynamic,Site QA,Level 1,West Elevation
,,Level 1 - North Elevation,dynamic,Site QA,Level 1,North Elevation
,,Level 1 - South Elevation,dynamic,Site QA,Level 1,South Elevation
,,Level 2 - South Elevation,dynamic,Site QA,Level 2,South Elevation
,,Level 2 - North Elevation,dynamic,Site QA,Level 2,North Elevation
,,Level 2 - East Elevation,dynamic,Site QA,Level 2,East Elevation
,,Level 2 - West Elevation,dynamic,Site QA,Level 2,West Elevation
,,Level 3 - North Elevation,dynamic,Site QA,Level 3,North Elevation
,,Level 3 - South Elevation,dynamic,Site QA,Level 3,South Elevation
,,Level 3 - East Elevation,dynamic,Site QA,Level 3,East Elevation
,,Level 3 - West Elevation,dynamic,Site QA,Level 3,West Elevation
,,Level 4 - East Elevation,dynamic,Site QA,Level 4,East Elevation
,,Level 4 - North Elevation,dynamic,Site QA,Level 4,North Elevation
,,Level 4 - South Elevation,dynamic,Site QA,Level 4,South Elevation
,,Level 4 - West Elevation,dynamic,Site QA,Level 4,West Elevation
,,Level 5 - East Elevation,dynamic,Site QA,Level 5,East Elevation
,,Level 5 - North Elevation,dynamic,Site QA,Level 5,North Elevation
,,Level 5 - South Elevation,dynamic,Site QA,Level 5,South Elevation
,,Level 5 - West Elevation,dynamic,Site QA,Level 5,West Elevation
,,Level 6 - East Elevation,dynamic,Site QA,Level 6,East Elevation
,,Level 6 - North Elevation,dynamic,Site QA,Level 6,North Elevation
,,Level 6 - South Elevation,dynamic,Site QA,Level 6,South Elevation
,,Level 6 - West Elevation,dynamic,Site QA,Level 6,West Elevation
,,Level 7 - East Elevation,dynamic,Site QA,Level 7,East Elevation
,,Level 7 - North Elevation,dynamic,Site QA,Level 7,North Elevation
,,Level 7 - South Elevation,dynamic,Site QA,Level 7,South Elevation
,,Level 7 - West Elevation,dynamic,Site QA,Level 7,West Elevation
,,Level 8 - East Elevation,dynamic,Site QA,Level 8,East Elevation
,,Level 8 - North Elevation,dynamic,Site QA,Level 8,North Elevation
,,Level 8 - South Elevation,dynamic,Site QA,Level 8,South Elevation
,,Level 8 - West Elevation,dynamic,Site QA,Level 8,West Elevation
,,Level 9 - East Elevation,dynamic,Site QA,Level 9,East Elevation
,,Level 9 - North Elevation,dynamic,Site QA,Level 9,North Elevation
,,Level 9 - South Elevation,dynamic,Site QA,Level 9,South Elevation
,,Level 9 - West Elevation,dynamic,Site QA,Level 9,West Elevation
,,Level 10 - East Elevation,dynamic,Site QA,Level 10,East Elevation
,,Level 10 - North Elevation,dynamic,Site QA,Level 10,North Elevation
,,Level 10 - South Elevation,dynamic,Site QA,Level 10,South Elevation
,,Level 10 - West Elevation,dynamic,Site QA,Level 10,West Elevation
,,Level 11 - East Elevation,dynamic,Site QA,Level 11,East Elevation
,,Level 11 - North Elevation,dynamic,Site QA,Level 11,North Elevation
,,Level 11 - South Elevation,dynamic,Site QA,Level 11,South Elevation
,,Level 11 - West Elevation,dynamic,Site QA,Level 11,West Elevation
,Columns,,,,,
,,Panel - Panel installed correctly & free from defects,,Panel has been installed correctly and is free from defects,,
,,Panel - Window Wall,Window Wall,Panel has been installed correctly and is free from defects,,
,,Panel - Curtain Wall,Curtain Wall,Panel has been installed correctly and is free from defects,,
,,Panel - Fins,Fins,Panel has been installed correctly and is free from defects,,
,,Final Inspection - Window Wall,,Window Wall,Elevation - Final Inspection,
,,Final Inspection - Curtain Wall,,Curtain Wall,Elevation - Final Inspection,
,,Final Inspection - Final Sign Off,,Final Sign Off,Elevation - Final Inspection,
