Step Id,Warnings,Rich Type,State,resource,type,addStep,addPost,Tier 1,Tier 2,Tier 3,Tier 4,Tier 5,,
cc1810b7-08fd-5d78-b9f6-90c9ed7a46ad,,checkpoint-status,not-started,,,TRUE,TRUE,HDC Site QA,Main Reticulation,Mandatory Testing,LV-1A.3c - TOB-1A.3C to PDU-1A.3 (ATS),AE-ITCX-009 - Mains Cabling Reticulation Test Sheet (Rev 0 +Names),Test No.3,Pass Once below details are completed
4732460d-fd9d-5cb7-8ea6-e366349668f2,,checkpoint-status,not-started,,,TRUE,TRUE,HDC Site QA,Main Reticulation,Mandatory Testing,LV-1A.3c - TOB-1A.3C to PDU-1A.3 (ATS),AE-ITCX-009 - Mains Cabling Reticulation Test Sheet (Rev 0 +Names),Test No.3,Insulation Resistance - Pass Once below details are completed
d4b416be-3b8b-560c-98ed-87e9f19cafb8,,checkpoint-status,not-started,,,TRUE,TRUE,HDC Site QA,Main Reticulation,Mandatory Testing,LV-1A.3c - TOB-1A.3C to PDU-1A.3 (ATS),AE-ITCX-009 - Mains Cabling Reticulation Test Sheet (Rev 0 +Names),Test No.4,Pass Once below details are completed
85889a3c-aed9-5a78-aca4-9fec08c1766d,,checkpoint-status,not-started,,,TRUE,TRUE,HDC Site QA,Main Reticulation,Mandatory Testing,LV-1A.3c - TOB-1A.3C to PDU-1A.3 (ATS),AE-ITCX-009 - Mains Cabling Reticulation Test Sheet (Rev 0 +Names),Test No.4,Insulation Resistance - Pass Once below details are completed
6c15abf7-a6b9-51d5-8807-ec87e8fbe82a,,checkpoint-status,not-started,,,TRUE,TRUE,HDC Site QA,Main Reticulation,Mandatory Testing,LV-1A.3c - TOB-1A.3C to PDU-1A.3 (ATS),AE-ITCX-009 - Mains Cabling Reticulation Test Sheet (Rev 0 +Names),Test No.5,Pass Once below details are completed
0f9a87f3-8f25-582c-ad65-00f24611577b,,checkpoint-status,not-started,,,TRUE,TRUE,HDC Site QA,Main Reticulation,Mandatory Testing,LV-1A.3c - TOB-1A.3C to PDU-1A.3 (ATS),AE-ITCX-009 - Mains Cabling Reticulation Test Sheet (Rev 0 +Names),Test No.5,Insulation Resistance - Pass Once below details are completed
a184aeb7-c12a-5236-93f0-c80b1d873ca1,,checkpoint-status,not-started,,,TRUE,TRUE,HDC Site QA,Main Reticulation,Mandatory Testing,LV-1A.3c - TOB-1A.3C to PDU-1A.3 (ATS),AE-ITCX-009 - Mains Cabling Reticulation Test Sheet (Rev 0 +Names),Test No.6,Pass Once below details are completed
4eb0ba28-b325-58fb-b178-1c8c08d0dec7,,checkpoint-status,not-started,,,TRUE,TRUE,HDC Site QA,Main Reticulation,Mandatory Testing,LV-1A.3c - TOB-1A.3C to PDU-1A.3 (ATS),AE-ITCX-009 - Mains Cabling Reticulation Test Sheet (Rev 0 +Names),Test No.6,Insulation Resistance - Pass Once below details are completed
ae7e5dcc-6fd2-5ae5-9cd6-ddab954f8d64,,checkpoint-status,not-started,,,TRUE,TRUE,HDC Site QA,Main Reticulation,Mandatory Testing,LV-1A.3c - TOB-1A.3C to PDU-1A.3 (ATS),AE-ITCX-009 - Mains Cabling Reticulation Test Sheet (Rev 0 +Names),Test No.7,Pass Once below details are completed
7b400ff2-2d71-5d9c-be04-c194b4e18cb2,,checkpoint-status,not-started,,,TRUE,TRUE,HDC Site QA,Main Reticulation,Mandatory Testing,LV-1A.3c - TOB-1A.3C to PDU-1A.3 (ATS),AE-ITCX-009 - Mains Cabling Reticulation Test Sheet (Rev 0 +Names),Test No.7,Insulation Resistance - Pass Once below details are completed
0666ac37-f4c0-5ba0-b045-1361ce7739dc,,checkpoint-status,not-started,,,TRUE,TRUE,HDC Site QA,Main Reticulation,Mandatory Testing,LV-1A.3c - TOB-1A.3C to PDU-1A.3 (ATS),AE-ITCX-009 - Mains Cabling Reticulation Test Sheet (Rev 0 +Names),Test No.8,Pass Once below details are completed
d217faf4-5960-546f-9a0e-23449969dae1,,checkpoint-status,not-started,,,TRUE,TRUE,HDC Site QA,Main Reticulation,Mandatory Testing,LV-1A.3c - TOB-1A.3C to PDU-1A.3 (ATS),AE-ITCX-009 - Mains Cabling Reticulation Test Sheet (Rev 0 +Names),Test No.8,Insulation Resistance - Pass Once below details are completed
9bc60de2-775f-598f-a29d-060265994fa4,,checkpoint-status,not-started,,,TRUE,TRUE,HDC Site QA,Main Reticulation,Mandatory Testing,LV-1A.3c - TOB-1A.3C to PDU-1A.3 (ATS),AE-ITCX-009 - Mains Cabling Reticulation Test Sheet (Rev 0 +Names),Test No.9,Pass Once below details are completed
