type,name,values,prefix,postfix,usage count,user addable,template name,Resource Id
checklist,Checksheet,,,,,,(TEST) Checksheet - Version 1,
section,Details,,,,,,,
checkpoint,0%,,,,,,,
textbox,Range,,,,,,,
textbox,Expected mA,,,,,,,
textbox,Local Indication,,,,,,,
textbox,As-found TX Output mA,,,,,,,
textbox,As-found TX Output,,,,,,,
textbox,As-found TX: Error,,,,,,,
textbox,As-left TX Output mA,,,,,,,
textbox,As-left TX Output,,,,,,,
textbox,As-left TX: Error,,,,,,,
checkpoint,25%,,,,,,,
textbox,Range,,,,,,,
textbox,Expected mA,,,,,,,
textbox,Local Indication,,,,,,,
textbox,As-found TX Output mA,,,,,,,
textbox,As-found TX Output,,,,,,,
textbox,As-found TX: Error,,,,,,,
textbox,As-left TX Output mA,,,,,,,
textbox,As-left TX Output,,,,,,,
textbox,As-left TX: Error,,,,,,,
checkpoint,50%,,,,,,,
textbox,Range,,,,,,,
textbox,Expected mA,,,,,,,
textbox,Local Indication,,,,,,,
textbox,As-found TX Output mA,,,,,,,
textbox,As-found TX Output,,,,,,,
textbox,As-found TX: Error,,,,,,,
textbox,As-left TX Output mA,,,,,,,
textbox,As-left TX Output,,,,,,,
textbox,As-left TX: Error,,,,,,,
checkpoint,75%,,,,,,,
textbox,Range,,,,,,,
textbox,Expected mA,,,,,,,
textbox,Local Indication,,,,,,,
textbox,As-found TX Output mA,,,,,,,
textbox,As-found TX Output,,,,,,,
textbox,As-found TX: Error,,,,,,,
textbox,As-left TX Output mA,,,,,,,
textbox,As-left TX Output,,,,,,,
textbox,As-left TX: Error,,,,,,,
checkpoint,100%,,,,,,,
textbox,Range,,,,,,,
textbox,Expected mA,,,,,,,
textbox,Local Indication,,,,,,,
textbox,As-found TX Output mA,,,,,,,
textbox,As-found TX Output,,,,,,,
textbox,As-found TX: Error,,,,,,,
textbox,As-left TX Output mA,,,,,,,
textbox,As-left TX Output,,,,,,,
textbox,As-left TX: Error,,,,,,,
checkpoint,50%,,,,,,,
textbox,Range,,,,,,,
textbox,Expected mA,,,,,,,
textbox,Local Indication,,,,,,,
textbox,As-found TX Output mA,,,,,,,
textbox,As-found TX Output,,,,,,,
textbox,As-found TX: Error,,,,,,,
textbox,As-left TX Output mA,,,,,,,
textbox,As-left TX Output,,,,,,,
textbox,As-left TX: Error,,,,,,,
checkpoint,25%,,,,,,,
textbox,Range,,,,,,,
textbox,Expected mA,,,,,,,
textbox,Local Indication,,,,,,,
textbox,As-found TX Output mA,,,,,,,
textbox,As-found TX Output,,,,,,,
textbox,As-found TX: Error,,,,,,,
textbox,As-left TX Output mA,,,,,,,
textbox,As-left TX Output,,,,,,,
textbox,As-left TX: Error,,,,,,,
checkpoint,0%,,,,,,,
textbox,Range,,,,,,,
textbox,Expected mA,,,,,,,
textbox,Local Indication,,,,,,,
textbox,As-found TX Output mA,,,,,,,
textbox,As-found TX Output,,,,,,,
textbox,As-found TX: Error,,,,,,,
textbox,As-left TX Output mA,,,,,,,
textbox,As-left TX Output,,,,,,,
textbox,As-left TX: Error,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
checklist,Checksheet,,,,,,(TEST) Checksheet - Version 2,
section,Details,,,,,,,
checkpoint,Details,,,,,,,
dropdown,%,"0%,25%,50%,75%,100%",,,,,,
textbox,Range,,,,,,,
textbox,Expected mA,,,,,,,
textbox,Local Indication,,,,,,,
textbox,As-found TX Output mA,,,,,,,
textbox,As-found TX Output,,,,,,,
textbox,As-found TX: Error,,,,,,,
textbox,As-left TX Output mA,,,,,,,
textbox,As-left TX Output,,,,,,,
textbox,As-left TX: Error,,,,,,,
