type,name,values,prefix,postfix,usage count,user addable,template name
checklist-flat,Cable tray checklist,,,,,,B05 - Cable tray checklist
checkpoint,Tray ready to start,,,,,,
checkpoint,Building to correct Drawings (Bim model),,,,,,
checkpoint,Correct Tray / Basket size used,,,,,,
checkpoint,Tray height correct of RL,,,,,,
checkpoint,Tray position as per Bim model measurements,,,,,,
checkpoint,Tray level,,,,,,
checkpoint,Tray locked down,,,,,,
