Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,
Apartments Progress (B05),,,,,,
,Scope,,,B05,,
,Rows,,,,,
,,Ground Level,dynamic,Ground Level,B05,Site QA
,,Level 1,dynamic,Level 1,B05,Site QA
,,Level 2,dynamic,Level 2,B05,Site QA
,Columns,,,,,
,,Split HW,,Split HW,,
,,Extract Fan,,Extract Fan,,
,,Kitch Ext,,Kitch Ext,,
,,,,,,
Ventilation Progress (B05),,,,,,
,Scope,,,B05,,
,Rows,,,,,
,,Carpark,dynamic,Carpark,B05,Site QA
,,Store Room,dynamic,Store Room,B05,Site QA
,,Rubbish Room,dynamic,Rubbish Room,B05,Site QA
,,Corridor,dynamic,Corridor,B05,Site QA
,Columns,,,,,
,,Pre-Start SA Fan,,Pre-Start SA Fan,,
,,First Fix SA Fan,,First Fix SA Fan,,
,,Second Fix SA Fan,,Second Fix SA Fan,,
,,Commission SA Fan,,Commission SA Fan,,
,,Pre-Start Ext Fan,,Pre-Start Ext Fan,,
,,First Fix Ext Fan,,First Fix Ext Fan,,
,,Second Fix Ext Fan,,Second Fix Ext Fan,,
,,Commission Ext Fan,,Commission Ext Fan,,
