"Matrix Name","Dimension","Name","Type / Data Field","Tag 1","Tag 2"
"Apartments Progress"
,"Scope",,
,"Rows"
,,"Ground Level","dynamic","ground level"
,,"Level 1","dynamic","level 1"
,,"Level 2","dynamic","level 2"
,"Columns"
,,"Split HW",,"split hw"
,,"Extract Fan",,"extract fan"
,,"Kitch Ext",,"kitch ext"

"Ventilation Progress"
,"Scope",,
,"Rows"
,,"Carpark","dynamic","carpark"
,,"Store Room","dynamic","store room"
,,"Rubbish Room","dynamic","rubbish room"
,,"Corridor","dynamic","corridor"
,"Columns"
,,"Pre-Start SA Fan",,"pre-start sa fan"
,,"First Fix SA Fan",,"first fix sa fan"
,,"Second Fix SA Fan",,"second fix sa fan"
,,"Commission SA Fan",,"commission sa fan"
,,"Pre-Start Ext Fan",,"pre-start ext fan"
,,"First Fix Ext Fan",,"first fix ext fan"
,,"Second Fix Ext Fan",,"second fix ext fan"
,,"Commission Ext Fan",,"commission ext fan"

