Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,
Fitout Progress (B01),,,,,,,
,Scope,,,B01,,,
,Rows,,,,,,
,,Basement,dynamic,Basement,Fitout,B01,Site QA
,,Ground Floor,dynamic,Ground Floor,Fitout,B01,Site QA
,,Level 1,dynamic,Level 1,Fitout,B01,Site QA
,,Level 2,dynamic,Level 2,Fitout,B01,Site QA
,,Level 3,dynamic,Level 3,Fitout,B01,Site QA
,Columns,,,,,,
,,Ventilation,,Ventilation,,,
,,Jet Fan,,Jet Fan,,,
,,Jet Fan 1,,Jet Fan 1,,,
,,Jet Fan 2,,Jet Fan 2,,,
,,Pool Area,,Pool Area,,,
,,Air Conditioning,,Air Conditioning,,,
,,Stairs 1 & Lobby,,Stairs 1 & Lobby,,,
,,Store,,Store,,,
