Step Id,Warnings,State,Checklist Template,Type,addStep,addPost,Tier 1,Tier 2,Tier 3,Tier 4,Tier 5,Tier 6
bbbb0616-3702-4edf-923e-8c2264f1fe63,,not-started,"Ω (DEPRECATED) Master Cable Tray, Ladder & Basket Installation (v0)",checklist,FALSE,FALSE,Cable Containment,"CABLE TRAY, LADDER & BASKET",L-00,ZONE 01,,
e5aef096-074d-4665-83ae-77ab504de7d4,,not-started,"Ω (DEPRECATED) Master Cable Tray, Ladder & Basket Installation (v0)",checklist,FALSE,FALSE,Cable Containment,"CABLE TRAY, LADDER & BASKET",L-00,ZONE 02,,
9f1451ee-36f9-468e-8127-71be04afddc0,,not-started,"Ω (DEPRECATED) Master Cable Tray, Ladder & Basket Installation (v0)",checklist,FALSE,FALSE,Cable Containment,"CABLE TRAY, LADDER & BASKET",L-00,ZONE 03,,
f25259ac-16b8-4b4d-bde8-b97529e6b91a,,not-started,"Ω (DEPRECATED) Master Cable Tray, Ladder & Basket Installation (v0)",checklist,FALSE,FALSE,Cable Containment,"CABLE TRAY, LADDER & BASKET",L-00,ZONE 04,,
03ac80ce-f9da-4796-9736-b483c1407ec5,,not-started,"Ω (DEPRECATED) Master Cable Tray, Ladder & Basket Installation (v0)",checklist,FALSE,FALSE,Cable Containment,"CABLE TRAY, LADDER & BASKET",L-00,ZONE 05,,
91fcc3a7-0ad6-46a7-813a-d7801958c470,,not-started,"Ω (DEPRECATED) Master Cable Tray, Ladder & Basket Installation (v0)",checklist,FALSE,FALSE,Cable Containment,"CABLE TRAY, LADDER & BASKET",L-00,ZONE 06,,
d416ac97-a09d-4530-a7c1-77114031ad5e,,not-started,"Ω (DEPRECATED) Master Cable Tray, Ladder & Basket Installation (v0)",checklist,FALSE,FALSE,Cable Containment,"CABLE TRAY, LADDER & BASKET",L-00,ZONE 07,,
e686ee1d-9daf-4551-b4fc-dc26abbb4705,,not-started,"Ω (DEPRECATED) Master Cable Tray, Ladder & Basket Installation (v0)",checklist,FALSE,FALSE,Cable Containment,"CABLE TRAY, LADDER & BASKET",L-00,ZONE 08,,
75e5960e-f0e5-4326-b330-c482cb26c949,,not-started,"Ω (DEPRECATED) Master Cable Tray, Ladder & Basket Installation (v0)",checklist,FALSE,FALSE,Cable Containment,"CABLE TRAY, LADDER & BASKET",L-00,ZONE 09,,
db9fe872-6b4b-4798-9dd5-dbc1142433de,,not-started,"Ω (DEPRECATED) Master Cable Tray, Ladder & Basket Installation (v0)",checklist,FALSE,FALSE,Cable Containment,"CABLE TRAY, LADDER & BASKET",L-00,ZONE 10,,
50af4e38-eb86-48c6-b606-f7c729c377ca,,not-started,"Ω (DEPRECATED) Master Cable Tray, Ladder & Basket Installation (v0)",checklist,FALSE,FALSE,Cable Containment,"CABLE TRAY, LADDER & BASKET",L-00,ZONE 11,,
8bc9ee0a-165b-4ee5-9996-6f6e517adc30,,not-started,"Ω (DEPRECATED) Master Cable Tray, Ladder & Basket Installation (v0)",checklist,FALSE,FALSE,Cable Containment,"CABLE TRAY, LADDER & BASKET",L-01,ZONE 01,,
5a23229f-58cd-4c03-8c23-07e9c9d1b31d,,not-started,"Ω (DEPRECATED) Master Cable Tray, Ladder & Basket Installation (v0)",checklist,FALSE,FALSE,Cable Containment,"CABLE TRAY, LADDER & BASKET",L-01,ZONE 02,,
f07230e3-5c0c-45aa-b113-543fd0f45fad,,not-started,"Ω (DEPRECATED) Master Cable Tray, Ladder & Basket Installation (v0)",checklist,FALSE,FALSE,Cable Containment,"CABLE TRAY, LADDER & BASKET",L-01,ZONE 03,,
e1fb3195-f3ee-47fd-884c-bb9baa120ea2,,not-started,"Ω (DEPRECATED) Master Cable Tray, Ladder & Basket Installation (v0)",checklist,FALSE,FALSE,Cable Containment,"CABLE TRAY, LADDER & BASKET",L-01,ZONE 04,,
1d2c1a0b-cd14-4abe-84e1-6b860e4fe587,,not-started,"Ω (DEPRECATED) Master Cable Tray, Ladder & Basket Installation (v0)",checklist,FALSE,FALSE,Cable Containment,"CABLE TRAY, LADDER & BASKET",L-01,ZONE 05,,
