Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,
Overall Progress,,,,,,
,Scope,,,,,
,Rows,,,,,
,,Balcony - Building A,,Building A.,Balcony,
,,Balcony - Building B,,Building B.,Balcony,
,,Balcony - Building C,,Building C.,Balcony,
,,Building A,,Building A,,
,,Building B,,Building B,,
,,Building C,,Building C,,
,Columns,,,,,
,,Level 1,,level 1,,
,,Level 2,,level 2,,
,,Level 3,,level 3,,
,,Level 4,,level 4,,
,,Level 5,,level 5,,
,,Level 6,,level 6,,
,,Level 7,,level 7,,
,,Level 8,,level 8,,
,,Level 9,,level 9,,
,,Level 10,,level 10,,
,,Level 11,,level 11,,
,,Level 12,,level 12,,
,,,,,,
Balcony - Building A Progress,,,,,,
,Scope,,,Balcony,building a.,
,Rows,,,,,
,,Level 4,dynamic,level 4,building a.,Balcony
,,Level 5,dynamic,level 5,building a.,Balcony
,,Level 6,dynamic,building a.,level 6,Balcony
,,Level 7,dynamic,building a.,level 7,Balcony
,,Level 8,dynamic,level 8,building a.,Balcony
,,Level 9,dynamic,level 9,building a.,Balcony
,Columns,,,,,
,,G. Closed Cell Foam & Saddle Flashing Checklist,,G. Closed Cell Foam & Saddle Flashing Checklist,,
,,,,,,
Balcony - Building B Progress,,,,,,
,Scope,,,Balcony,building b.,
,Rows,,,,,
,,Level 5,dynamic,level 5,building b.,Balcony
,,Level 6,dynamic,level 6,building b.,Balcony
,,Level 7,dynamic,building b.,level 7,Balcony
,,Level 8,dynamic,level 8,building b.,Balcony
,,Level 9,dynamic,level 9,building b.,Balcony
,,Level 10,dynamic,level 10,building b.,Balcony
,,Level 11,dynamic,level 11,building b.,Balcony
,Columns,,,,,
,,G. Closed Cell Foam & Saddle Flashing Checklist,,G. Closed Cell Foam & Saddle Flashing Checklist,,
,,,,,,
Balcony - Building C Progress,,,,,,
,Scope,,,Balcony,building c.,
,Rows,,,,,
,,Level 1,dynamic,level 1,building c.,Balcony
,,Level 2,dynamic,level 2,building c.,Balcony
,,Level 3,dynamic,level 3,building c.,Balcony
,,Level 4,dynamic,level 4,building c.,Balcony
,,Level 5,dynamic,level 5,building c.,Balcony
,,Level 6,dynamic,level 6,building c.,Balcony
,,Level 7,dynamic,level 7,building c.,Balcony
,,Level 8,dynamic,level 8,building c.,Balcony
,,Level 9,dynamic,Level 9,building c.,Balcony
,,Level 10,dynamic,Level 10,building c.,Balcony
,,Level 11,dynamic,Level 11,building c.,Balcony
,,Level 12,dynamic,Level 12,building c.,Balcony
,,Level 13,dynamic,Level 13,building c.,Balcony
,,Level 14,dynamic,Level 14,building c.,Balcony
,Columns,,,,,
,,G. Closed Cell Foam & Saddle Flashing Checklist,,G. Closed Cell Foam & Saddle Flashing Checklist,,
