"Matrix Name","Dimension","Name","Type / Data Field","Tag 1","Tag 2"
"Overall Progress"
,"Scope",,
,"Rows"
,,"Basement to Ground Floor","grouping","basement to ground floor"
,,"Area A",,"basement to ground floor","area a"
,,"Area B",,"area b","basement to ground floor"
,,"Area C",,"basement to ground floor","area c"
,,"Area D",,"basement to ground floor","area d"
,,"Area E",,"basement to ground floor","area e"
,,"Ground Floor to Level 1","grouping","ground floor to level 1"
,,"Area A",,"area a","ground floor to level 1"
,,"Area B",,"area b","ground floor to level 1"
,,"Area C",,"ground floor to level 1","area c"
,,"Area D",,"area d","ground floor to level 1"
,,"Area E",,"area e","ground floor to level 1"
,,"Level 1 to Level 2","grouping","level 1 to level 2"
,,"Area A",,"area a","level 1 to level 2"
,,"Area B",,"area b","level 1 to level 2"
,,"Area C",,"level 1 to level 2","area c"
,,"Area D",,"area d","level 1 to level 2"
,,"Area E",,"area e","level 1 to level 2"
,,"Level 2 to Level 3","grouping","level 2 to level 3"
,,"Area A",,"level 2 to level 3","area a"
,,"Area B",,"area b","level 2 to level 3"
,,"Area C",,"level 2 to level 3","area c"
,,"Area D",,"level 2 to level 3","area d"
,,"Area E",,"level 2 to level 3","area e"
,,"Level 3 to Level 4","grouping","level 3 to level 4"
,,"Area A",,"area a","level 3 to level 4"
,,"Area B",,"area b","level 3 to level 4"
,,"Area C",,"level 3 to level 4","area c"
,,"Area D",,"area d","level 3 to level 4"
,,"Area E",,"area e","level 3 to level 4"
,"Columns"
,,"Site Install Checklist",,"site install checklist"
,,"Overview QA",,"overview qa"

