Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,,
QA - Daily Prestart,,,,,,,,
,Scope,,,Site QA,Rings.,,,
,Rows,,,,,,,
,,Rings 1-500 (1 to 25),dynamic,Site QA,Rings.,Rings 1-500,1 to 25,Prestart
,,Rings 1-500 (26 to 50),dynamic,Site QA,Rings.,Rings 1-500,26 to 50,Prestart
,,Rings 1-500 (51 to 75),dynamic,Site QA,Rings.,Rings 1-500,51 to 75,Prestart
,,Rings 1-500 (76 to 100),dynamic,Site QA,Rings.,Rings 1-500,76 to 100,Prestart
,,Daily Prestart - Date:09/05/2023,,Site QA,Rings.,Rings 1-500,76 to 100,Daily Prestart - Date:09/05/2023
,,Rings 1-500 (101 to 125),dynamic,Site QA,Rings.,Rings 1-500,101 to 125,Prestart
,,Daily Prestart - Date:11/05/2023,,Site QA,Rings.,Rings 1-500,101 to 125,Daily Prestart - Date:11/05/2023
,,Rings 1-500 (126 to 150),dynamic,Site QA,Rings.,Rings 1-500,126 to 150,Prestart
,,Daily Prestart - Date:15/05/2023,,Site QA,Rings.,Rings 1-500,126 to 150,Daily Prestart - Date:15/05/2023
,,Rings 1-500 (151 to 175),dynamic,Site QA,Rings.,Rings 1-500,151 to 175,Prestart
,,Daily Prestart - Date:16/05/2023,,Site QA,Rings.,Rings 1-500,151 to 175,Daily Prestart - Date:16/05/2023
,,Rings 1-500 (176 to 200),dynamic,Site QA,Rings.,Rings 1-500,176 to 200,Prestart
,,Daily Prestart - Date:18/05/2023,,Site QA,Rings.,Rings 1-500,176 to 200,Daily Prestart - Date:18/05/2023
,,Rings 1-500 (201 to 225),dynamic,Site QA,Rings.,Rings 1-500,201 to 225,Prestart
,,Daily Prestart - Date:19/05/23,,Site QA,Rings.,Rings 1-500,201 to 225,Daily Prestart - Date:19/05/23
,,Rings 1-500 (226 to 250),dynamic,Site QA,Rings.,Rings 1-500,226 to 250,Prestart
,,Daily Prestart - Date: 23/5/2023,,Site QA,Rings.,Rings 1-500,226 to 250,Daily Prestart - Date: 23/5/2023
