"Matrix Name","Dimension","Name","Type / Data Field","Tag 1","Tag 2"
"Deck QA Progress"
,"Scope",,
,"Rows"
,,"b02a - Level 1","dynamic","level 1","b02a - decks"
,,"b02a - Level 2","dynamic","b02a - decks","level 2"
,,"b02a - Level 3","dynamic","b02a - decks","level 3"
,,"b02a - Level 4","dynamic","level 4","b02a - decks"
,,"b02b - Level 1","dynamic","level 1","b02b - decks"
,,"b02b - Level 2","dynamic","b02b - decks","level 2"
,,"b02b - Level 3","dynamic","b02b - decks","level 3"
,,"b02b - Level 4","dynamic","level 4","b02b - decks"
,"Columns"
,,"soffits qa - preinstall qa",,"soffits qa","preinstall qa"
,,"soffits qa - install qa",,"soffits qa","install qa"
,,"soffits qa - handover qa",,"handover qa","soffits qa"
,,"plastered nibs & beams qa - preinstall qa",,"plastered nibs & beams qa","preinstall qa"
,,"plastered nibs & beams qa - install qa",,"plastered nibs & beams qa","install qa"
,,"plastered nibs & beams qa - handover qa",,"plastered nibs & beams qa","handover qa"

